ward,precinct,total,Richard J. Durbin,Richard J. Durbin Percent,James D. ''Jim'' Oberweis,James D. ''Jim'' Oberweis Percent,Sharon Hansen,Sharon Hansen Percent,precinct_id
1,1,284,238,83.8,32,11.27,14,4.93,01001
1,2,252,224,88.89,21,8.33,7,2.78,01002
1,3,315,252,80.0,57,18.1,6,1.9,01003
1,4,314,232,73.89,59,18.79,23,7.32,01004
1,5,301,243,80.73,48,15.95,10,3.32,01005
1,6,357,272,76.19,66,18.49,19,5.32,01006
1,7,200,159,79.5,30,15.0,11,5.5,01007
1,8,303,240,79.21,51,16.83,12,3.96,01008
1,9,261,219,83.91,29,11.11,13,4.98,01009
1,10,301,232,77.08,57,18.94,12,3.99,01010
1,11,303,238,78.55,57,18.81,8,2.64,01011
1,12,338,246,72.78,79,23.37,13,3.85,01012
1,13,124,93,75.0,23,18.55,8,6.45,01013
1,14,353,285,80.74,58,16.43,10,2.83,01014
1,15,277,228,82.31,28,10.11,21,7.58,01015
1,16,224,199,88.84,18,8.04,7,3.13,01016
1,17,260,225,86.54,22,8.46,13,5.0,01017
1,18,304,268,88.16,25,8.22,11,3.62,01018
1,19,361,304,84.21,40,11.08,17,4.71,01019
1,20,252,218,86.51,23,9.13,11,4.37,01020
1,21,299,229,76.59,61,20.4,9,3.01,01021
1,22,157,138,87.9,16,10.19,3,1.91,01022
1,23,413,351,84.99,40,9.69,22,5.33,01023
1,24,231,211,91.34,13,5.63,7,3.03,01024
1,25,201,157,78.11,34,16.92,10,4.98,01025
1,26,192,170,88.54,15,7.81,7,3.65,01026
1,27,266,199,74.81,54,20.3,13,4.89,01027
1,28,158,142,89.87,13,8.23,3,1.9,01028
1,29,286,226,79.02,50,17.48,10,3.5,01029
1,30,307,265,86.32,33,10.75,9,2.93,01030
1,31,287,234,81.53,43,14.98,10,3.48,01031
1,32,282,215,76.24,59,20.92,8,2.84,01032
1,33,307,228,74.27,67,21.82,12,3.91,01033
1,34,237,202,85.23,24,10.13,11,4.64,01034
1,35,312,232,74.36,62,19.87,18,5.77,01035
1,36,325,237,72.92,72,22.15,16,4.92,01036
1,37,320,242,75.63,70,21.88,8,2.5,01037
1,38,267,214,80.15,43,16.1,10,3.75,01038
1,39,231,186,80.52,38,16.45,7,3.03,01039
1,40,283,226,79.86,49,17.31,8,2.83,01040
1,41,202,177,87.62,14,6.93,11,5.45,01041
1,42,91,71,78.02,10,10.99,10,10.99,01042
1,43,209,163,77.99,33,15.79,13,6.22,01043
1,44,185,149,80.54,26,14.05,10,5.41,01044
2,1,290,220,75.86,57,19.66,13,4.48,02001
2,2,353,246,69.69,102,28.9,5,1.42,02002
2,3,322,238,73.91,68,21.12,16,4.97,02003
2,4,301,237,78.74,51,16.94,13,4.32,02004
2,5,338,261,77.22,60,17.75,17,5.03,02005
2,6,306,238,77.78,48,15.69,20,6.54,02006
2,7,292,203,69.52,66,22.6,23,7.88,02007
2,8,303,227,74.92,66,21.78,10,3.3,02008
2,9,325,194,59.69,122,37.54,9,2.77,02009
2,10,448,290,64.73,150,33.48,8,1.79,02010
2,11,390,246,63.08,135,34.62,9,2.31,02011
2,12,395,316,80.0,70,17.72,9,2.28,02012
2,13,448,314,70.09,121,27.01,13,2.9,02013
2,14,357,287,80.39,54,15.13,16,4.48,02014
2,15,314,244,77.71,45,14.33,25,7.96,02015
2,16,263,210,79.85,45,17.11,8,3.04,02016
2,17,390,315,80.77,63,16.15,12,3.08,02017
2,18,310,202,65.16,102,32.9,6,1.94,02018
2,19,372,229,61.56,132,35.48,11,2.96,02019
2,20,352,225,63.92,116,32.95,11,3.13,02020
2,21,319,269,84.33,40,12.54,10,3.13,02021
2,22,407,232,57.0,164,40.29,11,2.7,02022
2,23,351,220,62.68,125,35.61,6,1.71,02023
2,24,335,235,70.15,82,24.48,18,5.37,02024
2,25,331,258,77.95,61,18.43,12,3.63,02025
2,26,351,240,68.38,99,28.21,12,3.42,02026
2,27,338,206,60.95,118,34.91,14,4.14,02027
2,28,405,261,64.44,132,32.59,12,2.96,02028
2,29,373,229,61.39,132,35.39,12,3.22,02029
2,30,332,213,64.16,114,34.34,5,1.51,02030
2,31,537,360,67.04,163,30.35,14,2.61,02031
2,32,294,184,62.59,97,32.99,13,4.42,02032
2,33,589,387,65.7,182,30.9,20,3.4,02033
2,34,364,239,65.66,121,33.24,4,1.1,02034
2,35,359,232,64.62,121,33.7,6,1.67,02035
2,36,323,207,64.09,103,31.89,13,4.02,02036
2,37,395,268,67.85,111,28.1,16,4.05,02037
2,38,426,246,57.75,166,38.97,14,3.29,02038
2,39,284,152,53.52,124,43.66,8,2.82,02039
2,40,317,203,64.04,100,31.55,14,4.42,02040
2,41,266,159,59.77,100,37.59,7,2.63,02041
2,42,342,243,71.05,88,25.73,11,3.22,02042
2,43,421,259,61.52,154,36.58,8,1.9,02043
2,44,267,163,61.05,97,36.33,7,2.62,02044
2,45,411,280,68.13,112,27.25,19,4.62,02045
2,46,236,153,64.83,72,30.51,11,4.66,02046
3,1,457,430,94.09,10,2.19,17,3.72,03001
3,2,520,497,95.58,11,2.12,12,2.31,03002
3,3,389,352,90.49,26,6.68,11,2.83,03003
3,4,450,428,95.11,11,2.44,11,2.44,03004
3,5,296,287,96.96,3,1.01,6,2.03,03005
3,6,411,279,67.88,122,29.68,10,2.43,03006
3,7,368,338,91.85,21,5.71,9,2.45,03007
3,8,324,306,94.44,3,0.93,15,4.63,03008
3,9,403,373,92.56,16,3.97,14,3.47,03009
3,10,254,243,95.67,7,2.76,4,1.57,03010
3,11,398,387,97.24,5,1.26,6,1.51,03011
3,12,426,405,95.07,14,3.29,7,1.64,03012
3,13,472,369,78.18,91,19.28,12,2.54,03013
3,14,347,287,82.71,45,12.97,15,4.32,03014
3,15,360,341,94.72,7,1.94,12,3.33,03015
3,16,375,352,93.87,13,3.47,10,2.67,03016
3,17,367,316,86.1,45,12.26,6,1.63,03017
3,18,578,540,93.43,27,4.67,11,1.9,03018
3,19,425,306,72.0,112,26.35,7,1.65,03019
3,20,410,397,96.83,5,1.22,8,1.95,03020
3,21,466,354,75.97,96,20.6,16,3.43,03021
3,22,387,288,74.42,86,22.22,13,3.36,03022
3,23,366,350,95.63,9,2.46,7,1.91,03023
3,24,340,324,95.29,8,2.35,8,2.35,03024
3,25,481,344,71.52,124,25.78,13,2.7,03025
3,26,500,370,74.0,118,23.6,12,2.4,03026
3,27,402,270,67.16,115,28.61,17,4.23,03027
3,28,311,296,95.18,4,1.29,11,3.54,03028
3,29,404,385,95.3,6,1.49,13,3.22,03029
3,30,405,389,96.05,6,1.48,10,2.47,03030
3,31,448,438,97.77,7,1.56,3,0.67,03031
3,32,408,331,81.13,63,15.44,14,3.43,03032
3,33,373,265,71.05,95,25.47,13,3.49,03033
3,34,451,362,80.27,68,15.08,21,4.66,03034
3,35,210,201,95.71,5,2.38,4,1.9,03035
3,36,240,232,96.67,4,1.67,4,1.67,03036
3,37,331,322,97.28,5,1.51,4,1.21,03037
3,38,382,360,94.24,9,2.36,13,3.4,03038
3,39,356,258,72.47,86,24.16,12,3.37,03039
3,40,436,385,88.3,36,8.26,15,3.44,03040
3,41,312,262,83.97,32,10.26,18,5.77,03041
4,1,443,413,93.23,25,5.64,5,1.13,04001
4,2,436,336,77.06,83,19.04,17,3.9,04002
4,3,395,378,95.7,10,2.53,7,1.77,04003
4,4,537,500,93.11,22,4.1,15,2.79,04004
4,5,423,391,92.43,15,3.55,17,4.02,04005
4,6,542,511,94.28,25,4.61,6,1.11,04006
4,7,500,472,94.4,16,3.2,12,2.4,04007
4,8,486,468,96.3,8,1.65,10,2.06,04008
4,9,554,530,95.67,13,2.35,11,1.99,04009
4,10,473,456,96.41,8,1.69,9,1.9,04010
4,11,449,429,95.55,16,3.56,4,0.89,04011
4,12,433,411,94.92,12,2.77,10,2.31,04012
4,13,270,211,78.15,45,16.67,14,5.19,04013
4,14,409,388,94.87,10,2.44,11,2.69,04014
4,15,496,466,93.95,17,3.43,13,2.62,04015
4,16,385,293,76.1,79,20.52,13,3.38,04016
4,17,424,347,81.84,62,14.62,15,3.54,04017
4,18,432,412,95.37,8,1.85,12,2.78,04018
4,19,427,405,94.85,13,3.04,9,2.11,04019
4,20,421,332,78.86,70,16.63,19,4.51,04020
4,21,407,323,79.36,56,13.76,28,6.88,04021
4,22,444,413,93.02,24,5.41,7,1.58,04022
4,23,522,497,95.21,15,2.87,10,1.92,04023
4,24,394,361,91.62,30,7.61,3,0.76,04024
4,25,420,322,76.67,83,19.76,15,3.57,04025
4,26,441,419,95.01,12,2.72,10,2.27,04026
4,27,404,374,92.57,20,4.95,10,2.48,04027
4,28,374,346,92.51,19,5.08,9,2.41,04028
4,29,375,360,96.0,5,1.33,10,2.67,04029
4,30,556,527,94.78,13,2.34,16,2.88,04030
4,31,479,455,94.99,15,3.13,9,1.88,04031
4,32,414,398,96.14,12,2.9,4,0.97,04032
4,33,466,433,92.92,21,4.51,12,2.58,04033
4,34,379,362,95.51,8,2.11,9,2.37,04034
4,35,540,513,95.0,19,3.52,8,1.48,04035
4,36,461,443,96.1,11,2.39,7,1.52,04036
4,37,408,328,80.39,67,16.42,13,3.19,04037
4,38,498,479,96.18,12,2.41,7,1.41,04038
5,1,346,331,95.66,8,2.31,7,2.02,05001
5,2,355,342,96.34,7,1.97,6,1.69,05002
5,3,387,364,94.06,13,3.36,10,2.58,05003
5,4,406,387,95.32,14,3.45,5,1.23,05004
5,5,406,386,95.07,10,2.46,10,2.46,05005
5,6,349,336,96.28,8,2.29,5,1.43,05006
5,7,374,341,91.18,21,5.61,12,3.21,05007
5,8,438,396,90.41,29,6.62,13,2.97,05008
5,9,436,417,95.64,12,2.75,7,1.61,05009
5,10,332,323,97.29,4,1.2,5,1.51,05010
5,11,429,392,91.38,31,7.23,6,1.4,05011
5,12,323,305,94.43,10,3.1,8,2.48,05012
5,13,291,284,97.59,3,1.03,4,1.37,05013
5,14,357,340,95.24,8,2.24,9,2.52,05014
5,15,374,352,94.12,14,3.74,8,2.14,05015
5,16,394,374,94.92,10,2.54,10,2.54,05016
5,17,352,334,94.89,11,3.13,7,1.99,05017
5,18,342,314,91.81,15,4.39,13,3.8,05018
5,19,403,363,90.07,33,8.19,7,1.74,05019
5,20,450,428,95.11,16,3.56,6,1.33,05020
5,21,368,347,94.29,15,4.08,6,1.63,05021
5,22,465,425,91.4,33,7.1,7,1.51,05022
5,23,606,550,90.76,46,7.59,10,1.65,05023
5,24,387,358,92.51,20,5.17,9,2.33,05024
5,25,393,369,93.89,11,2.8,13,3.31,05025
5,26,366,355,96.99,5,1.37,6,1.64,05026
5,27,327,279,85.32,43,13.15,5,1.53,05027
5,28,451,419,92.9,13,2.88,19,4.21,05028
5,29,527,499,94.69,15,2.85,13,2.47,05029
5,30,314,290,92.36,15,4.78,9,2.87,05030
5,31,334,322,96.41,4,1.2,8,2.4,05031
5,32,404,371,91.83,24,5.94,9,2.23,05032
5,33,447,428,95.75,6,1.34,13,2.91,05033
5,34,460,417,90.65,38,8.26,5,1.09,05034
5,35,384,349,90.89,32,8.33,3,0.78,05035
5,36,348,324,93.1,11,3.16,13,3.74,05036
5,37,448,416,92.86,26,5.8,6,1.34,05037
5,38,378,361,95.5,7,1.85,10,2.65,05038
5,39,373,337,90.35,25,6.7,11,2.95,05039
5,40,362,343,94.75,7,1.93,12,3.31,05040
5,41,249,235,94.38,11,4.42,3,1.2,05041
6,1,400,381,95.25,13,3.25,6,1.5,06001
6,2,382,365,95.55,13,3.4,4,1.05,06002
6,3,397,378,95.21,9,2.27,10,2.52,06003
6,4,304,286,94.08,8,2.63,10,3.29,06004
6,5,303,293,96.7,3,0.99,7,2.31,06005
6,6,391,364,93.09,16,4.09,11,2.81,06006
6,7,337,323,95.85,8,2.37,6,1.78,06007
6,8,381,372,97.64,5,1.31,4,1.05,06008
6,9,344,329,95.64,11,3.2,4,1.16,06009
6,10,253,244,96.44,6,2.37,3,1.19,06010
6,11,358,339,94.69,8,2.23,11,3.07,06011
6,12,261,253,96.93,6,2.3,2,0.77,06012
6,13,294,272,92.52,10,3.4,12,4.08,06013
6,14,352,334,94.89,11,3.13,7,1.99,06014
6,15,340,319,93.82,10,2.94,11,3.24,06015
6,16,394,375,95.18,10,2.54,9,2.28,06016
6,17,293,277,94.54,8,2.73,8,2.73,06017
6,18,279,246,88.17,14,5.02,19,6.81,06018
6,19,356,340,95.51,3,0.84,13,3.65,06019
6,20,220,208,94.55,8,3.64,4,1.82,06020
6,21,254,245,96.46,5,1.97,4,1.57,06021
6,22,253,238,94.07,8,3.16,7,2.77,06022
6,23,252,241,95.63,5,1.98,6,2.38,06023
6,24,217,201,92.63,10,4.61,6,2.76,06024
6,25,231,216,93.51,8,3.46,7,3.03,06025
6,26,287,273,95.12,8,2.79,6,2.09,06026
6,27,217,199,91.71,10,4.61,8,3.69,06027
6,28,206,197,95.63,4,1.94,5,2.43,06028
6,29,402,390,97.01,7,1.74,5,1.24,06029
6,30,325,309,95.08,10,3.08,6,1.85,06030
6,31,354,338,95.48,9,2.54,7,1.98,06031
6,32,341,324,95.01,6,1.76,11,3.23,06032
6,33,367,340,92.64,15,4.09,12,3.27,06033
6,34,359,342,95.26,7,1.95,10,2.79,06034
6,35,342,326,95.32,8,2.34,8,2.34,06035
6,36,402,389,96.77,7,1.74,6,1.49,06036
6,37,411,383,93.19,15,3.65,13,3.16,06037
6,38,366,351,95.9,7,1.91,8,2.19,06038
6,39,351,334,95.16,7,1.99,10,2.85,06039
6,40,314,300,95.54,6,1.91,8,2.55,06040
6,41,378,365,96.56,9,2.38,4,1.06,06041
6,42,388,368,94.85,15,3.87,5,1.29,06042
6,43,326,310,95.09,9,2.76,7,2.15,06043
6,44,399,364,91.23,30,7.52,5,1.25,06044
6,45,373,357,95.71,11,2.95,5,1.34,06045
6,46,283,266,93.99,12,4.24,5,1.77,06046
6,47,288,267,92.71,10,3.47,11,3.82,06047
6,48,359,347,96.66,5,1.39,7,1.95,06048
7,1,320,305,95.31,7,2.19,8,2.5,07001
7,2,333,317,95.2,8,2.4,8,2.4,07002
7,3,344,328,95.35,11,3.2,5,1.45,07003
7,4,323,304,94.12,8,2.48,11,3.41,07004
7,5,304,285,93.75,12,3.95,7,2.3,07005
7,6,415,384,92.53,17,4.1,14,3.37,07006
7,7,364,343,94.23,10,2.75,11,3.02,07007
7,8,295,265,89.83,18,6.1,12,4.07,07008
7,9,575,550,95.65,13,2.26,12,2.09,07009
7,10,345,330,95.65,6,1.74,9,2.61,07010
7,11,365,347,95.07,9,2.47,9,2.47,07011
7,12,333,306,91.89,16,4.8,11,3.3,07012
7,13,251,241,96.02,8,3.19,2,0.8,07013
7,14,334,318,95.21,9,2.69,7,2.1,07014
7,15,376,357,94.95,7,1.86,12,3.19,07015
7,16,256,245,95.7,5,1.95,6,2.34,07016
7,17,301,282,93.69,10,3.32,9,2.99,07017
7,18,299,273,91.3,15,5.02,11,3.68,07018
7,19,326,316,96.93,8,2.45,2,0.61,07019
7,20,252,244,96.83,4,1.59,4,1.59,07020
7,21,298,281,94.3,7,2.35,10,3.36,07021
7,22,265,243,91.7,15,5.66,7,2.64,07022
7,23,354,343,96.89,8,2.26,3,0.85,07023
7,24,331,316,95.47,4,1.21,11,3.32,07024
7,25,297,275,92.59,9,3.03,13,4.38,07025
7,26,280,268,95.71,9,3.21,3,1.07,07026
7,27,298,279,93.62,6,2.01,13,4.36,07027
7,28,237,225,94.94,6,2.53,6,2.53,07028
7,29,290,263,90.69,16,5.52,11,3.79,07029
7,30,274,250,91.24,13,4.74,11,4.01,07030
7,31,208,197,94.71,5,2.4,6,2.88,07031
7,32,473,446,94.29,19,4.02,8,1.69,07032
7,33,439,421,95.9,7,1.59,11,2.51,07033
7,34,418,397,94.98,6,1.44,15,3.59,07034
7,35,347,326,93.95,13,3.75,8,2.31,07035
7,36,408,398,97.55,4,0.98,6,1.47,07036
7,37,381,364,95.54,9,2.36,8,2.1,07037
7,38,287,273,95.12,8,2.79,6,2.09,07038
7,39,326,312,95.71,8,2.45,6,1.84,07039
7,40,340,330,97.06,5,1.47,5,1.47,07040
7,41,326,314,96.32,7,2.15,5,1.53,07041
7,42,310,303,97.74,1,0.32,6,1.94,07042
7,43,325,311,95.69,8,2.46,6,1.85,07043
7,44,312,300,96.15,4,1.28,8,2.56,07044
7,45,352,333,94.6,11,3.13,8,2.27,07045
7,46,121,112,92.56,4,3.31,5,4.13,07046
8,1,298,283,94.97,10,3.36,5,1.68,08001
8,2,351,327,93.16,13,3.7,11,3.13,08002
8,3,418,406,97.13,5,1.2,7,1.67,08003
8,4,394,388,98.48,4,1.02,2,0.51,08004
8,5,432,411,95.14,11,2.55,10,2.31,08005
8,6,361,353,97.78,4,1.11,4,1.11,08006
8,7,421,404,95.96,7,1.66,10,2.38,08007
8,8,347,334,96.25,6,1.73,7,2.02,08008
8,9,248,236,95.16,3,1.21,9,3.63,08009
8,10,449,439,97.77,6,1.34,4,0.89,08010
8,11,350,332,94.86,8,2.29,10,2.86,08011
8,12,324,313,96.6,4,1.23,7,2.16,08012
8,13,436,421,96.56,7,1.61,8,1.83,08013
8,14,239,225,94.14,8,3.35,6,2.51,08014
8,15,332,317,95.48,9,2.71,6,1.81,08015
8,16,133,128,96.24,3,2.26,2,1.5,08016
8,17,314,308,98.09,5,1.59,1,0.32,08017
8,18,355,332,93.52,13,3.66,10,2.82,08018
8,19,423,404,95.51,9,2.13,10,2.36,08019
8,20,412,398,96.6,6,1.46,8,1.94,08020
8,21,438,420,95.89,3,0.68,15,3.42,08021
8,22,330,310,93.94,10,3.03,10,3.03,08022
8,23,309,294,95.15,6,1.94,9,2.91,08023
8,24,235,224,95.32,7,2.98,4,1.7,08024
8,25,341,326,95.6,7,2.05,8,2.35,08025
8,26,377,355,94.16,11,2.92,11,2.92,08026
8,27,386,367,95.08,16,4.15,3,0.78,08027
8,28,385,375,97.4,5,1.3,5,1.3,08028
8,29,429,410,95.57,13,3.03,6,1.4,08029
8,30,386,366,94.82,9,2.33,11,2.85,08030
8,31,347,328,94.52,12,3.46,7,2.02,08031
8,32,304,290,95.39,6,1.97,8,2.63,08032
8,33,339,314,92.63,12,3.54,13,3.83,08033
8,34,344,329,95.64,5,1.45,10,2.91,08034
8,35,383,368,96.08,7,1.83,8,2.09,08035
8,36,392,383,97.7,5,1.28,4,1.02,08036
8,37,313,298,95.21,9,2.88,6,1.92,08037
8,38,256,248,96.88,2,0.78,6,2.34,08038
8,39,382,372,97.38,7,1.83,3,0.79,08039
8,40,271,261,96.31,3,1.11,7,2.58,08040
8,41,385,369,95.84,9,2.34,7,1.82,08041
8,42,437,427,97.71,7,1.6,3,0.69,08042
8,43,201,195,97.01,3,1.49,3,1.49,08043
8,44,245,232,94.69,3,1.22,10,4.08,08044
8,45,349,337,96.56,7,2.01,5,1.43,08045
8,46,297,284,95.62,8,2.69,5,1.68,08046
8,47,303,290,95.71,6,1.98,7,2.31,08047
8,48,251,239,95.22,7,2.79,5,1.99,08048
8,49,363,350,96.42,7,1.93,6,1.65,08049
8,50,384,372,96.88,7,1.82,5,1.3,08050
8,51,479,465,97.08,11,2.3,3,0.63,08051
8,52,437,422,96.57,6,1.37,9,2.06,08052
8,53,219,208,94.98,7,3.2,4,1.83,08053
8,54,273,258,94.51,7,2.56,8,2.93,08054
8,55,220,210,95.45,6,2.73,4,1.82,08055
8,56,390,376,96.41,9,2.31,5,1.28,08056
9,1,371,360,97.04,5,1.35,6,1.62,09001
9,2,319,308,96.55,4,1.25,7,2.19,09002
9,3,314,307,97.77,4,1.27,3,0.96,09003
9,4,292,288,98.63,2,0.68,2,0.68,09004
9,5,333,319,95.8,6,1.8,8,2.4,09005
9,6,363,350,96.42,7,1.93,6,1.65,09006
9,7,246,236,95.93,2,0.81,8,3.25,09007
9,8,344,330,95.93,5,1.45,9,2.62,09008
9,9,380,369,97.11,3,0.79,8,2.11,09009
9,10,354,337,95.2,8,2.26,9,2.54,09010
9,11,266,249,93.61,5,1.88,12,4.51,09011
9,12,389,368,94.6,9,2.31,12,3.08,09012
9,13,395,383,96.96,5,1.27,7,1.77,09013
9,14,434,419,96.54,10,2.3,5,1.15,09014
9,15,346,328,94.8,7,2.02,11,3.18,09015
9,16,311,297,95.5,7,2.25,7,2.25,09016
9,17,302,292,96.69,7,2.32,3,0.99,09017
9,18,265,255,96.23,6,2.26,4,1.51,09018
9,19,335,321,95.82,9,2.69,5,1.49,09019
9,20,374,359,95.99,5,1.34,10,2.67,09020
9,21,329,316,96.05,8,2.43,5,1.52,09021
9,22,361,349,96.68,4,1.11,8,2.22,09022
9,23,373,359,96.25,5,1.34,9,2.41,09023
9,24,374,368,98.4,1,0.27,5,1.34,09024
9,25,344,331,96.22,7,2.03,6,1.74,09025
9,26,332,322,96.99,3,0.9,7,2.11,09026
9,27,327,316,96.64,4,1.22,7,2.14,09027
9,28,184,177,96.2,3,1.63,4,2.17,09028
9,29,312,301,96.47,7,2.24,4,1.28,09029
9,30,286,271,94.76,10,3.5,5,1.75,09030
9,31,268,256,95.52,10,3.73,2,0.75,09031
9,32,337,321,95.25,7,2.08,9,2.67,09032
9,33,273,258,94.51,11,4.03,4,1.47,09033
9,34,299,279,93.31,7,2.34,13,4.35,09034
9,35,349,343,98.28,2,0.57,4,1.15,09035
9,36,321,309,96.26,4,1.25,8,2.49,09036
9,37,409,345,84.35,55,13.45,9,2.2,09037
9,38,352,336,95.45,10,2.84,6,1.7,09038
9,39,350,340,97.14,2,0.57,8,2.29,09039
9,40,382,370,96.86,5,1.31,7,1.83,09040
9,41,289,277,95.85,5,1.73,7,2.42,09041
9,42,379,371,97.89,3,0.79,5,1.32,09042
9,43,417,389,93.29,7,1.68,21,5.04,09043
9,44,327,311,95.11,11,3.36,5,1.53,09044
9,45,287,275,95.82,5,1.74,7,2.44,09045
9,46,321,300,93.46,13,4.05,8,2.49,09046
9,47,395,379,95.95,11,2.78,5,1.27,09047
9,48,382,373,97.64,5,1.31,4,1.05,09048
9,49,371,358,96.5,4,1.08,9,2.43,09049
9,50,452,439,97.12,5,1.11,8,1.77,09050
9,51,335,320,95.52,9,2.69,6,1.79,09051
10,1,264,246,93.18,13,4.92,5,1.89,10001
10,2,306,183,59.8,114,37.25,9,2.94,10002
10,3,296,186,62.84,93,31.42,17,5.74,10003
10,4,214,187,87.38,13,6.07,14,6.54,10004
10,5,251,150,59.76,87,34.66,14,5.58,10005
10,6,213,165,77.46,45,21.13,3,1.41,10006
10,7,170,137,80.59,24,14.12,9,5.29,10007
10,8,227,208,91.63,6,2.64,13,5.73,10008
10,9,312,199,63.78,100,32.05,13,4.17,10009
10,10,291,216,74.23,64,21.99,11,3.78,10010
10,11,299,233,77.93,57,19.06,9,3.01,10011
10,12,179,128,71.51,42,23.46,9,5.03,10012
10,13,283,251,88.69,21,7.42,11,3.89,10013
10,14,364,279,76.65,81,22.25,4,1.1,10014
10,15,641,610,95.16,10,1.56,21,3.28,10015
10,16,212,160,75.47,45,21.23,7,3.3,10016
10,17,412,273,66.26,126,30.58,13,3.16,10017
10,18,187,171,91.44,11,5.88,5,2.67,10018
10,19,301,206,68.44,78,25.91,17,5.65,10019
10,20,299,225,75.25,62,20.74,12,4.01,10020
10,21,270,213,78.89,50,18.52,7,2.59,10021
10,22,141,119,84.4,16,11.35,6,4.26,10022
10,23,231,197,85.28,26,11.26,8,3.46,10023
10,24,335,193,57.61,129,38.51,13,3.88,10024
10,25,97,89,91.75,7,7.22,1,1.03,10025
10,26,184,152,82.61,22,11.96,10,5.43,10026
10,27,295,272,92.2,16,5.42,7,2.37,10027
10,28,253,194,76.68,48,18.97,11,4.35,10028
10,29,223,170,76.23,40,17.94,13,5.83,10029
10,30,222,166,74.77,41,18.47,15,6.76,10030
10,31,172,155,90.12,13,7.56,4,2.33,10031
10,32,250,188,75.2,47,18.8,15,6.0,10032
10,33,193,166,86.01,20,10.36,7,3.63,10033
10,34,215,198,92.09,13,6.05,4,1.86,10034
10,35,325,193,59.38,119,36.62,13,4.0,10035
10,36,79,69,87.34,5,6.33,5,6.33,10036
11,1,321,236,73.52,65,20.25,20,6.23,11001
11,2,61,46,75.41,11,18.03,4,6.56,11002
11,3,212,180,84.91,24,11.32,8,3.77,11003
11,4,276,215,77.9,50,18.12,11,3.99,11004
11,5,331,274,82.78,43,12.99,14,4.23,11005
11,6,372,283,76.08,72,19.35,17,4.57,11006
11,7,307,255,83.06,45,14.66,7,2.28,11007
11,8,280,202,72.14,58,20.71,20,7.14,11008
11,9,300,214,71.33,76,25.33,10,3.33,11009
11,10,287,227,79.09,51,17.77,9,3.14,11010
11,11,347,223,64.27,107,30.84,17,4.9,11011
11,12,497,332,66.8,149,29.98,16,3.22,11012
11,13,448,296,66.07,133,29.69,19,4.24,11013
11,14,195,136,69.74,54,27.69,5,2.56,11014
11,15,142,117,82.39,19,13.38,6,4.23,11015
11,16,251,166,66.14,69,27.49,16,6.37,11016
11,17,333,231,69.37,88,26.43,14,4.2,11017
11,18,271,216,79.7,46,16.97,9,3.32,11018
11,19,358,274,76.54,70,19.55,14,3.91,11019
11,20,242,183,75.62,54,22.31,5,2.07,11020
11,21,457,327,71.55,111,24.29,19,4.16,11021
11,22,388,281,72.42,92,23.71,15,3.87,11022
11,23,216,152,70.37,55,25.46,9,4.17,11023
11,24,433,319,73.67,98,22.63,16,3.7,11024
11,25,314,233,74.2,75,23.89,6,1.91,11025
11,26,404,296,73.27,95,23.51,13,3.22,11026
11,27,110,85,77.27,22,20.0,3,2.73,11027
11,28,165,124,75.15,38,23.03,3,1.82,11028
11,29,397,285,71.79,102,25.69,10,2.52,11029
11,30,178,121,67.98,53,29.78,4,2.25,11030
11,31,335,237,70.75,83,24.78,15,4.48,11031
11,32,157,98,62.42,50,31.85,9,5.73,11032
11,33,323,228,70.59,80,24.77,15,4.64,11033
11,34,136,98,72.06,33,24.26,5,3.68,11034
11,35,122,89,72.95,28,22.95,5,4.1,11035
11,36,149,112,75.17,31,20.81,6,4.03,11036
11,37,106,77,72.64,26,24.53,3,2.83,11037
11,38,116,96,82.76,13,11.21,7,6.03,11038
12,1,267,214,80.15,40,14.98,13,4.87,12001
12,2,218,172,78.9,36,16.51,10,4.59,12002
12,3,319,255,79.94,44,13.79,20,6.27,12003
12,4,257,201,78.21,42,16.34,14,5.45,12004
12,5,248,179,72.18,51,20.56,18,7.26,12005
12,6,228,195,85.53,26,11.4,7,3.07,12006
12,7,207,171,82.61,24,11.59,12,5.8,12007
12,8,306,243,79.41,52,16.99,11,3.59,12008
12,9,222,173,77.93,39,17.57,10,4.5,12009
12,10,216,195,90.28,15,6.94,6,2.78,12010
12,11,224,189,84.38,24,10.71,11,4.91,12011
12,12,226,181,80.09,39,17.26,6,2.65,12012
12,13,237,178,75.11,41,17.3,18,7.59,12013
12,14,162,136,83.95,16,9.88,10,6.17,12014
12,15,205,176,85.85,18,8.78,11,5.37,12015
12,16,170,140,82.35,22,12.94,8,4.71,12016
12,17,251,193,76.89,44,17.53,14,5.58,12017
12,18,208,179,86.06,20,9.62,9,4.33,12018
12,19,256,211,82.42,32,12.5,13,5.08,12019
12,20,254,205,80.71,37,14.57,12,4.72,12020
12,21,265,215,81.13,36,13.58,14,5.28,12021
12,22,172,155,90.12,12,6.98,5,2.91,12022
12,23,274,210,76.64,52,18.98,12,4.38,12023
13,1,272,188,69.12,74,27.21,10,3.68,13001
13,2,284,196,69.01,77,27.11,11,3.87,13002
13,3,183,143,78.14,35,19.13,5,2.73,13003
13,4,333,230,69.07,89,26.73,14,4.2,13004
13,5,292,243,83.22,47,16.1,2,0.68,13005
13,6,291,173,59.45,105,36.08,13,4.47,13006
13,7,206,170,82.52,35,16.99,1,0.49,13007
