ward,precinct,total,Mike Quigley,Mike Quigley Percent,Vince Kolber,Vince Kolber Percent,Nancy Wade,Nancy Wade Percent,precinct_id
14,3,0,0,0.0,0,0.0,0,0.0,14003
26,28,124,83,66.94,23,18.55,18,14.52,26028
26,32,235,159,67.66,46,19.57,30,12.77,26032
27,7,311,236,75.88,45,14.47,30,9.65,27007
27,12,225,144,64.0,65,28.89,16,7.11,27012
27,13,62,43,69.35,12,19.35,7,11.29,27013
27,27,16,12,75.0,2,12.5,2,12.5,27027
27,35,18,13,72.22,0,0.0,5,27.78,27035
27,37,8,8,100.0,0,0.0,0,0.0,27037
27,40,28,24,85.71,4,14.29,0,0.0,27040
27,42,95,53,55.79,39,41.05,3,3.16,27042
27,43,18,14,77.78,3,16.67,1,5.56,27043
27,46,216,132,61.11,76,35.19,8,3.7,27046
29,23,80,56,70.0,17,21.25,7,8.75,29023
29,29,287,187,65.16,83,28.92,17,5.92,29029
29,31,281,172,61.21,93,33.1,16,5.69,29031
29,32,273,164,60.07,87,31.87,22,8.06,29032
29,38,4,3,75.0,0,0.0,1,25.0,29038
29,39,125,97,77.6,19,15.2,9,7.2,29039
30,15,243,175,72.02,57,23.46,11,4.53,30015
30,17,149,110,73.83,23,15.44,16,10.74,30017
30,21,213,164,77.0,40,18.78,9,4.23,30021
32,1,327,230,70.34,73,22.32,24,7.34,32001
32,2,280,189,67.5,74,26.43,17,6.07,32002
32,4,318,220,69.18,79,24.84,19,5.97,32004
32,5,320,227,70.94,63,19.69,30,9.38,32005
32,6,297,207,69.7,69,23.23,21,7.07,32006
32,7,362,230,63.54,110,30.39,22,6.08,32007
32,8,348,202,58.05,126,36.21,20,5.75,32008
32,9,321,243,75.7,57,17.76,21,6.54,32009
32,10,368,243,66.03,98,26.63,27,7.34,32010
32,13,345,217,62.9,113,32.75,15,4.35,32013
32,15,322,211,65.53,89,27.64,22,6.83,32015
32,16,263,202,76.81,35,13.31,26,9.89,32016
32,18,358,215,60.06,130,36.31,13,3.63,32018
32,19,309,196,63.43,81,26.21,32,10.36,32019
32,21,368,279,75.82,75,20.38,14,3.8,32021
32,23,328,193,58.84,104,31.71,31,9.45,32023
32,24,253,147,58.1,93,36.76,13,5.14,32024
32,25,314,226,71.97,76,24.2,12,3.82,32025
32,27,322,188,58.39,120,37.27,14,4.35,32027
32,29,319,242,75.86,54,16.93,23,7.21,32029
32,30,342,208,60.82,123,35.96,11,3.22,32030
32,31,335,226,67.46,88,26.27,21,6.27,32031
32,32,330,238,72.12,74,22.42,18,5.45,32032
32,33,334,222,66.47,98,29.34,14,4.19,32033
32,34,290,200,68.97,62,21.38,28,9.66,32034
32,35,302,204,67.55,81,26.82,17,5.63,32035
32,36,335,236,70.45,78,23.28,21,6.27,32036
32,37,265,172,64.91,66,24.91,27,10.19,32037
32,38,297,204,68.69,76,25.59,17,5.72,32038
32,39,401,244,60.85,145,36.16,12,2.99,32039
32,40,367,258,70.3,85,23.16,24,6.54,32040
32,41,368,227,61.68,124,33.7,17,4.62,32041
32,42,329,219,66.57,85,25.84,25,7.6,32042
33,2,402,326,81.09,44,10.95,32,7.96,33002
33,3,25,20,80.0,3,12.0,2,8.0,33003
33,5,280,204,72.86,50,17.86,26,9.29,33005
33,7,232,171,73.71,27,11.64,34,14.66,33007
33,8,377,292,77.45,47,12.47,38,10.08,33008
33,10,35,26,74.29,6,17.14,3,8.57,33010
33,18,406,302,74.38,50,12.32,54,13.3,33018
33,19,141,101,71.63,26,18.44,14,9.93,33019
33,23,23,20,86.96,2,8.7,1,4.35,33023
33,24,534,402,75.28,62,11.61,70,13.11,33024
33,27,9,7,77.78,1,11.11,1,11.11,33027
36,7,357,229,64.15,106,29.69,22,6.16,36007
36,14,271,194,71.59,60,22.14,17,6.27,36014
36,15,278,198,71.22,71,25.54,9,3.24,36015
36,16,193,151,78.24,35,18.13,7,3.63,36016
36,17,280,208,74.29,50,17.86,22,7.86,36017
36,18,263,170,64.64,75,28.52,18,6.84,36018
36,20,107,71,66.36,27,25.23,9,8.41,36020
36,24,231,152,65.8,64,27.71,15,6.49,36024
36,26,249,149,59.84,85,34.14,15,6.02,36026
36,28,249,167,67.07,53,21.29,29,11.65,36028
36,29,164,102,62.2,52,31.71,10,6.1,36029
36,30,252,181,71.83,56,22.22,15,5.95,36030
38,2,398,234,58.79,154,38.69,10,2.51,38002
38,3,303,190,62.71,99,32.67,14,4.62,38003
38,4,329,215,65.35,97,29.48,17,5.17,38004
38,5,308,192,62.34,99,32.14,17,5.52,38005
38,6,288,175,60.76,92,31.94,21,7.29,38006
38,7,327,215,65.75,103,31.5,9,2.75,38007
38,8,280,183,65.36,81,28.93,16,5.71,38008
38,9,361,217,60.11,126,34.9,18,4.99,38009
38,10,249,170,68.27,64,25.7,15,6.02,38010
38,11,301,210,69.77,63,20.93,28,9.3,38011
38,12,334,199,59.58,115,34.43,20,5.99,38012
38,13,334,201,60.18,118,35.33,15,4.49,38013
38,14,330,219,66.36,82,24.85,29,8.79,38014
38,15,271,191,70.48,63,23.25,17,6.27,38015
38,16,326,217,66.56,90,27.61,19,5.83,38016
38,17,362,221,61.05,120,33.15,21,5.8,38017
38,18,334,212,63.47,103,30.84,19,5.69,38018
38,19,371,249,67.12,106,28.57,16,4.31,38019
38,20,326,202,61.96,107,32.82,17,5.21,38020
38,21,264,175,66.29,72,27.27,17,6.44,38021
38,22,294,200,68.03,77,26.19,17,5.78,38022
38,23,354,246,69.49,91,25.71,17,4.8,38023
38,24,363,244,67.22,106,29.2,13,3.58,38024
38,25,268,187,69.78,69,25.75,12,4.48,38025
38,26,336,232,69.05,84,25.0,20,5.95,38026
38,27,313,203,64.86,91,29.07,19,6.07,38027
38,28,410,268,65.37,128,31.22,14,3.41,38028
38,29,273,191,69.96,71,26.01,11,4.03,38029
38,30,304,192,63.16,105,34.54,7,2.3,38030
38,31,299,217,72.58,65,21.74,17,5.69,38031
38,32,266,186,69.92,64,24.06,16,6.02,38032
38,33,270,176,65.19,72,26.67,22,8.15,38033
38,34,274,193,70.44,58,21.17,23,8.39,38034
38,35,129,86,66.67,37,28.68,6,4.65,38035
38,36,289,193,66.78,82,28.37,14,4.84,38036
38,37,326,230,70.55,84,25.77,12,3.68,38037
38,38,278,169,60.79,85,30.58,24,8.63,38038
38,39,364,267,73.35,79,21.7,18,4.95,38039
38,40,322,208,64.6,99,30.75,15,4.66,38040
39,1,359,197,54.87,142,39.55,20,5.57,39001
39,2,367,243,66.21,112,30.52,12,3.27,39002
39,3,366,256,69.95,84,22.95,26,7.1,39003
39,4,344,203,59.01,130,37.79,11,3.2,39004
39,5,342,235,68.71,86,25.15,21,6.14,39005
39,6,268,187,69.78,59,22.01,22,8.21,39006
39,7,268,201,75.0,51,19.03,16,5.97,39007
39,8,301,241,80.07,40,13.29,20,6.64,39008
39,9,306,213,69.61,66,21.57,27,8.82,39009
39,10,152,121,79.61,20,13.16,11,7.24,39010
39,11,307,208,67.75,81,26.38,18,5.86,39011
39,12,281,198,70.46,55,19.57,28,9.96,39012
39,13,291,208,71.48,60,20.62,23,7.9,39013
39,14,273,184,67.4,75,27.47,14,5.13,39014
39,15,382,223,58.38,150,39.27,9,2.36,39015
39,16,206,146,70.87,43,20.87,17,8.25,39016
39,17,373,259,69.44,84,22.52,30,8.04,39017
39,18,320,224,70.0,71,22.19,25,7.81,39018
39,19,305,228,74.75,55,18.03,22,7.21,39019
39,20,393,246,62.6,126,32.06,21,5.34,39020
39,21,331,185,55.89,132,39.88,14,4.23,39021
39,22,220,136,61.82,66,30.0,18,8.18,39022
39,23,384,255,66.41,105,27.34,24,6.25,39023
39,24,461,282,61.17,157,34.06,22,4.77,39024
39,25,219,152,69.41,42,19.18,25,11.42,39025
39,26,315,205,65.08,92,29.21,18,5.71,39026
39,27,72,48,66.67,23,31.94,1,1.39,39027
39,28,181,126,69.61,37,20.44,18,9.94,39028
39,29,143,117,81.82,14,9.79,12,8.39,39029
39,30,352,270,76.7,41,11.65,41,11.65,39030
39,32,303,231,76.24,65,21.45,7,2.31,39032
39,33,312,220,70.51,58,18.59,34,10.9,39033
39,34,342,252,73.68,67,19.59,23,6.73,39034
39,35,285,216,75.79,47,16.49,22,7.72,39035
39,36,123,97,78.86,19,15.45,7,5.69,39036
39,37,389,243,62.47,122,31.36,24,6.17,39037
39,38,219,166,75.8,51,23.29,2,0.91,39038
39,39,215,136,63.26,70,32.56,9,4.19,39039
39,40,296,190,64.19,96,32.43,10,3.38,39040
39,41,403,262,65.01,124,30.77,17,4.22,39041
39,42,390,232,59.49,143,36.67,15,3.85,39042
39,43,413,241,58.35,154,37.29,18,4.36,39043
39,44,312,174,55.77,129,41.35,9,2.88,39044
39,45,360,229,63.61,121,33.61,10,2.78,39045
40,1,252,196,77.78,41,16.27,15,5.95,40001
40,2,302,224,74.17,50,16.56,28,9.27,40002
40,3,356,283,79.49,38,10.67,35,9.83,40003
40,5,348,270,77.59,55,15.8,23,6.61,40005
40,6,361,283,78.39,42,11.63,36,9.97,40006
40,7,361,281,77.84,37,10.25,43,11.91,40007
40,8,407,328,80.59,38,9.34,41,10.07,40008
40,10,106,76,71.7,24,22.64,6,5.66,40010
40,11,353,276,78.19,39,11.05,38,10.76,40011
40,12,245,175,71.43,54,22.04,16,6.53,40012
40,13,450,345,76.67,47,10.44,58,12.89,40013
40,14,231,166,71.86,41,17.75,24,10.39,40014
40,15,283,224,79.15,44,15.55,15,5.3,40015
40,16,410,316,77.07,42,10.24,52,12.68,40016
40,17,293,222,75.77,44,15.02,27,9.22,40017
40,19,382,284,74.35,67,17.54,31,8.12,40019
40,20,292,219,75.0,44,15.07,29,9.93,40020
40,21,397,318,80.1,43,10.83,36,9.07,40021
40,23,428,327,76.4,48,11.21,53,12.38,40023
40,24,219,160,73.06,44,20.09,15,6.85,40024
40,25,350,295,84.29,25,7.14,30,8.57,40025
40,29,351,263,74.93,73,20.8,15,4.27,40029
40,30,353,257,72.8,87,24.65,9,2.55,40030
40,31,58,44,75.86,7,12.07,7,12.07,40031
40,32,384,301,78.39,51,13.28,32,8.33,40032
40,34,285,213,74.74,53,18.6,19,6.67,40034
40,38,416,314,75.48,60,14.42,42,10.1,40038
41,3,353,229,64.87,107,30.31,17,4.82,41003
41,6,469,277,59.06,169,36.03,23,4.9,41006
41,9,378,222,58.73,136,35.98,20,5.29,41009
41,11,113,80,70.8,31,27.43,2,1.77,41011
41,12,349,216,61.89,108,30.95,25,7.16,41012
41,14,469,268,57.14,179,38.17,22,4.69,41014
41,16,356,229,64.33,104,29.21,23,6.46,41016
41,17,330,198,60.0,109,33.03,23,6.97,41017
41,19,472,281,59.53,178,37.71,13,2.75,41019
41,21,397,255,64.23,127,31.99,15,3.78,41021
41,22,425,243,57.18,157,36.94,25,5.88,41022
41,23,174,92,52.87,73,41.95,9,5.17,41023
41,24,325,182,56.0,135,41.54,8,2.46,41024
41,26,411,244,59.37,149,36.25,18,4.38,41026
41,27,301,180,59.8,108,35.88,13,4.32,41027
41,30,396,243,61.36,135,34.09,18,4.55,41030
41,32,305,193,63.28,100,32.79,12,3.93,41032
41,33,303,165,54.46,126,41.58,12,3.96,41033
41,35,460,265,57.61,171,37.17,24,5.22,41035
41,38,330,210,63.64,98,29.7,22,6.67,41038
41,39,403,238,59.06,149,36.97,16,3.97,41039
41,45,145,95,65.52,46,31.72,4,2.76,41045
41,46,400,250,62.5,130,32.5,20,5.0,41046
41,47,412,264,64.08,127,30.83,21,5.1,41047
43,2,343,214,62.39,118,34.4,11,3.21,43002
43,3,425,264,62.12,147,34.59,14,3.29,43003
43,4,424,239,56.37,165,38.92,20,4.72,43004
43,5,247,165,66.8,79,31.98,3,1.21,43005
43,6,259,139,53.67,103,39.77,17,6.56,43006
43,7,266,182,68.42,74,27.82,10,3.76,43007
43,8,324,213,65.74,98,30.25,13,4.01,43008
43,9,392,242,61.73,123,31.38,27,6.89,43009
43,10,441,241,54.65,181,41.04,19,4.31,43010
43,11,274,147,53.65,116,42.34,11,4.01,43011
43,12,224,142,63.39,70,31.25,12,5.36,43012
43,13,326,220,67.48,83,25.46,23,7.06,43013
43,14,411,242,58.88,145,35.28,24,5.84,43014
43,15,390,235,60.26,130,33.33,25,6.41,43015
43,16,351,209,59.54,134,38.18,8,2.28,43016
43,17,307,175,57.0,122,39.74,10,3.26,43017
43,18,409,243,59.41,146,35.7,20,4.89,43018
43,19,408,261,63.97,128,31.37,19,4.66,43019
43,20,403,264,65.51,109,27.05,30,7.44,43020
43,21,357,212,59.38,121,33.89,24,6.72,43021
43,22,234,143,61.11,68,29.06,23,9.83,43022
43,23,221,146,66.06,68,30.77,7,3.17,43023
43,24,275,182,66.18,80,29.09,13,4.73,43024
43,25,342,247,72.22,81,23.68,14,4.09,43025
43,26,292,207,70.89,75,25.68,10,3.42,43026
43,27,354,218,61.58,121,34.18,15,4.24,43027
43,28,498,295,59.24,182,36.55,21,4.22,43028
43,29,346,210,60.69,118,34.1,18,5.2,43029
43,30,371,229,61.73,129,34.77,13,3.5,43030
43,31,402,285,70.9,104,25.87,13,3.23,43031
43,32,410,292,71.22,102,24.88,16,3.9,43032
43,34,305,200,65.57,90,29.51,15,4.92,43034
43,36,166,108,65.06,51,30.72,7,4.22,43036
43,37,316,213,67.41,84,26.58,19,6.01,43037
43,38,435,250,57.47,171,39.31,14,3.22,43038
43,39,272,145,53.31,108,39.71,19,6.99,43039
43,40,259,158,61.0,72,27.8,29,11.2,43040
43,41,462,318,68.83,123,26.62,21,4.55,43041
43,42,323,217,67.18,85,26.32,21,6.5,43042
43,43,532,310,58.27,207,38.91,15,2.82,43043
43,44,348,236,67.82,102,29.31,10,2.87,43044
43,46,186,113,60.75,63,33.87,10,5.38,43046
44,1,573,428,74.69,113,19.72,32,5.58,44001
44,2,360,236,65.56,102,28.33,22,6.11,44002
44,5,334,253,75.75,59,17.66,22,6.59,44005
44,6,401,306,76.31,70,17.46,25,6.23,44006
44,8,442,318,71.95,81,18.33,43,9.73,44008
44,9,320,213,66.56,94,29.38,13,4.06,44009
44,10,334,229,68.56,86,25.75,19,5.69,44010
44,11,367,258,70.3,92,25.07,17,4.63,44011
44,12,431,333,77.26,70,16.24,28,6.5,44012
44,13,296,188,63.51,96,32.43,12,4.05,44013
44,14,332,209,62.95,105,31.63,18,5.42,44014
44,15,373,280,75.07,75,20.11,18,4.83,44015
44,16,362,248,68.51,92,25.41,22,6.08,44016
44,17,478,365,76.36,79,16.53,34,7.11,44017
44,18,352,240,68.18,99,28.13,13,3.69,44018
44,19,454,331,72.91,92,20.26,31,6.83,44019
44,20,302,232,76.82,54,17.88,16,5.3,44020
44,21,361,279,77.29,55,15.24,27,7.48,44021
44,22,424,330,77.83,82,19.34,12,2.83,44022
44,23,339,255,75.22,62,18.29,22,6.49,44023
44,25,390,268,68.72,95,24.36,27,6.92,44025
44,26,366,282,77.05,63,17.21,21,5.74,44026
44,27,409,289,70.66,103,25.18,17,4.16,44027
44,28,358,283,79.05,50,13.97,25,6.98,44028
44,29,371,257,69.27,93,25.07,21,5.66,44029
44,30,396,275,69.44,105,26.52,16,4.04,44030
44,31,313,222,70.93,71,22.68,20,6.39,44031
44,32,374,246,65.78,99,26.47,29,7.75,44032
44,33,307,256,83.39,31,10.1,20,6.51,44033
44,34,415,325,78.31,67,16.14,23,5.54,44034
44,36,316,231,73.1,63,19.94,22,6.96,44036
44,37,409,321,78.48,65,15.89,23,5.62,44037
44,38,357,237,66.39,98,27.45,22,6.16,44038
44,39,330,195,59.09,120,36.36,15,4.55,44039
44,40,353,233,66.01,105,29.75,15,4.25,44040
44,41,385,301,78.18,69,17.92,15,3.9,44041
45,3,291,227,78.01,45,15.46,19,6.53,45003
45,4,400,286,71.5,80,20.0,34,8.5,45004
45,5,392,298,76.02,66,16.84,28,7.14,45005
45,6,404,289,71.53,85,21.04,30,7.43,45006
45,7,473,331,69.98,118,24.95,24,5.07,45007
45,8,18,9,50.0,9,50.0,0,0.0,45008
45,11,236,175,74.15,42,17.8,19,8.05,45011
45,12,302,218,72.19,56,18.54,28,9.27,45012
45,13,293,218,74.4,63,21.5,12,4.1,45013
45,14,389,287,73.78,76,19.54,26,6.68,45014
45,15,407,317,77.89,62,15.23,28,6.88,45015
45,16,282,196,69.5,65,23.05,21,7.45,45016
45,17,354,235,66.38,87,24.58,32,9.04,45017
45,18,272,169,62.13,87,31.99,16,5.88,45018
45,19,174,112,64.37,43,24.71,19,10.92,45019
45,20,215,130,60.47,65,30.23,20,9.3,45020
45,21,314,215,68.47,87,27.71,12,3.82,45021
45,22,289,199,68.86,69,23.88,21,7.27,45022
45,23,322,205,63.66,101,31.37,16,4.97,45023
45,24,285,196,68.77,81,28.42,8,2.81,45024
45,25,206,125,60.68,67,32.52,14,6.8,45025
45,26,197,114,57.87,72,36.55,11,5.58,45026
45,27,225,137,60.89,75,33.33,13,5.78,45027
45,28,264,168,63.64,79,29.92,17,6.44,45028
45,29,213,137,64.32,70,32.86,6,2.82,45029
45,30,260,194,74.62,49,18.85,17,6.54,45030
45,31,258,166,64.34,65,25.19,27,10.47,45031
45,32,249,158,63.45,62,24.9,29,11.65,45032
45,33,210,152,72.38,40,19.05,18,8.57,45033
45,34,339,221,65.19,81,23.89,37,10.91,45034
45,35,376,251,66.76,107,28.46,18,4.79,45035
45,36,369,253,68.56,93,25.2,23,6.23,45036
45,37,294,197,67.01,78,26.53,19,6.46,45037
45,38,283,201,71.02,74,26.15,8,2.83,45038
45,39,300,201,67.0,84,28.0,15,5.0,45039
45,40,323,221,68.42,81,25.08,21,6.5,45040
45,41,294,188,63.95,88,29.93,18,6.12,45041
45,42,343,225,65.6,98,28.57,20,5.83,45042
45,43,357,216,60.5,124,34.73,17,4.76,45043
45,44,350,226,64.57,106,30.29,18,5.14,45044
45,45,219,130,59.36,79,36.07,10,4.57,45045
45,46,265,158,59.62,91,34.34,16,6.04,45046
45,47,245,142,57.96,85,34.69,18,7.35,45047
45,48,254,140,55.12,103,40.55,11,4.33,45048
46,3,468,352,75.21,87,18.59,29,6.2,46003
46,5,330,235,71.21,65,19.7,30,9.09,46005
46,10,395,295,74.68,78,19.75,22,5.57,46010
46,12,67,57,85.07,4,5.97,6,8.96,46012
46,16,164,135,82.32,17,10.37,12,7.32,46016
46,19,279,212,75.99,50,17.92,17,6.09,46019
46,24,91,74,81.32,12,13.19,5,5.49,46024
46,28,442,343,77.6,81,18.33,18,4.07,46028
46,30,349,280,80.23,38,10.89,31,8.88,46030
46,31,327,263,80.43,42,12.84,22,6.73,46031
46,33,443,349,78.78,75,16.93,19,4.29,46033
46,36,379,281,74.14,76,20.05,22,5.8,46036
46,38,291,243,83.51,35,12.03,13,4.47,46038
46,39,343,251,73.18,71,20.7,21,6.12,46039
47,1,227,165,72.69,48,21.15,14,6.17,47001
47,2,466,351,75.32,95,20.39,20,4.29,47002
47,3,440,333,75.68,77,17.5,30,6.82,47003
47,4,459,338,73.64,96,20.92,25,5.45,47004
47,5,406,308,75.86,64,15.76,34,8.37,47005
47,6,363,263,72.45,76,20.94,24,6.61,47006
47,7,331,249,75.23,61,18.43,21,6.34,47007
47,8,417,311,74.58,76,18.23,30,7.19,47008
47,9,292,210,71.92,53,18.15,29,9.93,47009
47,10,412,308,74.76,54,13.11,50,12.14,47010
47,11,357,248,69.47,85,23.81,24,6.72,47011
47,12,418,308,73.68,69,16.51,41,9.81,47012
47,13,353,272,77.05,47,13.31,34,9.63,47013
47,14,322,219,68.01,76,23.6,27,8.39,47014
47,16,401,286,71.32,68,16.96,47,11.72,47016
47,17,348,265,76.15,64,18.39,19,5.46,47017
47,18,338,238,70.41,78,23.08,22,6.51,47018
47,20,373,261,69.97,51,13.67,61,16.35,47020
47,21,319,233,73.04,53,16.61,33,10.34,47021
47,22,438,312,71.23,57,13.01,69,15.75,47022
47,24,327,235,71.87,75,22.94,17,5.2,47024
47,25,365,263,72.05,67,18.36,35,9.59,47025
47,26,391,303,77.49,51,13.04,37,9.46,47026
47,27,343,254,74.05,69,20.12,20,5.83,47027
47,28,398,285,71.61,64,16.08,49,12.31,47028
47,29,410,299,72.93,87,21.22,24,5.85,47029
47,30,209,155,74.16,32,15.31,22,10.53,47030
47,31,375,289,77.07,52,13.87,34,9.07,47031
47,32,418,319,76.32,48,11.48,51,12.2,47032
47,33,360,257,71.39,72,20.0,31,8.61,47033
47,34,436,342,78.44,56,12.84,38,8.72,47034
47,35,369,271,73.44,71,19.24,27,7.32,47035
47,36,396,285,71.97,55,13.89,56,14.14,47036
47,37,394,297,75.38,59,14.97,38,9.64,47037
47,38,386,271,70.21,65,16.84,50,12.95,47038
47,39,403,303,75.19,57,14.14,43,10.67,47039
47,40,392,304,77.55,46,11.73,42,10.71,47040
47,41,427,324,75.88,60,14.05,43,10.07,47041
47,42,330,239,72.42,42,12.73,49,14.85,47042
47,43,362,240,66.3,88,24.31,34,9.39,47043
47,44,346,255,73.7,70,20.23,21,6.07,47044
47,45,390,270,69.23,56,14.36,64,16.41,47045
47,46,373,263,70.51,82,21.98,28,7.51,47046
47,47,419,290,69.21,97,23.15,32,7.64,47047
47,48,49,44,89.8,3,6.12,2,4.08,47048
50,24,288,162,56.25,122,42.36,4,1.39,50024
50,25,29,19,65.52,9,31.03,1,3.45,50025
