ward,precinct,total,"Luis Arroyo, Jr.","Luis Arroyo, Jr. Percent",precinct_id
31,37,118,118,100.0,31037
31,38,133,133,100.0,31038
31,39,124,124,100.0,31039
31,40,126,126,100.0,31040
31,41,126,126,100.0,31041
32,1,66,66,100.0,32001
32,3,297,297,100.0,32003
32,5,162,162,100.0,32005
32,11,265,265,100.0,32011
32,12,208,208,100.0,32012
32,14,237,237,100.0,32014
32,16,237,237,100.0,32016
32,17,240,240,100.0,32017
32,20,265,265,100.0,32020
32,22,287,287,100.0,32022
32,26,298,298,100.0,32026
32,28,277,277,100.0,32028
32,29,251,251,100.0,32029
32,32,13,13,100.0,32032
32,43,248,248,100.0,32043
33,1,281,281,100.0,33001
33,3,305,305,100.0,33003
33,4,287,287,100.0,33004
33,5,206,206,100.0,33005
33,6,229,229,100.0,33006
33,8,178,178,100.0,33008
33,9,76,76,100.0,33009
33,11,258,258,100.0,33011
33,12,293,293,100.0,33012
33,13,234,234,100.0,33013
33,14,110,110,100.0,33014
33,15,290,290,100.0,33015
33,16,390,390,100.0,33016
33,17,270,270,100.0,33017
33,19,222,222,100.0,33019
33,20,315,315,100.0,33020
33,21,266,266,100.0,33021
33,22,37,37,100.0,33022
33,26,189,189,100.0,33026
33,27,231,231,100.0,33027
33,28,206,206,100.0,33028
35,1,207,207,100.0,35001
35,2,248,248,100.0,35002
35,3,216,216,100.0,35003
35,4,242,242,100.0,35004
35,5,187,187,100.0,35005
35,6,171,171,100.0,35006
35,7,215,215,100.0,35007
35,8,193,193,100.0,35008
35,9,233,233,100.0,35009
35,10,297,297,100.0,35010
35,11,211,211,100.0,35011
35,12,147,147,100.0,35012
35,13,133,133,100.0,35013
35,14,166,166,100.0,35014
35,15,204,204,100.0,35015
35,16,106,106,100.0,35016
35,17,215,215,100.0,35017
35,18,173,173,100.0,35018
35,19,118,118,100.0,35019
35,20,189,189,100.0,35020
35,21,192,192,100.0,35021
35,22,249,249,100.0,35022
35,23,250,250,100.0,35023
35,24,181,181,100.0,35024
35,25,242,242,100.0,35025
35,26,168,168,100.0,35026
35,27,190,190,100.0,35027
35,28,179,179,100.0,35028
35,29,193,193,100.0,35029
35,30,220,220,100.0,35030
35,31,236,236,100.0,35031
36,2,173,173,100.0,36002
36,4,52,52,100.0,36004
36,5,209,209,100.0,36005
36,6,154,154,100.0,36006
36,8,123,123,100.0,36008
36,9,133,133,100.0,36009
36,11,132,132,100.0,36011
36,12,102,102,100.0,36012
36,13,131,131,100.0,36013
36,21,150,150,100.0,36021
36,22,128,128,100.0,36022
36,23,145,145,100.0,36023
36,25,157,157,100.0,36025
39,31,0,0,0.0,39031
41,32,0,0,0.0,41032
45,1,184,184,100.0,45001
45,2,199,199,100.0,45002
45,3,218,218,100.0,45003
