ward,precinct,total,Bobby L. Rush,Bobby L. Rush Percent,Donald E. Peloquin,Donald E. Peloquin Percent,precinct_id
16,9,443,439,99.1,4,0.9,16009
16,27,4,4,100.0,0,0.0,16027
16,28,480,472,98.33,8,1.67,16028
16,30,494,487,98.58,7,1.42,16030
16,31,35,34,97.14,1,2.86,16031
16,34,24,24,100.0,0,0.0,16034
17,1,405,360,88.89,45,11.11,17001
17,2,582,579,99.48,3,0.52,17002
17,3,569,559,98.24,10,1.76,17003
17,4,628,624,99.36,4,0.64,17004
17,5,427,417,97.66,10,2.34,17005
17,6,180,172,95.56,8,4.44,17006
17,8,491,487,99.19,4,0.81,17008
17,9,550,544,98.91,6,1.09,17009
17,10,552,542,98.19,10,1.81,17010
17,11,481,471,97.92,10,2.08,17011
17,12,60,58,96.67,2,3.33,17012
17,15,571,561,98.25,10,1.75,17015
17,16,367,352,95.91,15,4.09,17016
17,17,508,483,95.08,25,4.92,17017
17,18,516,513,99.42,3,0.58,17018
17,20,570,562,98.6,8,1.4,17020
17,21,616,608,98.7,8,1.3,17021
17,22,491,488,99.39,3,0.61,17022
17,23,455,449,98.68,6,1.32,17023
17,24,554,551,99.46,3,0.54,17024
17,25,461,437,94.79,24,5.21,17025
17,26,557,550,98.74,7,1.26,17026
17,27,538,526,97.77,12,2.23,17027
17,28,519,516,99.42,3,0.58,17028
17,29,556,544,97.84,12,2.16,17029
17,30,374,332,88.77,42,11.23,17030
17,32,488,484,99.18,4,0.82,17032
17,33,152,148,97.37,4,2.63,17033
17,34,432,429,99.31,3,0.69,17034
17,35,58,56,96.55,2,3.45,17035
17,36,467,464,99.36,3,0.64,17036
17,37,444,439,98.87,5,1.13,17037
17,38,571,563,98.6,8,1.4,17038
17,39,481,473,98.34,8,1.66,17039
17,40,508,504,99.21,4,0.79,17040
17,41,566,559,98.76,7,1.24,17041
18,1,403,374,92.8,29,7.2,18001
18,2,391,312,79.8,79,20.2,18002
18,3,351,235,66.95,116,33.05,18003
18,4,475,457,96.21,18,3.79,18004
18,5,388,383,98.71,5,1.29,18005
18,6,364,227,62.36,137,37.64,18006
18,7,445,395,88.76,50,11.24,18007
18,8,471,442,93.84,29,6.16,18008
18,9,443,410,92.55,33,7.45,18009
18,10,511,493,96.48,18,3.52,18010
18,11,374,326,87.17,48,12.83,18011
18,12,477,458,96.02,19,3.98,18012
18,13,503,475,94.43,28,5.57,18013
18,14,487,476,97.74,11,2.26,18014
18,15,18,10,55.56,8,44.44,18015
18,16,484,465,96.07,19,3.93,18016
18,17,444,405,91.22,39,8.78,18017
18,18,422,412,97.63,10,2.37,18018
18,19,484,476,98.35,8,1.65,18019
18,20,452,446,98.67,6,1.33,18020
18,21,565,532,94.16,33,5.84,18021
18,22,552,537,97.28,15,2.72,18022
18,23,474,451,95.15,23,4.85,18023
18,26,523,503,96.18,20,3.82,18026
18,27,419,405,96.66,14,3.34,18027
18,28,369,219,59.35,150,40.65,18028
18,29,443,384,86.68,59,13.32,18029
18,31,483,456,94.41,27,5.59,18031
18,32,497,489,98.39,8,1.61,18032
18,33,453,450,99.34,3,0.66,18033
18,34,520,484,93.08,36,6.92,18034
18,35,474,454,95.78,20,4.22,18035
18,36,395,339,85.82,56,14.18,18036
18,37,481,462,96.05,19,3.95,18037
18,38,453,446,98.45,7,1.55,18038
18,39,390,377,96.67,13,3.33,18039
18,41,519,493,94.99,26,5.01,18041
18,42,422,396,93.84,26,6.16,18042
18,44,370,215,58.11,155,41.89,18044
18,45,392,350,89.29,42,10.71,18045
18,47,378,364,96.3,14,3.7,18047
18,48,412,406,98.54,6,1.46,18048
18,49,376,360,95.74,16,4.26,18049
18,50,444,426,95.95,18,4.05,18050
19,2,370,285,77.03,85,22.97,19002
19,5,485,365,75.26,120,24.74,19005
19,10,33,25,75.76,8,24.24,19010
19,11,29,15,51.72,14,48.28,19011
19,13,625,584,93.44,41,6.56,19013
19,14,549,372,67.76,177,32.24,19014
19,20,419,329,78.52,90,21.48,19020
19,25,104,73,70.19,31,29.81,19025
19,27,480,388,80.83,92,19.17,19027
19,28,638,594,93.1,44,6.9,19028
19,31,420,215,51.19,205,48.81,19031
19,36,685,578,84.38,107,15.62,19036
19,37,478,373,78.03,105,21.97,19037
19,38,441,371,84.13,70,15.87,19038
19,39,241,232,96.27,9,3.73,19039
19,40,498,320,64.26,178,35.74,19040
19,42,416,311,74.76,105,25.24,19042
19,43,726,700,96.42,26,3.58,19043
19,47,647,512,79.13,135,20.87,19047
19,48,738,716,97.02,22,2.98,19048
19,49,580,500,86.21,80,13.79,19049
19,57,48,31,64.58,17,35.42,19057
20,1,496,490,98.79,6,1.21,20001
20,3,448,444,99.11,4,0.89,20003
20,5,509,499,98.04,10,1.96,20005
20,7,485,477,98.35,8,1.65,20007
20,8,494,489,98.99,5,1.01,20008
20,9,548,540,98.54,8,1.46,20009
20,10,491,478,97.35,13,2.65,20010
20,11,327,322,98.47,5,1.53,20011
20,12,423,417,98.58,6,1.42,20012
20,13,624,616,98.72,8,1.28,20013
20,14,429,426,99.3,3,0.7,20014
20,16,503,478,95.03,25,4.97,20016
20,18,442,435,98.42,7,1.58,20018
20,19,502,500,99.6,2,0.4,20019
20,22,597,585,97.99,12,2.01,20022
20,23,633,624,98.58,9,1.42,20023
20,24,522,502,96.17,20,3.83,20024
20,26,480,464,96.67,16,3.33,20026
20,27,70,69,98.57,1,1.43,20027
20,28,365,361,98.9,4,1.1,20028
20,29,662,655,98.94,7,1.06,20029
20,31,180,175,97.22,5,2.78,20031
20,33,367,364,99.18,3,0.82,20033
20,34,529,500,94.52,29,5.48,20034
20,35,619,613,99.03,6,0.97,20035
20,37,212,208,98.11,4,1.89,20037
21,1,533,528,99.06,5,0.94,21001
21,2,485,477,98.35,8,1.65,21002
21,3,508,503,99.02,5,0.98,21003
21,4,583,574,98.46,9,1.54,21004
21,5,507,501,98.82,6,1.18,21005
21,6,516,509,98.64,7,1.36,21006
21,7,528,525,99.43,3,0.57,21007
21,8,530,525,99.06,5,0.94,21008
21,9,527,523,99.24,4,0.76,21009
21,10,515,507,98.45,8,1.55,21010
21,11,529,523,98.87,6,1.13,21011
21,12,521,510,97.89,11,2.11,21012
21,13,534,529,99.06,5,0.94,21013
21,14,598,587,98.16,11,1.84,21014
21,15,514,509,99.03,5,0.97,21015
21,16,538,534,99.26,4,0.74,21016
21,17,495,491,99.19,4,0.81,21017
21,18,621,614,98.87,7,1.13,21018
21,19,529,524,99.05,5,0.95,21019
21,20,481,478,99.38,3,0.62,21020
21,21,486,480,98.77,6,1.23,21021
21,22,487,481,98.77,6,1.23,21022
21,23,497,490,98.59,7,1.41,21023
21,24,518,515,99.42,3,0.58,21024
21,25,494,492,99.6,2,0.4,21025
21,26,533,528,99.06,5,0.94,21026
21,27,525,521,99.24,4,0.76,21027
21,28,543,540,99.45,3,0.55,21028
21,29,540,537,99.44,3,0.56,21029
21,30,499,494,99.0,5,1.0,21030
21,31,349,345,98.85,4,1.15,21031
21,32,491,486,98.98,5,1.02,21032
21,33,495,494,99.8,1,0.2,21033
21,34,574,574,100.0,0,0.0,21034
21,35,510,504,98.82,6,1.18,21035
21,36,565,560,99.12,5,0.88,21036
21,37,447,437,97.76,10,2.24,21037
21,38,598,592,99.0,6,1.0,21038
21,39,505,503,99.6,2,0.4,21039
21,40,554,548,98.92,6,1.08,21040
21,41,517,510,98.65,7,1.35,21041
21,42,566,562,99.29,4,0.71,21042
21,43,552,547,99.09,5,0.91,21043
21,44,525,519,98.86,6,1.14,21044
21,45,565,552,97.7,13,2.3,21045
21,46,519,513,98.84,6,1.16,21046
21,47,512,506,98.83,6,1.17,21047
21,48,508,505,99.41,3,0.59,21048
21,49,474,470,99.16,4,0.84,21049
21,50,466,461,98.93,5,1.07,21050
21,51,544,538,98.9,6,1.1,21051
21,52,588,584,99.32,4,0.68,21052
21,53,422,413,97.87,9,2.13,21053
21,54,528,524,99.24,4,0.76,21054
34,1,592,590,99.66,2,0.34,34001
34,2,320,320,100.0,0,0.0,34002
34,3,564,553,98.05,11,1.95,34003
34,5,515,509,98.83,6,1.17,34005
34,6,619,605,97.74,14,2.26,34006
34,7,570,567,99.47,3,0.53,34007
34,8,482,480,99.59,2,0.41,34008
34,9,554,546,98.56,8,1.44,34009
34,10,526,519,98.67,7,1.33,34010
34,11,560,553,98.75,7,1.25,34011
34,12,608,599,98.52,9,1.48,34012
34,13,563,557,98.93,6,1.07,34013
34,14,523,521,99.62,2,0.38,34014
34,15,521,514,98.66,7,1.34,34015
34,16,536,528,98.51,8,1.49,34016
34,17,664,657,98.95,7,1.05,34017
34,19,610,603,98.85,7,1.15,34019
34,20,576,573,99.48,3,0.52,34020
34,21,575,572,99.48,3,0.52,34021
34,22,126,125,99.21,1,0.79,34022
34,25,545,540,99.08,5,0.92,34025
34,26,562,556,98.93,6,1.07,34026
34,29,457,453,99.12,4,0.88,34029
34,30,158,158,100.0,0,0.0,34030
34,31,574,568,98.95,6,1.05,34031
34,32,493,488,98.99,5,1.01,34032
34,33,553,544,98.37,9,1.63,34033
34,34,561,557,99.29,4,0.71,34034
34,35,609,600,98.52,9,1.48,34035
34,40,595,590,99.16,5,0.84,34040
34,41,33,33,100.0,0,0.0,34041
34,42,458,453,98.91,5,1.09,34042
34,43,431,428,99.3,3,0.7,34043
34,44,524,519,99.05,5,0.95,34044
34,45,547,544,99.45,3,0.55,34045
34,46,349,345,98.85,4,1.15,34046
34,47,545,539,98.9,6,1.1,34047
34,48,548,540,98.54,8,1.46,34048
34,49,667,657,98.5,10,1.5,34049
34,50,554,546,98.56,8,1.44,34050
34,51,511,500,97.85,11,2.15,34051
34,52,373,372,99.73,1,0.27,34052
