ward,precinct,total,Karen A. Yarbrough,Karen A. Yarbrough Percent,Sherri Griffith,Sherri Griffith Percent,precinct_id
49,26,541,439,81.15,102,18.85,49026
49,27,583,533,91.42,50,8.58,49027
49,28,555,489,88.11,66,11.89,49028
49,29,572,501,87.59,71,12.41,49029
49,30,528,444,84.09,84,15.91,49030
49,31,400,346,86.5,54,13.5,49031
49,32,500,458,91.6,42,8.4,49032
49,33,438,397,90.64,41,9.36,49033
50,1,372,237,63.71,135,36.29,50001
50,2,260,182,70.0,78,30.0,50002
50,3,371,257,69.27,114,30.73,50003
50,4,443,345,77.88,98,22.12,50004
50,5,323,185,57.28,138,42.72,50005
50,6,441,350,79.37,91,20.63,50006
50,7,466,363,77.9,103,22.1,50007
50,8,395,339,85.82,56,14.18,50008
50,9,330,264,80.0,66,20.0,50009
50,10,361,253,70.08,108,29.92,50010
50,11,262,134,51.15,128,48.85,50011
50,12,186,121,65.05,65,34.95,50012
50,13,427,380,88.99,47,11.01,50013
50,14,135,77,57.04,58,42.96,50014
50,15,452,368,81.42,84,18.58,50015
50,16,150,98,65.33,52,34.67,50016
50,17,358,264,73.74,94,26.26,50017
50,18,86,50,58.14,36,41.86,50018
50,19,257,205,79.77,52,20.23,50019
50,20,393,310,78.88,83,21.12,50020
50,21,352,260,73.86,92,26.14,50021
50,22,340,245,72.06,95,27.94,50022
50,23,283,213,75.27,70,24.73,50023
50,24,380,231,60.79,149,39.21,50024
50,25,371,238,64.15,133,35.85,50025
50,26,386,310,80.31,76,19.69,50026
50,27,125,87,69.6,38,30.4,50027
50,28,485,406,83.71,79,16.29,50028
50,29,358,293,81.84,65,18.16,50029
50,30,281,230,81.85,51,18.15,50030
50,31,412,366,88.83,46,11.17,50031
50,32,450,407,90.44,43,9.56,50032
50,33,314,189,60.19,125,39.81,50033
50,34,469,348,74.2,121,25.8,50034
50,35,470,382,81.28,88,18.72,50035
50,36,363,278,76.58,85,23.42,50036
50,37,387,313,80.88,74,19.12,50037
50,38,189,131,69.31,58,30.69,50038
50,39,291,213,73.2,78,26.8,50039
50,40,377,185,49.07,192,50.93,50040
