ward,precinct,total,Anita Alvarez,Anita Alvarez Percent,Lori S. Yokoyama,Lori S. Yokoyama Percent,precinct_id
5,1,519,499,96.15,20,3.85,05001
5,2,512,490,95.7,22,4.3,05002
5,3,490,452,92.24,38,7.76,05003
5,4,599,573,95.66,26,4.34,05004
5,5,592,575,97.13,17,2.87,05005
5,6,435,408,93.79,27,6.21,05006
5,7,541,485,89.65,56,10.35,05007
5,8,494,433,87.65,61,12.35,05008
5,9,588,549,93.37,39,6.63,05009
5,10,559,539,96.42,20,3.58,05010
5,11,530,458,86.42,72,13.58,05011
5,12,474,452,95.36,22,4.64,05012
5,13,554,525,94.77,29,5.23,05013
5,14,448,420,93.75,28,6.25,05014
5,15,500,460,92.0,40,8.0,05015
5,16,539,512,94.99,27,5.01,05016
5,17,541,528,97.6,13,2.4,05017
5,18,431,395,91.65,36,8.35,05018
5,19,480,431,89.79,49,10.21,05019
5,20,598,556,92.98,42,7.02,05020
5,21,476,428,89.92,48,10.08,05021
5,22,561,496,88.41,65,11.59,05022
5,23,681,597,87.67,84,12.33,05023
5,24,511,461,90.22,50,9.78,05024
5,25,508,485,95.47,23,4.53,05025
5,26,570,551,96.67,19,3.33,05026
5,27,473,391,82.66,82,17.34,05027
5,28,573,548,95.64,25,4.36,05028
5,29,664,630,94.88,34,5.12,05029
5,30,556,538,96.76,18,3.24,05030
5,31,518,502,96.91,16,3.09,05031
5,32,584,542,92.81,42,7.19,05032
5,33,579,567,97.93,12,2.07,05033
5,34,555,492,88.65,63,11.35,05034
5,35,528,475,89.96,53,10.04,05035
5,36,529,506,95.65,23,4.35,05036
5,37,793,723,91.17,70,8.83,05037
5,38,613,590,96.25,23,3.75,05038
5,39,448,389,86.83,59,13.17,05039
5,40,532,519,97.56,13,2.44,05040
6,1,546,523,95.79,23,4.21,06001
6,2,503,484,96.22,19,3.78,06002
6,3,513,489,95.32,24,4.68,06003
6,4,470,457,97.23,13,2.77,06004
6,5,456,442,96.93,14,3.07,06005
6,6,495,476,96.16,19,3.84,06006
6,7,508,490,96.46,18,3.54,06007
6,8,505,484,95.84,21,4.16,06008
6,9,567,543,95.77,24,4.23,06009
6,10,431,422,97.91,9,2.09,06010
6,11,553,538,97.29,15,2.71,06011
6,12,537,519,96.65,18,3.35,06012
6,13,381,371,97.38,10,2.62,06013
6,14,508,489,96.26,19,3.74,06014
6,15,571,556,97.37,15,2.63,06015
6,16,474,452,95.36,22,4.64,06016
6,17,446,432,96.86,14,3.14,06017
6,18,369,346,93.77,23,6.23,06018
6,19,506,486,96.05,20,3.95,06019
6,20,414,403,97.34,11,2.66,06020
6,21,415,404,97.35,11,2.65,06021
6,22,424,406,95.75,18,4.25,06022
6,23,416,396,95.19,20,4.81,06023
6,24,392,369,94.13,23,5.87,06024
6,25,356,332,93.26,24,6.74,06025
6,26,421,405,96.2,16,3.8,06026
6,27,374,362,96.79,12,3.21,06027
6,28,373,364,97.59,9,2.41,06028
6,29,524,504,96.18,20,3.82,06029
6,30,521,504,96.74,17,3.26,06030
6,31,479,456,95.2,23,4.8,06031
6,32,509,484,95.09,25,4.91,06032
6,33,500,473,94.6,27,5.4,06033
6,34,498,484,97.19,14,2.81,06034
6,35,455,435,95.6,20,4.4,06035
6,36,499,478,95.79,21,4.21,06036
6,37,490,462,94.29,28,5.71,06037
6,38,505,477,94.46,28,5.54,06038
6,39,509,485,95.28,24,4.72,06039
6,40,495,478,96.57,17,3.43,06040
6,41,549,517,94.17,32,5.83,06041
6,42,534,506,94.76,28,5.24,06042
6,43,476,455,95.59,21,4.41,06043
6,44,514,485,94.36,29,5.64,06044
6,45,523,499,95.41,24,4.59,06045
6,46,471,457,97.03,14,2.97,06046
6,47,433,419,96.77,14,3.23,06047
6,48,492,479,97.36,13,2.64,06048
7,1,453,439,96.91,14,3.09,07001
7,2,496,477,96.17,19,3.83,07002
7,3,483,463,95.86,20,4.14,07003
7,4,536,510,95.15,26,4.85,07004
7,5,464,437,94.18,27,5.82,07005
7,6,667,627,94.0,40,6.0,07006
7,7,514,498,96.89,16,3.11,07007
7,8,415,391,94.22,24,5.78,07008
7,9,781,749,95.9,32,4.1,07009
7,10,478,458,95.82,20,4.18,07010
7,11,553,538,97.29,15,2.71,07011
7,12,574,552,96.17,22,3.83,07012
7,13,365,350,95.89,15,4.11,07013
7,14,519,493,94.99,26,5.01,07014
7,15,499,478,95.79,21,4.21,07015
7,16,568,555,97.71,13,2.29,07016
7,17,503,484,96.22,19,3.78,07017
7,18,498,470,94.38,28,5.62,07018
7,19,480,459,95.63,21,4.38,07019
7,20,443,433,97.74,10,2.26,07020
7,21,509,492,96.66,17,3.34,07021
7,22,404,378,93.56,26,6.44,07022
7,23,471,452,95.97,19,4.03,07023
7,24,496,487,98.19,9,1.81,07024
7,25,418,400,95.69,18,4.31,07025
7,26,402,388,96.52,14,3.48,07026
7,27,426,413,96.95,13,3.05,07027
7,28,388,371,95.62,17,4.38,07028
7,29,420,403,95.95,17,4.05,07029
7,30,393,377,95.93,16,4.07,07030
7,31,496,473,95.36,23,4.64,07031
7,32,595,562,94.45,33,5.55,07032
7,33,570,543,95.26,27,4.74,07033
7,34,520,501,96.35,19,3.65,07034
7,35,490,460,93.88,30,6.12,07035
7,36,530,518,97.74,12,2.26,07036
7,37,542,527,97.23,15,2.77,07037
7,38,421,408,96.91,13,3.09,07038
7,39,468,450,96.15,18,3.85,07039
7,40,448,427,95.31,21,4.69,07040
7,41,481,459,95.43,22,4.57,07041
7,42,451,439,97.34,12,2.66,07042
7,43,472,459,97.25,13,2.75,07043
7,44,461,456,98.92,5,1.08,07044
7,45,504,493,97.82,11,2.18,07045
8,1,439,428,97.49,11,2.51,08001
8,2,583,559,95.88,24,4.12,08002
8,3,499,476,95.39,23,4.61,08003
8,4,476,457,96.01,19,3.99,08004
8,5,517,489,94.58,28,5.42,08005
8,6,518,502,96.91,16,3.09,08006
8,7,574,552,96.17,22,3.83,08007
8,8,459,433,94.34,26,5.66,08008
8,9,342,333,97.37,9,2.63,08009
8,10,552,517,93.66,35,6.34,08010
8,11,441,424,96.15,17,3.85,08011
8,12,452,434,96.02,18,3.98,08012
8,13,611,586,95.91,25,4.09,08013
8,14,416,400,96.15,16,3.85,08014
8,15,499,484,96.99,15,3.01,08015
8,16,212,209,98.58,3,1.42,08016
8,17,390,380,97.44,10,2.56,08017
8,18,490,474,96.73,16,3.27,08018
8,19,522,505,96.74,17,3.26,08019
8,20,517,488,94.39,29,5.61,08020
8,21,646,619,95.82,27,4.18,08021
8,22,482,465,96.47,17,3.53,08022
8,23,480,469,97.71,11,2.29,08023
8,24,285,274,96.14,11,3.86,08024
8,25,498,482,96.79,16,3.21,08025
8,26,467,449,96.15,18,3.85,08026
8,27,508,471,92.72,37,7.28,08027
8,28,541,523,96.67,18,3.33,08028
8,29,602,573,95.18,29,4.82,08029
8,30,524,507,96.76,17,3.24,08030
8,31,397,374,94.21,23,5.79,08031
8,32,414,410,99.03,4,0.97,08032
8,33,481,458,95.22,23,4.78,08033
8,34,453,438,96.69,15,3.31,08034
8,35,558,539,96.59,19,3.41,08035
8,36,506,486,96.05,20,3.95,08036
8,37,401,386,96.26,15,3.74,08037
8,38,363,345,95.04,18,4.96,08038
8,39,467,460,98.5,7,1.5,08039
8,40,393,373,94.91,20,5.09,08040
8,41,530,516,97.36,14,2.64,08041
8,42,654,640,97.86,14,2.14,08042
8,43,299,291,97.32,8,2.68,08043
8,44,381,373,97.9,8,2.1,08044
8,45,565,547,96.81,18,3.19,08045
8,46,411,400,97.32,11,2.68,08046
8,47,416,406,97.6,10,2.4,08047
8,48,544,528,97.06,16,2.94,08048
8,49,486,472,97.12,14,2.88,08049
8,50,516,492,95.35,24,4.65,08050
8,51,488,459,94.06,29,5.94,08051
8,52,584,552,94.52,32,5.48,08052
8,53,329,320,97.26,9,2.74,08053
8,54,444,439,98.87,5,1.13,08054
8,55,303,288,95.05,15,4.95,08055
8,56,498,480,96.39,18,3.61,08056
9,1,512,496,96.88,16,3.13,09001
9,2,453,442,97.57,11,2.43,09002
9,3,544,533,97.98,11,2.02,09003
9,4,403,390,96.77,13,3.23,09004
9,5,467,451,96.57,16,3.43,09005
9,6,460,443,96.3,17,3.7,09006
9,7,463,443,95.68,20,4.32,09007
9,8,580,567,97.76,13,2.24,09008
9,9,554,521,94.04,33,5.96,09009
9,10,454,441,97.14,13,2.86,09010
9,11,408,398,97.55,10,2.45,09011
9,12,554,521,94.04,33,5.96,09012
9,13,513,496,96.69,17,3.31,09013
9,14,551,525,95.28,26,4.72,09014
9,15,586,574,97.95,12,2.05,09015
9,16,438,426,97.26,12,2.74,09016
9,17,484,474,97.93,10,2.07,09017
9,18,410,398,97.07,12,2.93,09018
9,19,484,472,97.52,12,2.48,09019
9,20,498,484,97.19,14,2.81,09020
9,21,477,456,95.6,21,4.4,09021
9,22,479,460,96.03,19,3.97,09022
9,23,511,483,94.52,28,5.48,09023
9,24,517,507,98.07,10,1.93,09024
9,25,483,468,96.89,15,3.11,09025
9,26,591,581,98.31,10,1.69,09026
9,27,461,446,96.75,15,3.25,09027
9,28,296,286,96.62,10,3.38,09028
9,29,476,454,95.38,22,4.62,09029
9,30,435,418,96.09,17,3.91,09030
9,31,412,398,96.6,14,3.4,09031
9,32,468,455,97.22,13,2.78,09032
9,33,483,469,97.1,14,2.9,09033
9,34,393,373,94.91,20,5.09,09034
9,35,473,459,97.04,14,2.96,09035
9,36,447,429,95.97,18,4.03,09036
9,37,520,456,87.69,64,12.31,09037
9,38,494,482,97.57,12,2.43,09038
9,39,474,460,97.05,14,2.95,09039
9,40,508,488,96.06,20,3.94,09040
9,41,420,399,95.0,21,5.0,09041
9,42,518,498,96.14,20,3.86,09042
9,43,436,426,97.71,10,2.29,09043
9,44,375,363,96.8,12,3.2,09044
9,45,415,407,98.07,8,1.93,09045
9,46,557,524,94.08,33,5.92,09046
9,47,484,464,95.87,20,4.13,09047
9,48,499,488,97.8,11,2.2,09048
9,49,481,465,96.67,16,3.33,09049
9,50,590,557,94.41,33,5.59,09050
9,51,474,455,95.99,19,4.01,09051
10,1,375,355,94.67,20,5.33,10001
10,2,427,311,72.83,116,27.17,10002
10,3,356,251,70.51,105,29.49,10003
10,4,390,372,95.38,18,4.62,10004
10,5,345,257,74.49,88,25.51,10005
10,6,340,295,86.76,45,13.24,10006
10,7,324,299,92.28,25,7.72,10007
10,8,436,422,96.79,14,3.21,10008
10,9,432,312,72.22,120,27.78,10009
10,10,407,326,80.1,81,19.9,10010
10,11,480,412,85.83,68,14.17,10011
10,12,212,165,77.83,47,22.17,10012
10,13,401,375,93.52,26,6.48,10013
10,14,497,424,85.31,73,14.69,10014
10,15,833,809,97.12,24,2.88,10015
10,16,322,267,82.92,55,17.08,10016
10,17,521,393,75.43,128,24.57,10017
10,18,309,302,97.73,7,2.27,10018
10,19,387,300,77.52,87,22.48,10019
10,20,418,355,84.93,63,15.07,10020
10,21,396,344,86.87,52,13.13,10021
10,22,250,230,92.0,20,8.0,10022
10,23,404,375,92.82,29,7.18,10023
10,24,428,294,68.69,134,31.31,10024
10,25,135,127,94.07,8,5.93,10025
10,26,316,296,93.67,20,6.33,10026
10,27,540,525,97.22,15,2.78,10027
10,28,386,329,85.23,57,14.77,10028
10,29,350,291,83.14,59,16.86,10029
10,30,375,333,88.8,42,11.2,10030
10,31,342,320,93.57,22,6.43,10031
10,32,348,283,81.32,65,18.68,10032
10,33,267,240,89.89,27,10.11,10033
10,34,346,328,94.8,18,5.2,10034
10,35,437,317,72.54,120,27.46,10035
10,36,122,115,94.26,7,5.74,10036
11,1,412,326,79.13,86,20.87,11001
11,2,115,84,73.04,31,26.96,11002
11,3,428,390,91.12,38,8.88,11003
11,4,382,322,84.29,60,15.71,11004
11,5,373,333,89.28,40,10.72,11005
11,6,604,463,76.66,141,23.34,11006
11,7,591,504,85.28,87,14.72,11007
11,8,379,311,82.06,68,17.94,11008
11,9,415,334,80.48,81,19.52,11009
11,10,250,211,84.4,39,15.6,11010
11,11,469,362,77.19,107,22.81,11011
11,12,503,408,81.11,95,18.89,11012
11,13,437,341,78.03,96,21.97,11013
11,14,379,294,77.57,85,22.43,11014
11,15,319,261,81.82,58,18.18,11015
11,16,311,221,71.06,90,28.94,11016
11,17,463,368,79.48,95,20.52,11017
11,18,358,295,82.4,63,17.6,11018
11,19,541,445,82.26,96,17.74,11019
11,20,423,337,79.67,86,20.33,11020
11,21,581,499,85.89,82,14.11,11021
11,22,409,337,82.4,72,17.6,11022
11,23,439,360,82.0,79,18.0,11023
11,24,505,413,81.78,92,18.22,11024
11,25,415,331,79.76,84,20.24,11025
11,26,379,305,80.47,74,19.53,11026
11,27,287,232,80.84,55,19.16,11027
11,28,381,301,79.0,80,21.0,11028
11,29,516,404,78.29,112,21.71,11029
11,30,281,217,77.22,64,22.78,11030
11,31,481,385,80.04,96,19.96,11031
11,32,267,222,83.15,45,16.85,11032
11,33,515,412,80.0,103,20.0,11033
11,34,177,145,81.92,32,18.08,11034
12,1,367,307,83.65,60,16.35,12001
12,2,336,297,88.39,39,11.61,12002
12,3,454,393,86.56,61,13.44,12003
12,4,419,365,87.11,54,12.89,12004
12,5,334,266,79.64,68,20.36,12005
12,6,396,339,85.61,57,14.39,12006
12,7,337,315,93.47,22,6.53,12007
12,8,401,346,86.28,55,13.72,12008
12,9,320,278,86.88,42,13.13,12009
12,10,365,348,95.34,17,4.66,12010
12,11,359,335,93.31,24,6.69,12011
12,12,379,327,86.28,52,13.72,12012
12,13,405,358,88.4,47,11.6,12013
12,14,310,285,91.94,25,8.06,12014
12,15,314,291,92.68,23,7.32,12015
12,16,342,326,95.32,16,4.68,12016
12,17,371,337,90.84,34,9.16,12017
12,18,338,313,92.6,25,7.4,12018
12,19,335,297,88.66,38,11.34,12019
12,20,420,377,89.76,43,10.24,12020
12,21,393,351,89.31,42,10.69,12021
12,22,285,270,94.74,15,5.26,12022
12,23,370,329,88.92,41,11.08,12023
13,1,316,240,75.95,76,24.05,13001
13,2,296,215,72.64,81,27.36,13002
13,3,260,236,90.77,24,9.23,13003
13,4,409,301,73.59,108,26.41,13004
13,5,395,352,89.11,43,10.89,13005
13,6,337,221,65.58,116,34.42,13006
13,7,290,259,89.31,31,10.69,13007
13,8,289,210,72.66,79,27.34,13008
13,9,384,323,84.11,61,15.89,13009
13,10,339,221,65.19,118,34.81,13010
13,11,371,286,77.09,85,22.91,13011
13,12,307,270,87.95,37,12.05,13012
13,13,375,337,89.87,38,10.13,13013
13,14,332,269,81.02,63,18.98,13014
13,15,489,436,89.16,53,10.84,13015
13,16,265,250,94.34,15,5.66,13016
13,17,324,244,75.31,80,24.69,13017
13,18,285,217,76.14,68,23.86,13018
13,19,387,354,91.47,33,8.53,13019
13,20,237,168,70.89,69,29.11,13020
13,21,416,277,66.59,139,33.41,13021
13,22,379,281,74.14,98,25.86,13022
13,23,289,250,86.51,39,13.49,13023
13,24,303,253,83.5,50,16.5,13024
13,25,340,264,77.65,76,22.35,13025
13,26,321,263,81.93,58,18.07,13026
13,27,332,262,78.92,70,21.08,13027
13,28,259,224,86.49,35,13.51,13028
13,29,299,258,86.29,41,13.71,13029
13,30,203,184,90.64,19,9.36,13030
13,31,375,269,71.73,106,28.27,13031
13,32,289,211,73.01,78,26.99,13032
13,33,329,231,70.21,98,29.79,13033
13,34,377,339,89.92,38,10.08,13034
13,35,299,269,89.97,30,10.03,13035
13,36,215,192,89.3,23,10.7,13036
13,37,357,319,89.36,38,10.64,13037
13,38,290,212,73.1,78,26.9,13038
13,39,343,311,90.67,32,9.33,13039
13,40,303,257,84.82,46,15.18,13040
13,41,349,314,89.97,35,10.03,13041
13,42,347,237,68.3,110,31.7,13042
13,43,350,294,84.0,56,16.0,13043
13,44,416,391,93.99,25,6.01,13044
13,45,384,313,81.51,71,18.49,13045
13,46,395,346,87.59,49,12.41,13046
13,47,368,329,89.4,39,10.6,13047
13,48,265,195,73.58,70,26.42,13048
14,1,471,333,70.7,138,29.3,14001
14,2,496,423,85.28,73,14.72,14002
14,3,347,324,93.37,23,6.63,14003
14,4,397,267,67.25,130,32.75,14004
14,5,507,487,96.06,20,3.94,14005
14,6,150,140,93.33,10,6.67,14006
14,7,423,377,89.13,46,10.87,14007
14,8,375,326,86.93,49,13.07,14008
14,9,457,346,75.71,111,24.29,14009
14,10,276,231,83.7,45,16.3,14010
14,11,219,206,94.06,13,5.94,14011
14,12,367,309,84.2,58,15.8,14012
14,13,272,238,87.5,34,12.5,14013
14,14,332,300,90.36,32,9.64,14014
14,15,368,341,92.66,27,7.34,14015
14,16,287,260,90.59,27,9.41,14016
14,17,310,284,91.61,26,8.39,14017
14,18,153,120,78.43,33,21.57,14018
14,19,333,309,92.79,24,7.21,14019
14,20,243,214,88.07,29,11.93,14020
14,21,328,299,91.16,29,8.84,14021
14,22,417,337,80.82,80,19.18,14022
14,23,296,233,78.72,63,21.28,14023
14,24,463,330,71.27,133,28.73,14024
14,25,230,212,92.17,18,7.83,14025
14,26,240,226,94.17,14,5.83,14026
14,27,374,324,86.63,50,13.37,14027
14,28,288,244,84.72,44,15.28,14028
14,29,348,325,93.39,23,6.61,14029
14,30,191,179,93.72,12,6.28,14030
14,31,206,181,87.86,25,12.14,14031
15,1,333,307,92.19,26,7.81,15001
15,2,401,391,97.51,10,2.49,15002
15,3,401,389,97.01,12,2.99,15003
15,4,321,291,90.65,30,9.35,15004
15,5,340,315,92.65,25,7.35,15005
15,6,364,309,84.89,55,15.11,15006
15,7,414,399,96.38,15,3.62,15007
15,8,316,287,90.82,29,9.18,15008
15,9,413,371,89.83,42,10.17,15009
15,10,467,411,88.01,56,11.99,15010
15,11,407,368,90.42,39,9.58,15011
15,12,388,354,91.24,34,8.76,15012
15,13,342,314,91.81,28,8.19,15013
15,14,274,254,92.7,20,7.3,15014
15,15,313,289,92.33,24,7.67,15015
15,16,328,309,94.21,19,5.79,15016
15,17,366,350,95.63,16,4.37,15017
15,18,404,389,96.29,15,3.71,15018
15,19,341,308,90.32,33,9.68,15019
15,20,406,393,96.8,13,3.2,15020
15,21,367,352,95.91,15,4.09,15021
15,22,459,452,98.47,7,1.53,15022
15,23,451,444,98.45,7,1.55,15023
15,24,418,405,96.89,13,3.11,15024
16,1,425,395,92.94,30,7.06,16001
16,2,411,391,95.13,20,4.87,16002
16,3,433,414,95.61,19,4.39,16003
16,4,437,416,95.19,21,4.81,16004
16,5,468,457,97.65,11,2.35,16005
16,6,427,415,97.19,12,2.81,16006
16,7,445,427,95.96,18,4.04,16007
16,8,378,367,97.09,11,2.91,16008
16,9,508,490,96.46,18,3.54,16009
16,10,425,410,96.47,15,3.53,16010
16,11,449,437,97.33,12,2.67,16011
16,12,382,362,94.76,20,5.24,16012
16,13,402,386,96.02,16,3.98,16013
16,14,464,452,97.41,12,2.59,16014
16,15,452,439,97.12,13,2.88,16015
16,16,420,411,97.86,9,2.14,16016
16,17,430,409,95.12,21,4.88,16017
16,18,428,406,94.86,22,5.14,16018
16,19,427,410,96.02,17,3.98,16019
16,20,370,359,97.03,11,2.97,16020
16,21,435,417,95.86,18,4.14,16021
16,22,445,429,96.4,16,3.6,16022
16,23,311,295,94.86,16,5.14,16023
16,24,329,318,96.66,11,3.34,16024
16,25,422,410,97.16,12,2.84,16025
16,26,410,396,96.59,14,3.41,16026
16,27,420,406,96.67,14,3.33,16027
16,28,412,401,97.33,11,2.67,16028
16,29,407,397,97.54,10,2.46,16029
16,30,470,454,96.6,16,3.4,16030
16,31,435,420,96.55,15,3.45,16031
16,32,394,376,95.43,18,4.57,16032
16,33,446,435,97.53,11,2.47,16033
16,34,468,454,97.01,14,2.99,16034
16,35,407,390,95.82,17,4.18,16035
16,36,379,371,97.89,8,2.11,16036
17,1,396,362,91.41,34,8.59,17001
17,2,563,540,95.91,23,4.09,17002
17,3,542,528,97.42,14,2.58,17003
17,4,590,567,96.1,23,3.9,17004
17,5,399,376,94.24,23,5.76,17005
17,6,414,399,96.38,15,3.62,17006
17,7,345,330,95.65,15,4.35,17007
17,8,482,466,96.68,16,3.32,17008
17,9,529,504,95.27,25,4.73,17009
17,10,536,516,96.27,20,3.73,17010
17,11,442,429,97.06,13,2.94,17011
17,12,518,480,92.66,38,7.34,17012
17,13,476,459,96.43,17,3.57,17013
17,14,481,458,95.22,23,4.78,17014
17,15,526,514,97.72,12,2.28,17015
17,16,468,441,94.23,27,5.77,17016
17,17,457,432,94.53,25,5.47,17017
17,18,485,469,96.7,16,3.3,17018
17,19,394,379,96.19,15,3.81,17019
17,20,543,527,97.05,16,2.95,17020
17,21,581,557,95.87,24,4.13,17021
17,22,463,447,96.54,16,3.46,17022
17,23,422,407,96.45,15,3.55,17023
