ward,precinct,total,Anita Alvarez,Anita Alvarez Percent,Lori S. Yokoyama,Lori S. Yokoyama Percent,precinct_id
49,26,576,470,81.6,106,18.4,49026
49,27,598,554,92.64,44,7.36,49027
49,28,574,510,88.85,64,11.15,49028
49,29,600,535,89.17,65,10.83,49029
49,30,543,469,86.37,74,13.63,49030
49,31,422,373,88.39,49,11.61,49031
49,32,519,481,92.68,38,7.32,49032
49,33,453,413,91.17,40,8.83,49033
50,1,397,276,69.52,121,30.48,50001
50,2,287,202,70.38,85,29.62,50002
50,3,393,292,74.3,101,25.7,50003
50,4,473,379,80.13,94,19.87,50004
50,5,348,224,64.37,124,35.63,50005
50,6,466,386,82.83,80,17.17,50006
50,7,502,418,83.27,84,16.73,50007
50,8,410,357,87.07,53,12.93,50008
50,9,341,268,78.59,73,21.41,50009
50,10,385,278,72.21,107,27.79,50010
50,11,284,163,57.39,121,42.61,50011
50,12,191,130,68.06,61,31.94,50012
50,13,453,414,91.39,39,8.61,50013
50,14,148,89,60.14,59,39.86,50014
50,15,488,411,84.22,77,15.78,50015
50,16,160,110,68.75,50,31.25,50016
50,17,385,296,76.88,89,23.12,50017
50,18,86,57,66.28,29,33.72,50018
50,19,280,226,80.71,54,19.29,50019
50,20,417,331,79.38,86,20.62,50020
50,21,365,287,78.63,78,21.37,50021
50,22,369,276,74.8,93,25.2,50022
50,23,310,245,79.03,65,20.97,50023
50,24,396,271,68.43,125,31.57,50024
50,25,390,281,72.05,109,27.95,50025
50,26,418,349,83.49,69,16.51,50026
50,27,133,99,74.44,34,25.56,50027
50,28,515,437,84.85,78,15.15,50028
50,29,371,305,82.21,66,17.79,50029
50,30,310,264,85.16,46,14.84,50030
50,31,437,394,90.16,43,9.84,50031
50,32,469,426,90.83,43,9.17,50032
50,33,337,213,63.2,124,36.8,50033
50,34,499,384,76.95,115,23.05,50034
50,35,495,408,82.42,87,17.58,50035
50,36,386,304,78.76,82,21.24,50036
50,37,405,338,83.46,67,16.54,50037
50,38,193,137,70.98,56,29.02,50038
50,39,312,240,76.92,72,23.08,50039
50,40,412,240,58.25,172,41.75,50040
