ward,precinct,total,Luis V. Gutierrez,Luis V. Gutierrez Percent,Hector Concepcion,Hector Concepcion Percent,precinct_id
22,14,156,148,94.87,8,5.13,22014
22,15,315,298,94.6,17,5.4,22015
22,16,387,362,93.54,25,6.46,22016
22,17,329,304,92.4,25,7.6,22017
22,18,349,329,94.27,20,5.73,22018
22,19,10,10,100.0,0,0.0,22019
22,20,329,298,90.58,31,9.42,22020
22,22,331,319,96.37,12,3.63,22022
22,24,370,346,93.51,24,6.49,22024
22,25,342,321,93.86,21,6.14,22025
23,9,171,159,92.98,12,7.02,23009
23,13,296,266,89.86,30,10.14,23013
23,15,74,62,83.78,12,16.22,23015
23,24,330,277,83.94,53,16.06,23024
23,26,97,81,83.51,16,16.49,23026
23,34,126,108,85.71,18,14.29,23034
23,39,260,233,89.62,27,10.38,23039
24,16,279,263,94.27,16,5.73,24016
25,1,350,316,90.29,34,9.71,25001
25,2,396,365,92.17,31,7.83,25002
25,5,403,344,85.36,59,14.64,25005
25,7,371,346,93.26,25,6.74,25007
25,8,421,385,91.45,36,8.55,25008
25,9,455,422,92.75,33,7.25,25009
25,11,452,401,88.72,51,11.28,25011
25,12,291,263,90.38,28,9.62,25012
25,13,455,426,93.63,29,6.37,25013
25,14,121,104,85.95,17,14.05,25014
25,15,383,347,90.6,36,9.4,25015
25,17,513,464,90.45,49,9.55,25017
25,19,445,414,93.03,31,6.97,25019
25,22,369,340,92.14,29,7.86,25022
25,23,529,498,94.14,31,5.86,25023
25,24,388,352,90.72,36,9.28,25024
25,26,427,385,90.16,42,9.84,25026
25,27,43,37,86.05,6,13.95,25027
25,28,489,450,92.02,39,7.98,25028
25,30,411,386,93.92,25,6.08,25030
25,32,363,321,88.43,42,11.57,25032
26,1,273,254,93.04,19,6.96,26001
26,2,433,390,90.07,43,9.93,26002
26,3,102,82,80.39,20,19.61,26003
26,5,427,400,93.68,27,6.32,26005
26,6,310,288,92.9,22,7.1,26006
26,7,396,345,87.12,51,12.88,26007
26,8,322,278,86.34,44,13.66,26008
26,9,365,325,89.04,40,10.96,26009
26,10,313,278,88.82,35,11.18,26010
26,11,317,268,84.54,49,15.46,26011
26,12,444,405,91.22,39,8.78,26012
26,13,337,309,91.69,28,8.31,26013
26,14,293,269,91.81,24,8.19,26014
26,15,283,251,88.69,32,11.31,26015
26,16,306,278,90.85,28,9.15,26016
26,18,397,363,91.44,34,8.56,26018
26,20,427,379,88.76,48,11.24,26020
26,22,333,310,93.09,23,6.91,26022
26,23,278,247,88.85,31,11.15,26023
26,24,337,294,87.24,43,12.76,26024
26,25,363,303,83.47,60,16.53,26025
26,26,302,256,84.77,46,15.23,26026
26,27,156,137,87.82,19,12.18,26027
26,29,389,339,87.15,50,12.85,26029
26,30,435,393,90.34,42,9.66,26030
26,31,336,302,89.88,34,10.12,26031
26,34,460,406,88.26,54,11.74,26034
26,35,365,313,85.75,52,14.25,26035
28,19,4,3,75.0,1,25.0,28019
29,1,29,28,96.55,1,3.45,29001
29,9,524,405,77.29,119,22.71,29009
29,23,435,335,77.01,100,22.99,29023
29,30,497,425,85.51,72,14.49,29030
29,38,438,353,80.59,85,19.41,29038
29,39,222,175,78.83,47,21.17,29039
29,43,212,190,89.62,22,10.38,29043
30,1,465,368,79.14,97,20.86,30001
30,2,402,335,83.33,67,16.67,30002
30,3,292,235,80.48,57,19.52,30003
30,4,410,327,79.76,83,20.24,30004
30,5,344,305,88.66,39,11.34,30005
30,6,323,277,85.76,46,14.24,30006
30,7,425,353,83.06,72,16.94,30007
30,8,418,341,81.58,77,18.42,30008
30,9,346,269,77.75,77,22.25,30009
30,10,393,323,82.19,70,17.81,30010
30,11,360,323,89.72,37,10.28,30011
30,12,378,306,80.95,72,19.05,30012
30,13,250,209,83.6,41,16.4,30013
30,14,370,323,87.3,47,12.7,30014
30,15,75,63,84.0,12,16.0,30015
30,16,194,151,77.84,43,22.16,30016
30,17,184,151,82.07,33,17.93,30017
30,18,354,308,87.01,46,12.99,30018
30,19,375,328,87.47,47,12.53,30019
30,20,405,324,80.0,81,20.0,30020
30,21,121,92,76.03,29,23.97,30021
30,22,444,386,86.94,58,13.06,30022
30,23,362,304,83.98,58,16.02,30023
30,24,398,331,83.17,67,16.83,30024
30,25,415,340,81.93,75,18.07,30025
30,26,275,222,80.73,53,19.27,30026
30,27,259,221,85.33,38,14.67,30027
30,28,419,362,86.4,57,13.6,30028
30,29,276,239,86.59,37,13.41,30029
30,30,175,158,90.29,17,9.71,30030
30,31,260,196,75.38,64,24.62,30031
30,32,301,255,84.72,46,15.28,30032
31,1,278,254,91.37,24,8.63,31001
31,2,245,233,95.1,12,4.9,31002
31,3,299,243,81.27,56,18.73,31003
31,4,349,311,89.11,38,10.89,31004
31,5,275,237,86.18,38,13.82,31005
31,6,250,219,87.6,31,12.4,31006
31,7,310,285,91.94,25,8.06,31007
31,8,192,167,86.98,25,13.02,31008
31,9,301,262,87.04,39,12.96,31009
31,10,266,225,84.59,41,15.41,31010
31,11,253,211,83.4,42,16.6,31011
31,12,253,209,82.61,44,17.39,31012
31,13,286,262,91.61,24,8.39,31013
31,14,263,218,82.89,45,17.11,31014
31,15,248,203,81.85,45,18.15,31015
31,16,324,297,91.67,27,8.33,31016
31,17,285,234,82.11,51,17.89,31017
31,18,286,238,83.22,48,16.78,31018
31,19,235,199,84.68,36,15.32,31019
31,20,247,220,89.07,27,10.93,31020
31,21,255,221,86.67,34,13.33,31021
31,22,262,235,89.69,27,10.31,31022
31,23,247,216,87.45,31,12.55,31023
31,24,301,261,86.71,40,13.29,31024
31,25,242,191,78.93,51,21.07,31025
31,26,294,240,81.63,54,18.37,31026
31,27,308,255,82.79,53,17.21,31027
31,28,252,225,89.29,27,10.71,31028
31,29,292,251,85.96,41,14.04,31029
31,30,204,171,83.82,33,16.18,31030
31,31,253,197,77.87,56,22.13,31031
31,32,237,213,89.87,24,10.13,31032
31,33,237,185,78.06,52,21.94,31033
31,34,248,202,81.45,46,18.55,31034
31,35,326,284,87.12,42,12.88,31035
31,36,270,232,85.93,38,14.07,31036
31,37,244,209,85.66,35,14.34,31037
31,38,297,277,93.27,20,6.73,31038
31,39,269,239,88.85,30,11.15,31039
31,40,286,237,82.87,49,17.13,31040
31,41,254,228,89.76,26,10.24,31041
32,3,542,460,84.87,82,15.13,32003
32,11,505,465,92.08,40,7.92,32011
32,12,424,363,85.61,61,14.39,32012
32,14,495,433,87.47,62,12.53,32014
32,16,20,13,65.0,7,35.0,32016
32,17,502,430,85.66,72,14.34,32017
32,20,527,475,90.13,52,9.87,32020
32,22,611,535,87.56,76,12.44,32022
32,26,519,449,86.51,70,13.49,32026
32,28,534,468,87.64,66,12.36,32028
32,43,460,399,86.74,61,13.26,32043
33,1,545,487,89.36,58,10.64,33001
33,3,559,497,88.91,62,11.09,33003
33,4,536,446,83.21,90,16.79,33004
33,6,488,430,88.11,58,11.89,33006
33,7,163,142,87.12,21,12.88,33007
33,8,266,228,85.71,38,14.29,33008
33,9,552,425,76.99,127,23.01,33009
33,10,439,337,76.77,102,23.23,33010
33,11,525,446,84.95,79,15.05,33011
33,12,551,460,83.48,91,16.52,33012
33,13,487,433,88.91,54,11.09,33013
33,14,253,219,86.56,34,13.44,33014
33,15,546,477,87.36,69,12.64,33015
33,16,700,586,83.71,114,16.29,33016
33,17,535,454,84.86,81,15.14,33017
33,19,280,230,82.14,50,17.86,33019
33,20,587,518,88.25,69,11.75,33020
33,21,548,476,86.86,72,13.14,33021
33,22,516,432,83.72,84,16.28,33022
33,23,530,458,86.42,72,13.58,33023
33,25,605,503,83.14,102,16.86,33025
33,26,423,374,88.42,49,11.58,33026
33,27,489,414,84.66,75,15.34,33027
33,28,431,378,87.7,53,12.3,33028
35,1,389,338,86.89,51,13.11,35001
35,2,465,389,83.66,76,16.34,35002
35,3,396,359,90.66,37,9.34,35003
35,4,432,341,78.94,91,21.06,35004
35,5,412,356,86.41,56,13.59,35005
35,6,345,296,85.8,49,14.2,35006
35,7,426,391,91.78,35,8.22,35007
35,8,438,382,87.21,56,12.79,35008
35,9,397,340,85.64,57,14.36,35009
35,10,564,511,90.6,53,9.4,35010
35,11,392,338,86.22,54,13.78,35011
35,12,276,249,90.22,27,9.78,35012
35,13,303,274,90.43,29,9.57,35013
35,14,318,278,87.42,40,12.58,35014
35,15,448,397,88.62,51,11.38,35015
35,16,292,255,87.33,37,12.67,35016
35,17,418,368,88.04,50,11.96,35017
35,18,331,294,88.82,37,11.18,35018
35,19,315,273,86.67,42,13.33,35019
35,20,444,403,90.77,41,9.23,35020
35,21,359,309,86.07,50,13.93,35021
35,22,469,413,88.06,56,11.94,35022
35,23,454,386,85.02,68,14.98,35023
35,24,364,312,85.71,52,14.29,35024
35,25,511,443,86.69,68,13.31,35025
35,26,386,321,83.16,65,16.84,35026
35,27,389,325,83.55,64,16.45,35027
35,28,449,397,88.42,52,11.58,35028
35,29,390,348,89.23,42,10.77,35029
35,30,430,377,87.67,53,12.33,35030
35,31,469,392,83.58,77,16.42,35031
36,1,400,324,81.0,76,19.0,36001
36,2,365,322,88.22,43,11.78,36002
36,3,366,304,83.06,62,16.94,36003
36,4,400,361,90.25,39,9.75,36004
36,6,348,309,88.79,39,11.21,36006
36,8,311,284,91.32,27,8.68,36008
36,9,367,328,89.37,39,10.63,36009
36,10,440,347,78.86,93,21.14,36010
36,11,253,226,89.33,27,10.67,36011
36,12,254,238,93.7,16,6.3,36012
36,13,364,331,90.93,33,9.07,36013
36,16,113,89,78.76,24,21.24,36016
36,19,398,321,80.65,77,19.35,36019
36,20,199,165,82.91,34,17.09,36020
36,21,248,212,85.48,36,14.52,36021
36,22,324,297,91.67,27,8.33,36022
36,23,323,276,85.45,47,14.55,36023
36,24,46,38,82.61,8,17.39,36024
36,25,319,289,90.6,30,9.4,36025
36,27,346,267,77.17,79,22.83,36027
36,29,229,167,72.93,62,27.07,36029
37,26,3,3,100.0,0,0.0,37026
38,1,396,291,73.48,105,26.52,38001
38,35,252,186,73.81,66,26.19,38035
38,41,429,320,74.59,109,25.41,38041
39,6,2,2,100.0,0,0.0,39006
39,25,7,7,100.0,0,0.0,39025
39,28,263,219,83.27,44,16.73,39028
39,31,393,329,83.72,64,16.28,39031
39,44,146,125,85.62,21,14.38,39044
45,1,362,285,78.73,77,21.27,45001
45,2,386,331,85.75,55,14.25,45002
45,8,431,340,78.89,91,21.11,45008
45,9,479,375,78.29,104,21.71,45009
45,10,443,336,75.85,107,24.15,45010
