ward,precinct,total,RAHM EMANUEL,RAHM EMANUEL Percent,MIGUEL DEL VALLE,MIGUEL DEL VALLE Percent,CAROL MOSELEY BRAUN,CAROL MOSELEY BRAUN Percent,GERY J. CHICO,GERY J. CHICO Percent,PATRICIA VAN PELT WATKINS,PATRICIA VAN PELT WATKINS Percent,"WILLIAM WALLS, III","WILLIAM WALLS, III Percent",precinct_id
1,29,256,144,56.25,56,21.88,3,1.17,51,19.92,2,0.78,0,0.0,01029
1,30,332,144,43.37,84,25.3,6,1.81,93,28.01,3,0.9,2,0.6,01030
1,31,242,168,69.42,23,9.5,5,2.07,46,19.01,0,0.0,0,0.0,01031
1,32,218,92,42.2,79,36.24,2,0.92,44,20.18,0,0.0,1,0.46,01032
1,33,241,122,50.62,49,20.33,0,0.0,67,27.8,3,1.24,0,0.0,01033
1,34,174,81,46.55,57,32.76,3,1.72,32,18.39,0,0.0,1,0.57,01034
1,35,188,128,68.09,24,12.77,0,0.0,36,19.15,0,0.0,0,0.0,01035
1,36,245,147,60.0,52,21.22,1,0.41,43,17.55,1,0.41,1,0.41,01036
1,37,157,89,56.69,33,21.02,3,1.91,32,20.38,0,0.0,0,0.0,01037
1,38,143,64,44.76,38,26.57,0,0.0,41,28.67,0,0.0,0,0.0,01038
1,39,261,129,49.43,44,16.86,2,0.77,86,32.95,0,0.0,0,0.0,01039
1,40,106,61,57.55,20,18.87,0,0.0,25,23.58,0,0.0,0,0.0,01040
1,41,230,127,55.22,40,17.39,1,0.43,61,26.52,0,0.0,1,0.43,01041
1,42,189,107,56.61,24,12.7,0,0.0,58,30.69,0,0.0,0,0.0,01042
1,43,194,91,46.91,48,24.74,7,3.61,48,24.74,0,0.0,0,0.0,01043
1,44,191,104,54.45,46,24.08,4,2.09,36,18.85,1,0.52,0,0.0,01044
1,45,222,122,54.95,47,21.17,6,2.7,45,20.27,0,0.0,2,0.9,01045
1,46,252,142,56.35,50,19.84,0,0.0,59,23.41,0,0.0,1,0.4,01046
1,47,192,143,74.48,22,11.46,2,1.04,23,11.98,1,0.52,1,0.52,01047
1,48,182,93,51.1,54,29.67,5,2.75,28,15.38,2,1.1,0,0.0,01048
1,49,129,88,68.22,16,12.4,1,0.78,24,18.6,0,0.0,0,0.0,01049
1,50,137,72,52.55,22,16.06,3,2.19,40,29.2,0,0.0,0,0.0,01050
2,1,574,375,65.33,55,9.58,17,2.96,121,21.08,3,0.52,3,0.52,02001
2,2,87,51,58.62,7,8.05,14,16.09,8,9.2,5,5.75,2,2.3,02002
2,3,286,177,61.89,15,5.24,29,10.14,53,18.53,10,3.5,2,0.7,02003
2,4,193,125,64.77,2,1.04,40,20.73,14,7.25,7,3.63,5,2.59,02004
2,5,223,136,60.99,10,4.48,38,17.04,27,12.11,10,4.48,2,0.9,02005
2,6,405,286,70.62,28,6.91,4,0.99,85,20.99,1,0.25,1,0.25,02006
2,7,283,194,68.55,8,2.83,43,15.19,26,9.19,6,2.12,6,2.12,02007
2,8,409,285,69.68,33,8.07,18,4.4,65,15.89,4,0.98,4,0.98,02008
2,9,230,141,61.3,14,6.09,31,13.48,28,12.17,12,5.22,4,1.74,02009
2,10,171,121,70.76,1,0.58,25,14.62,14,8.19,7,4.09,3,1.75,02010
2,11,432,282,65.28,35,8.1,12,2.78,95,21.99,8,1.85,0,0.0,02011
2,12,389,263,67.61,28,7.2,2,0.51,91,23.39,5,1.29,0,0.0,02012
2,13,263,162,61.6,16,6.08,40,15.21,35,13.31,8,3.04,2,0.76,02013
2,14,303,187,61.72,22,7.26,43,14.19,34,11.22,12,3.96,5,1.65,02014
2,15,120,73,60.83,7,5.83,22,18.33,13,10.83,5,4.17,0,0.0,02015
2,16,364,244,67.03,32,8.79,6,1.65,79,21.7,2,0.55,1,0.27,02016
2,17,161,95,59.01,4,2.48,20,12.42,20,12.42,20,12.42,2,1.24,02017
2,18,343,225,65.6,17,4.96,14,4.08,87,25.36,0,0.0,0,0.0,02018
2,19,460,300,65.22,24,5.22,7,1.52,122,26.52,4,0.87,3,0.65,02019
2,20,387,252,65.12,20,5.17,69,17.83,35,9.04,10,2.58,1,0.26,02020
2,21,305,204,66.89,20,6.56,54,17.7,16,5.25,9,2.95,2,0.66,02021
2,22,453,312,68.87,35,7.73,29,6.4,74,16.34,3,0.66,0,0.0,02022
2,23,166,87,52.41,9,5.42,35,21.08,26,15.66,7,4.22,2,1.2,02023
2,24,190,101,53.16,7,3.68,17,8.95,60,31.58,3,1.58,2,1.05,02024
2,25,365,228,62.47,22,6.03,37,10.14,72,19.73,4,1.1,2,0.55,02025
2,26,303,193,63.7,27,8.91,28,9.24,46,15.18,7,2.31,2,0.66,02026
2,27,176,117,66.48,4,2.27,22,12.5,15,8.52,12,6.82,6,3.41,02027
2,28,227,121,53.3,23,10.13,16,7.05,65,28.63,1,0.44,1,0.44,02028
2,29,162,115,70.99,4,2.47,18,11.11,21,12.96,4,2.47,0,0.0,02029
2,30,357,223,62.46,35,9.8,8,2.24,91,25.49,0,0.0,0,0.0,02030
2,31,234,139,59.4,19,8.12,45,19.23,26,11.11,1,0.43,4,1.71,02031
2,32,147,75,51.02,14,9.52,13,8.84,42,28.57,2,1.36,1,0.68,02032
2,33,133,92,69.17,2,1.5,23,17.29,9,6.77,7,5.26,0,0.0,02033
2,34,208,124,59.62,1,0.48,50,24.04,22,10.58,7,3.37,4,1.92,02034
2,35,90,71,78.89,6,6.67,1,1.11,12,13.33,0,0.0,0,0.0,02035
2,36,473,332,70.19,27,5.71,28,5.92,80,16.91,5,1.06,1,0.21,02036
2,37,263,192,73.0,21,7.98,10,3.8,39,14.83,1,0.38,0,0.0,02037
2,38,473,315,66.6,28,5.92,17,3.59,108,22.83,5,1.06,0,0.0,02038
2,39,239,146,61.09,29,12.13,13,5.44,44,18.41,5,2.09,2,0.84,02039
2,40,588,377,64.12,40,6.8,53,9.01,106,18.03,3,0.51,9,1.53,02040
2,41,114,62,54.39,2,1.75,32,28.07,8,7.02,9,7.89,1,0.88,02041
2,42,167,105,62.87,2,1.2,43,25.75,12,7.19,3,1.8,2,1.2,02042
2,43,363,247,68.04,20,5.51,17,4.68,74,20.39,4,1.1,1,0.28,02043
2,44,176,94,53.41,5,2.84,48,27.27,16,9.09,7,3.98,6,3.41,02044
2,45,245,132,53.88,13,5.31,45,18.37,35,14.29,15,6.12,5,2.04,02045
2,46,330,186,56.36,15,4.55,75,22.73,34,10.3,10,3.03,10,3.03,02046
2,47,141,78,55.32,3,2.13,35,24.82,16,11.35,8,5.67,1,0.71,02047
2,48,119,79,66.39,3,2.52,19,15.97,9,7.56,8,6.72,1,0.84,02048
2,49,295,214,72.54,29,9.83,13,4.41,37,12.54,2,0.68,0,0.0,02049
2,50,176,83,47.16,19,10.8,9,5.11,56,31.82,8,4.55,1,0.57,02050
2,51,166,119,71.69,5,3.01,22,13.25,10,6.02,7,4.22,3,1.81,02051
2,52,264,173,65.53,16,6.06,34,12.88,22,8.33,14,5.3,5,1.89,02052
2,53,243,179,73.66,27,11.11,8,3.29,28,11.52,1,0.41,0,0.0,02053
2,54,342,238,69.59,40,11.7,4,1.17,57,16.67,2,0.58,1,0.29,02054
2,55,148,105,70.95,18,12.16,4,2.7,20,13.51,1,0.68,0,0.0,02055
2,56,213,122,57.28,10,4.69,40,18.78,26,12.21,14,6.57,1,0.47,02056
3,1,209,120,57.42,6,2.87,48,22.97,22,10.53,8,3.83,5,2.39,03001
3,2,295,191,64.75,9,3.05,58,19.66,29,9.83,5,1.69,3,1.02,03002
3,3,276,179,64.86,15,5.43,27,9.78,46,16.67,7,2.54,2,0.72,03003
3,4,164,91,55.49,8,4.88,43,26.22,19,11.59,0,0.0,3,1.83,03004
3,5,197,98,49.75,12,6.09,63,31.98,12,6.09,9,4.57,3,1.52,03005
3,6,37,26,70.27,1,2.7,3,8.11,7,18.92,0,0.0,0,0.0,03006
3,7,294,174,59.18,6,2.04,83,28.23,19,6.46,4,1.36,8,2.72,03007
3,8,213,136,63.85,4,1.88,42,19.72,26,12.21,2,0.94,3,1.41,03008
3,9,239,141,59.0,15,6.28,47,19.67,21,8.79,13,5.44,2,0.84,03009
3,10,84,57,67.86,4,4.76,14,16.67,5,5.95,3,3.57,1,1.19,03010
3,11,236,128,54.24,14,5.93,55,23.31,24,10.17,11,4.66,4,1.69,03011
3,12,186,111,59.68,5,2.69,46,24.73,16,8.6,7,3.76,1,0.54,03012
3,13,164,25,15.24,15,9.15,4,2.44,120,73.17,0,0.0,0,0.0,03013
3,14,157,59,37.58,2,1.27,83,52.87,6,3.82,6,3.82,1,0.64,03014
3,15,262,135,51.53,11,4.2,85,32.44,16,6.11,12,4.58,3,1.15,03015
3,16,195,111,56.92,15,7.69,48,24.62,13,6.67,8,4.1,0,0.0,03016
3,17,127,68,53.54,2,1.57,44,34.65,10,7.87,1,0.79,2,1.57,03017
3,18,97,50,51.55,5,5.15,24,24.74,12,12.37,6,6.19,0,0.0,03018
3,19,55,15,27.27,7,12.73,1,1.82,32,58.18,0,0.0,0,0.0,03019
3,20,172,100,58.14,6,3.49,37,21.51,18,10.47,8,4.65,3,1.74,03020
3,21,94,57,60.64,2,2.13,19,20.21,12,12.77,3,3.19,1,1.06,03021
3,22,123,80,65.04,3,2.44,34,27.64,4,3.25,2,1.63,0,0.0,03022
3,23,216,131,60.65,8,3.7,50,23.15,16,7.41,8,3.7,3,1.39,03023
3,24,299,173,57.86,12,4.01,59,19.73,45,15.05,6,2.01,4,1.34,03024
3,25,151,102,67.55,3,1.99,16,10.6,21,13.91,4,2.65,5,3.31,03025
3,26,56,34,60.71,1,1.79,17,30.36,2,3.57,2,3.57,0,0.0,03026
3,27,201,124,61.69,9,4.48,42,20.9,16,7.96,7,3.48,3,1.49,03027
3,28,483,326,67.49,44,9.11,15,3.11,98,20.29,0,0.0,0,0.0,03028
3,29,196,135,68.88,5,2.55,36,18.37,10,5.1,7,3.57,3,1.53,03029
3,30,166,87,52.41,15,9.04,32,19.28,21,12.65,5,3.01,6,3.61,03030
3,31,308,185,60.06,7,2.27,61,19.81,31,10.06,14,4.55,10,3.25,03031
3,32,193,118,61.14,17,8.81,31,16.06,20,10.36,3,1.55,4,2.07,03032
3,33,268,133,49.63,12,4.48,64,23.88,37,13.81,15,5.6,7,2.61,03033
3,34,195,105,53.85,8,4.1,47,24.1,24,12.31,7,3.59,4,2.05,03034
3,35,226,128,56.64,16,7.08,48,21.24,16,7.08,15,6.64,3,1.33,03035
3,36,66,34,51.52,2,3.03,23,34.85,4,6.06,3,4.55,0,0.0,03036
3,37,100,57,57.0,3,3.0,22,22.0,10,10.0,7,7.0,1,1.0,03037
3,38,344,209,60.76,8,2.33,97,28.2,20,5.81,7,2.03,3,0.87,03038
3,39,322,220,68.32,8,2.48,68,21.12,11,3.42,10,3.11,5,1.55,03039
3,40,230,121,52.61,14,6.09,48,20.87,23,10.0,11,4.78,13,5.65,03040
3,41,195,103,52.82,7,3.59,63,32.31,15,7.69,3,1.54,4,2.05,03041
3,42,170,108,63.53,6,3.53,33,19.41,14,8.24,5,2.94,4,2.35,03042
3,43,37,22,59.46,1,2.7,12,32.43,0,0.0,1,2.7,1,2.7,03043
3,44,55,40,72.73,1,1.82,8,14.55,4,7.27,1,1.82,1,1.82,03044
3,45,331,217,65.56,24,7.25,39,11.78,45,13.6,3,0.91,3,0.91,03045
3,46,49,20,40.82,0,0.0,17,34.69,8,16.33,4,8.16,0,0.0,03046
3,47,128,67,52.34,5,3.91,30,23.44,17,13.28,3,2.34,6,4.69,03047
3,48,172,111,64.53,5,2.91,41,23.84,7,4.07,4,2.33,4,2.33,03048
3,49,60,36,60.0,7,11.67,12,20.0,4,6.67,1,1.67,0,0.0,03049
3,50,139,76,54.68,2,1.44,34,24.46,17,12.23,6,4.32,4,2.88,03050
4,1,382,189,49.48,78,20.42,52,13.61,52,13.61,6,1.57,5,1.31,04001
4,2,336,208,61.9,16,4.76,63,18.75,34,10.12,7,2.08,8,2.38,04002
4,3,304,167,54.93,19,6.25,71,23.36,31,10.2,10,3.29,6,1.97,04003
4,4,295,189,64.07,8,2.71,56,18.98,23,7.8,8,2.71,11,3.73,04004
4,5,385,217,56.36,25,6.49,97,25.19,27,7.01,9,2.34,10,2.6,04005
4,6,113,55,48.67,4,3.54,38,33.63,11,9.73,1,0.88,4,3.54,04006
4,7,337,201,59.64,17,5.04,69,20.47,33,9.79,6,1.78,11,3.26,04007
4,8,323,210,65.02,12,3.72,58,17.96,29,8.98,12,3.72,2,0.62,04008
4,9,509,339,66.6,22,4.32,88,17.29,34,6.68,14,2.75,12,2.36,04009
4,10,280,167,59.64,15,5.36,57,20.36,27,9.64,7,2.5,7,2.5,04010
4,11,203,131,64.53,7,3.45,41,20.2,15,7.39,6,2.96,3,1.48,04011
4,12,167,87,52.1,8,4.79,37,22.16,21,12.57,4,2.4,10,5.99,04012
4,13,220,130,59.09,35,15.91,30,13.64,20,9.09,2,0.91,3,1.36,04013
4,14,168,104,61.9,4,2.38,26,15.48,17,10.12,9,5.36,8,4.76,04014
4,15,255,153,60.0,20,7.84,39,15.29,31,12.16,8,3.14,4,1.57,04015
4,16,301,169,56.15,14,4.65,75,24.92,28,9.3,13,4.32,2,0.66,04016
4,17,304,203,66.78,21,6.91,43,14.14,23,7.57,9,2.96,5,1.64,04017
4,18,254,138,54.33,18,7.09,50,19.69,28,11.02,4,1.57,16,6.3,04018
4,19,264,160,60.61,12,4.55,62,23.48,18,6.82,9,3.41,3,1.14,04019
4,20,210,123,58.57,7,3.33,52,24.76,16,7.62,9,4.29,3,1.43,04020
4,21,351,192,54.7,49,13.96,50,14.25,46,13.11,11,3.13,3,0.85,04021
4,22,360,220,61.11,49,13.61,36,10.0,37,10.28,5,1.39,13,3.61,04022
4,23,211,125,59.24,26,12.32,27,12.8,26,12.32,2,0.95,5,2.37,04023
4,24,275,175,63.64,21,7.64,39,14.18,27,9.82,6,2.18,7,2.55,04024
4,25,300,174,58.0,8,2.67,77,25.67,29,9.67,5,1.67,7,2.33,04025
4,26,294,158,53.74,17,5.78,74,25.17,30,10.2,7,2.38,8,2.72,04026
4,27,222,141,63.51,10,4.5,41,18.47,21,9.46,7,3.15,2,0.9,04027
4,28,179,112,62.57,21,11.73,21,11.73,20,11.17,4,2.23,1,0.56,04028
4,29,259,194,74.9,15,5.79,18,6.95,26,10.04,4,1.54,2,0.77,04029
4,30,225,131,58.22,14,6.22,38,16.89,33,14.67,3,1.33,6,2.67,04030
4,31,203,102,50.25,81,39.9,8,3.94,11,5.42,0,0.0,1,0.49,04031
4,32,306,200,65.36,45,14.71,30,9.8,29,9.48,1,0.33,1,0.33,04032
4,33,259,152,58.69,22,8.49,42,16.22,28,10.81,11,4.25,4,1.54,04033
4,34,223,132,59.19,55,24.66,14,6.28,17,7.62,3,1.35,2,0.9,04034
4,35,159,89,55.97,8,5.03,32,20.13,15,9.43,3,1.89,12,7.55,04035
4,36,195,122,62.56,10,5.13,34,17.44,23,11.79,3,1.54,3,1.54,04036
4,37,5,3,60.0,0,0.0,1,20.0,0,0.0,1,20.0,0,0.0,04037
4,38,401,232,57.86,38,9.48,75,18.7,44,10.97,8,2.0,4,1.0,04038
4,39,190,108,56.84,6,3.16,36,18.95,20,10.53,10,5.26,10,5.26,04039
4,40,252,145,57.54,5,1.98,71,28.17,21,8.33,4,1.59,6,2.38,04040
4,41,138,67,48.55,43,31.16,6,4.35,18,13.04,1,0.72,3,2.17,04041
4,42,316,181,57.28,16,5.06,63,19.94,37,11.71,9,2.85,10,3.16,04042
4,43,169,97,57.4,31,18.34,23,13.61,12,7.1,3,1.78,3,1.78,04043
4,44,160,100,62.5,13,8.13,30,18.75,12,7.5,3,1.88,2,1.25,04044
4,45,463,307,66.31,29,6.26,80,17.28,32,6.91,8,1.73,7,1.51,04045
4,46,184,92,50.0,13,7.07,42,22.83,21,11.41,10,5.43,6,3.26,04046
4,47,354,188,53.11,67,18.93,53,14.97,34,9.6,7,1.98,5,1.41,04047
4,48,381,252,66.14,41,10.76,41,10.76,37,9.71,8,2.1,2,0.52,04048
4,49,205,123,60.0,8,3.9,50,24.39,15,7.32,4,1.95,5,2.44,04049
4,50,260,151,58.08,11,4.23,51,19.62,35,13.46,9,3.46,3,1.15,04050
4,51,267,167,62.55,12,4.49,48,17.98,25,9.36,8,3.0,7,2.62,04051
4,52,295,164,55.59,8,2.71,78,26.44,20,6.78,16,5.42,9,3.05,04052
5,1,282,149,52.84,18,6.38,60,21.28,38,13.48,12,4.26,5,1.77,05001
5,2,196,117,59.69,5,2.55,38,19.39,23,11.73,6,3.06,7,3.57,05002
5,3,123,74,60.16,16,13.01,13,10.57,14,11.38,2,1.63,4,3.25,05003
5,4,174,97,55.75,5,2.87,51,29.31,15,8.62,5,2.87,1,0.57,05004
5,5,200,121,60.5,9,4.5,47,23.5,13,6.5,5,2.5,5,2.5,05005
5,6,278,145,52.16,7,2.52,72,25.9,36,12.95,13,4.68,5,1.8,05006
5,7,269,145,53.9,19,7.06,69,25.65,24,8.92,10,3.72,2,0.74,05007
5,8,329,240,72.95,51,15.5,10,3.04,25,7.6,2,0.61,1,0.3,05008
5,9,234,130,55.56,5,2.14,48,20.51,37,15.81,10,4.27,4,1.71,05009
5,10,190,118,62.11,10,5.26,36,18.95,16,8.42,5,2.63,5,2.63,05010
5,11,224,142,63.39,29,12.95,21,9.38,25,11.16,3,1.34,4,1.79,05011
5,12,162,104,64.2,6,3.7,23,14.2,18,11.11,7,4.32,4,2.47,05012
5,13,234,120,51.28,16,6.84,63,26.92,16,6.84,11,4.7,8,3.42,05013
5,14,350,206,58.86,50,14.29,49,14.0,28,8.0,9,2.57,8,2.29,05014
5,15,222,145,65.32,27,12.16,34,15.32,14,6.31,2,0.9,0,0.0,05015
5,16,176,104,59.09,10,5.68,32,18.18,20,11.36,7,3.98,3,1.7,05016
5,17,225,150,66.67,7,3.11,42,18.67,19,8.44,3,1.33,4,1.78,05017
5,18,235,156,66.38,13,5.53,37,15.74,16,6.81,6,2.55,7,2.98,05018
5,19,113,66,58.41,5,4.42,21,18.58,8,7.08,7,6.19,6,5.31,05019
5,20,102,68,66.67,3,2.94,10,9.8,15,14.71,4,3.92,2,1.96,05020
5,21,242,161,66.53,11,4.55,49,20.25,6,2.48,11,4.55,4,1.65,05021
5,22,268,160,59.7,16,5.97,59,22.01,19,7.09,9,3.36,5,1.87,05022
5,23,157,90,57.32,3,1.91,36,22.93,14,8.92,11,7.01,3,1.91,05023
5,24,242,174,71.9,15,6.2,29,11.98,21,8.68,1,0.41,2,0.83,05024
5,25,232,142,61.21,7,3.02,51,21.98,19,8.19,12,5.17,1,0.43,05025
5,26,279,173,62.01,5,1.79,55,19.71,22,7.89,16,5.73,8,2.87,05026
5,27,310,197,63.55,51,16.45,15,4.84,40,12.9,7,2.26,0,0.0,05027
5,28,269,174,64.68,4,1.49,57,21.19,21,7.81,7,2.6,6,2.23,05028
5,29,237,138,58.23,14,5.91,45,18.99,25,10.55,6,2.53,9,3.8,05029
5,30,234,152,64.96,34,14.53,17,7.26,27,11.54,4,1.71,0,0.0,05030
5,31,228,143,62.72,10,4.39,43,18.86,21,9.21,7,3.07,4,1.75,05031
5,32,408,250,61.27,20,4.9,78,19.12,38,9.31,13,3.19,9,2.21,05032
5,33,184,116,63.04,6,3.26,52,28.26,4,2.17,4,2.17,2,1.09,05033
5,34,287,192,66.9,10,3.48,55,19.16,19,6.62,7,2.44,4,1.39,05034
5,35,195,130,66.67,20,10.26,22,11.28,15,7.69,5,2.56,3,1.54,05035
5,36,112,71,63.39,1,0.89,22,19.64,9,8.04,8,7.14,1,0.89,05036
5,37,198,118,59.6,27,13.64,17,8.59,29,14.65,6,3.03,1,0.51,05037
5,38,294,197,67.01,41,13.95,25,8.5,23,7.82,6,2.04,2,0.68,05038
5,39,333,230,69.07,53,15.92,14,4.2,34,10.21,2,0.6,0,0.0,05039
5,40,211,150,71.09,3,1.42,32,15.17,14,6.64,10,4.74,2,0.95,05040
5,41,243,174,71.6,37,15.23,4,1.65,28,11.52,0,0.0,0,0.0,05041
5,42,263,169,64.26,9,3.42,55,20.91,17,6.46,10,3.8,3,1.14,05042
5,43,257,146,56.81,13,5.06,68,26.46,20,7.78,6,2.33,4,1.56,05043
5,44,265,161,60.75,14,5.28,40,15.09,29,10.94,12,4.53,9,3.4,05044
5,45,124,71,57.26,3,2.42,39,31.45,4,3.23,3,2.42,4,3.23,05045
5,46,247,164,66.4,31,12.55,19,7.69,29,11.74,3,1.21,1,0.4,05046
5,47,179,113,63.13,9,5.03,36,20.11,11,6.15,9,5.03,1,0.56,05047
5,48,184,106,57.61,24,13.04,28,15.22,21,11.41,3,1.63,2,1.09,05048
5,49,57,30,52.63,2,3.51,16,28.07,8,14.04,0,0.0,1,1.75,05049
5,50,168,116,69.05,1,0.6,31,18.45,12,7.14,4,2.38,4,2.38,05050
5,51,149,82,55.03,5,3.36,36,24.16,18,12.08,7,4.7,1,0.67,05051
5,52,5,4,80.0,1,20.0,0,0.0,0,0.0,0,0.0,0,0.0,05052
5,53,282,183,64.89,29,10.28,31,10.99,26,9.22,10,3.55,3,1.06,05053
5,54,364,208,57.14,20,5.49,77,21.15,39,10.71,6,1.65,14,3.85,05054
5,55,219,161,73.52,6,2.74,26,11.87,22,10.05,1,0.46,3,1.37,05055
6,1,322,176,54.66,13,4.04,86,26.71,34,10.56,7,2.17,6,1.86,06001
6,2,276,148,53.62,11,3.99,71,25.72,30,10.87,11,3.99,5,1.81,06002
6,3,295,188,63.73,7,2.37,66,22.37,16,5.42,13,4.41,5,1.69,06003
6,4,181,99,54.7,1,0.55,58,32.04,12,6.63,4,2.21,7,3.87,06004
6,5,115,74,64.35,2,1.74,27,23.48,6,5.22,6,5.22,0,0.0,06005
6,6,232,135,58.19,11,4.74,55,23.71,21,9.05,5,2.16,5,2.16,06006
6,7,235,150,63.83,4,1.7,49,20.85,23,9.79,9,3.83,0,0.0,06007
6,8,345,201,58.26,8,2.32,92,26.67,24,6.96,10,2.9,10,2.9,06008
6,9,259,147,56.76,11,4.25,60,23.17,20,7.72,16,6.18,5,1.93,06009
6,10,374,235,62.83,9,2.41,91,24.33,25,6.68,6,1.6,8,2.14,06010
6,11,265,156,58.87,13,4.91,61,23.02,22,8.3,7,2.64,6,2.26,06011
6,12,186,114,61.29,6,3.23,42,22.58,11,5.91,8,4.3,5,2.69,06012
6,13,221,148,66.97,2,0.9,54,24.43,7,3.17,6,2.71,4,1.81,06013
6,14,245,145,59.18,10,4.08,52,21.22,25,10.2,9,3.67,4,1.63,06014
6,15,164,103,62.8,3,1.83,33,20.12,12,7.32,9,5.49,4,2.44,06015
6,16,316,187,59.18,9,2.85,71,22.47,25,7.91,19,6.01,5,1.58,06016
6,17,313,165,52.72,13,4.15,86,27.48,33,10.54,6,1.92,10,3.19,06017
6,18,144,85,59.03,1,0.69,27,18.75,15,10.42,13,9.03,3,2.08,06018
6,19,293,163,55.63,13,4.44,68,23.21,27,9.22,16,5.46,6,2.05,06019
6,20,233,148,63.52,9,3.86,46,19.74,17,7.3,11,4.72,2,0.86,06020
6,21,271,159,58.67,6,2.21,66,24.35,23,8.49,15,5.54,2,0.74,06021
6,22,238,145,60.92,6,2.52,52,21.85,25,10.5,7,2.94,3,1.26,06022
6,23,211,141,66.82,4,1.9,41,19.43,17,8.06,4,1.9,4,1.9,06023
6,24,232,132,56.9,6,2.59,57,24.57,19,8.19,12,5.17,6,2.59,06024
6,25,179,122,68.16,2,1.12,35,19.55,11,6.15,7,3.91,2,1.12,06025
6,26,285,171,60.0,12,4.21,63,22.11,25,8.77,9,3.16,5,1.75,06026
6,27,315,184,58.41,8,2.54,67,21.27,33,10.48,15,4.76,8,2.54,06027
6,28,443,238,53.72,9,2.03,121,27.31,57,12.87,10,2.26,8,1.81,06028
6,29,329,184,55.93,11,3.34,83,25.23,32,9.73,10,3.04,9,2.74,06029
6,30,212,132,62.26,3,1.42,41,19.34,18,8.49,11,5.19,7,3.3,06030
6,31,309,183,59.22,7,2.27,69,22.33,33,10.68,11,3.56,6,1.94,06031
6,32,233,137,58.8,5,2.15,62,26.61,20,8.58,3,1.29,6,2.58,06032
6,33,308,182,59.09,10,3.25,61,19.81,33,10.71,11,3.57,11,3.57,06033
6,34,208,124,59.62,5,2.4,50,24.04,19,9.13,8,3.85,2,0.96,06034
6,35,241,135,56.02,5,2.07,68,28.22,18,7.47,9,3.73,6,2.49,06035
6,36,144,79,54.86,6,4.17,35,24.31,16,11.11,5,3.47,3,2.08,06036
6,37,321,174,54.21,18,5.61,75,23.36,24,7.48,21,6.54,9,2.8,06037
6,38,258,144,55.81,12,4.65,74,28.68,19,7.36,8,3.1,1,0.39,06038
6,39,192,109,56.77,7,3.65,49,25.52,19,9.9,8,4.17,0,0.0,06039
