ward,precinct,total,PATRICIA HORTON,PATRICIA HORTON Percent,SUSANA A. MENDOZA,SUSANA A. MENDOZA Percent,precinct_id
5,10,181,103,56.91,78,43.09,05010
5,11,194,71,36.6,123,63.4,05011
5,12,147,92,62.59,55,37.41,05012
5,13,216,137,63.43,79,36.57,05013
5,14,320,144,45.0,176,55.0,05014
5,15,199,87,43.72,112,56.28,05015
5,16,158,91,57.59,67,42.41,05016
5,17,207,119,57.49,88,42.51,05017
5,18,218,130,59.63,88,40.37,05018
5,19,106,74,69.81,32,30.19,05019
5,20,101,66,65.35,35,34.65,05020
5,21,222,146,65.77,76,34.23,05021
5,22,252,153,60.71,99,39.29,05022
5,23,148,93,62.84,55,37.16,05023
5,24,220,85,38.64,135,61.36,05024
5,25,215,142,66.05,73,33.95,05025
5,26,262,162,61.83,100,38.17,05026
5,27,234,53,22.65,181,77.35,05027
5,28,251,153,60.96,98,39.04,05028
5,29,223,132,59.19,91,40.81,05029
5,30,184,47,25.54,137,74.46,05030
5,31,219,139,63.47,80,36.53,05031
5,32,393,234,59.54,159,40.46,05032
5,33,170,91,53.53,79,46.47,05033
5,34,262,148,56.49,114,43.51,05034
5,35,163,57,34.97,106,65.03,05035
5,36,109,68,62.39,41,37.61,05036
5,37,183,74,40.44,109,59.56,05037
5,38,261,77,29.5,184,70.5,05038
5,39,279,57,20.43,222,79.57,05039
5,40,203,131,64.53,72,35.47,05040
5,41,194,50,25.77,144,74.23,05041
5,42,251,161,64.14,90,35.86,05042
5,43,244,158,64.75,86,35.25,05043
5,44,258,156,60.47,102,39.53,05044
5,45,118,82,69.49,36,30.51,05045
5,46,209,73,34.93,136,65.07,05046
5,47,170,111,65.29,59,34.71,05047
5,48,153,53,34.64,100,65.36,05048
5,49,55,34,61.82,21,38.18,05049
5,50,156,103,66.03,53,33.97,05050
5,51,139,95,68.35,44,31.65,05051
5,52,4,0,0.0,4,100.0,05052
5,53,248,125,50.4,123,49.6,05053
5,54,348,233,66.95,115,33.05,05054
5,55,204,119,58.33,85,41.67,05055
6,1,308,226,73.38,82,26.62,06001
6,2,267,191,71.54,76,28.46,06002
6,3,276,182,65.94,94,34.06,06003
6,4,161,113,70.19,48,29.81,06004
6,5,113,61,53.98,52,46.02,06005
6,6,225,147,65.33,78,34.67,06006
6,7,225,138,61.33,87,38.67,06007
6,8,332,221,66.57,111,33.43,06008
6,9,251,177,70.52,74,29.48,06009
6,10,364,231,63.46,133,36.54,06010
6,11,254,178,70.08,76,29.92,06011
6,12,170,107,62.94,63,37.06,06012
6,13,211,154,72.99,57,27.01,06013
6,14,235,157,66.81,78,33.19,06014
6,15,150,114,76.0,36,24.0,06015
6,16,301,196,65.12,105,34.88,06016
6,17,303,231,76.24,72,23.76,06017
6,18,141,99,70.21,42,29.79,06018
6,19,279,178,63.8,101,36.2,06019
6,20,220,134,60.91,86,39.09,06020
6,21,261,167,63.98,94,36.02,06021
6,22,224,157,70.09,67,29.91,06022
6,23,200,125,62.5,75,37.5,06023
6,24,225,146,64.89,79,35.11,06024
6,25,166,117,70.48,49,29.52,06025
6,26,275,192,69.82,83,30.18,06026
6,27,307,218,71.01,89,28.99,06027
6,28,439,344,78.36,95,21.64,06028
6,29,316,232,73.42,84,26.58,06029
6,30,200,131,65.5,69,34.5,06030
6,31,296,190,64.19,106,35.81,06031
6,32,223,139,62.33,84,37.67,06032
6,33,300,200,66.67,100,33.33,06033
6,34,196,131,66.84,65,33.16,06034
6,35,233,165,70.82,68,29.18,06035
6,36,136,97,71.32,39,28.68,06036
6,37,308,212,68.83,96,31.17,06037
6,38,252,170,67.46,82,32.54,06038
6,39,185,124,67.03,61,32.97,06039
6,40,121,81,66.94,40,33.06,06040
6,41,284,190,66.9,94,33.1,06041
6,42,122,87,71.31,35,28.69,06042
6,43,265,192,72.45,73,27.55,06043
6,44,252,188,74.6,64,25.4,06044
6,45,197,134,68.02,63,31.98,06045
6,46,220,161,73.18,59,26.82,06046
6,47,262,171,65.27,91,34.73,06047
6,48,208,147,70.67,61,29.33,06048
6,49,254,171,67.32,83,32.68,06049
6,50,267,186,69.66,81,30.34,06050
6,51,164,121,73.78,43,26.22,06051
6,52,137,91,66.42,46,33.58,06052
6,53,225,151,67.11,74,32.89,06053
6,54,228,161,70.61,67,29.39,06054
6,55,199,140,70.35,59,29.65,06055
6,56,61,39,63.93,22,36.07,06056
6,57,131,100,76.34,31,23.66,06057
6,58,280,187,66.79,93,33.21,06058
6,59,232,150,64.66,82,35.34,06059
6,60,147,103,70.07,44,29.93,06060
6,61,121,72,59.5,49,40.5,06061
6,62,209,137,65.55,72,34.45,06062
6,63,188,146,77.66,42,22.34,06063
6,64,296,201,67.91,95,32.09,06064
7,1,400,268,67.0,132,33.0,07001
7,2,240,151,62.92,89,37.08,07002
7,3,150,95,63.33,55,36.67,07003
7,4,172,82,47.67,90,52.33,07004
7,5,163,86,52.76,77,47.24,07005
7,6,179,123,68.72,56,31.28,07006
7,7,159,99,62.26,60,37.74,07007
7,8,73,36,49.32,37,50.68,07008
7,9,213,143,67.14,70,32.86,07009
7,10,149,93,62.42,56,37.58,07010
7,11,239,149,62.34,90,37.66,07011
7,12,174,103,59.2,71,40.8,07012
7,13,155,99,63.87,56,36.13,07013
7,14,237,152,64.14,85,35.86,07014
7,15,123,80,65.04,43,34.96,07015
7,16,128,85,66.41,43,33.59,07016
7,17,106,64,60.38,42,39.62,07017
7,18,154,71,46.1,83,53.9,07018
7,19,297,189,63.64,108,36.36,07019
7,20,74,51,68.92,23,31.08,07020
7,21,210,119,56.67,91,43.33,07021
7,22,148,82,55.41,66,44.59,07022
7,23,212,125,58.96,87,41.04,07023
7,24,206,131,63.59,75,36.41,07024
7,25,281,189,67.26,92,32.74,07025
7,26,268,156,58.21,112,41.79,07026
7,27,324,197,60.8,127,39.2,07027
7,28,221,138,62.44,83,37.56,07028
7,29,195,135,69.23,60,30.77,07029
7,30,234,157,67.09,77,32.91,07030
7,31,213,141,66.2,72,33.8,07031
7,32,146,67,45.89,79,54.11,07032
7,33,177,110,62.15,67,37.85,07033
7,34,181,117,64.64,64,35.36,07034
7,35,274,173,63.14,101,36.86,07035
7,36,207,131,63.29,76,36.71,07036
7,37,97,56,57.73,41,42.27,07037
7,38,143,93,65.03,50,34.97,07038
7,39,183,114,62.3,69,37.7,07039
7,40,266,144,54.14,122,45.86,07040
7,41,187,118,63.1,69,36.9,07041
7,42,294,189,64.29,105,35.71,07042
7,43,239,152,63.6,87,36.4,07043
7,44,342,221,64.62,121,35.38,07044
7,45,328,178,54.27,150,45.73,07045
7,46,121,51,42.15,70,57.85,07046
7,47,180,114,63.33,66,36.67,07047
7,48,176,112,63.64,64,36.36,07048
7,49,107,75,70.09,32,29.91,07049
7,50,167,111,66.47,56,33.53,07050
7,51,338,210,62.13,128,37.87,07051
7,52,165,122,73.94,43,26.06,07052
7,53,171,122,71.35,49,28.65,07053
7,54,85,47,55.29,38,44.71,07054
7,55,184,125,67.93,59,32.07,07055
7,56,189,119,62.96,70,37.04,07056
7,57,163,95,58.28,68,41.72,07057
7,58,268,165,61.57,103,38.43,07058
7,59,113,66,58.41,47,41.59,07059
7,60,129,79,61.24,50,38.76,07060
7,61,177,128,72.32,49,27.68,07061
8,1,258,167,64.73,91,35.27,08001
8,2,115,75,65.22,40,34.78,08002
8,3,302,206,68.21,96,31.79,08003
8,4,232,145,62.5,87,37.5,08004
8,5,290,204,70.34,86,29.66,08005
8,6,251,168,66.93,83,33.07,08006
8,7,199,121,60.8,78,39.2,08007
8,8,279,191,68.46,88,31.54,08008
8,9,292,190,65.07,102,34.93,08009
8,10,337,239,70.92,98,29.08,08010
8,11,237,149,62.87,88,37.13,08011
8,12,214,145,67.76,69,32.24,08012
8,13,186,120,64.52,66,35.48,08013
8,14,124,84,67.74,40,32.26,08014
8,15,181,122,67.4,59,32.6,08015
8,16,254,176,69.29,78,30.71,08016
8,17,228,147,64.47,81,35.53,08017
8,18,139,97,69.78,42,30.22,08018
8,19,285,197,69.12,88,30.88,08019
8,20,177,123,69.49,54,30.51,08020
8,21,202,127,62.87,75,37.13,08021
8,22,199,119,59.8,80,40.2,08022
8,23,190,119,62.63,71,37.37,08023
8,24,252,174,69.05,78,30.95,08024
8,25,218,149,68.35,69,31.65,08025
8,26,157,105,66.88,52,33.12,08026
8,27,275,193,70.18,82,29.82,08027
8,28,201,136,67.66,65,32.34,08028
8,29,226,157,69.47,69,30.53,08029
8,30,218,141,64.68,77,35.32,08030
8,31,158,113,71.52,45,28.48,08031
8,32,318,210,66.04,108,33.96,08032
8,33,201,122,60.7,79,39.3,08033
8,34,286,187,65.38,99,34.62,08034
8,35,279,196,70.25,83,29.75,08035
8,36,205,129,62.93,76,37.07,08036
8,37,252,168,66.67,84,33.33,08037
8,38,214,131,61.21,83,38.79,08038
8,39,235,161,68.51,74,31.49,08039
8,40,177,121,68.36,56,31.64,08040
8,41,177,96,54.24,81,45.76,08041
8,42,260,167,64.23,93,35.77,08042
8,43,158,107,67.72,51,32.28,08043
8,44,195,126,64.62,69,35.38,08044
8,45,174,119,68.39,55,31.61,08045
8,46,192,141,73.44,51,26.56,08046
8,47,245,166,67.76,79,32.24,08047
8,48,203,124,61.08,79,38.92,08048
8,49,290,194,66.9,96,33.1,08049
8,50,245,166,67.76,79,32.24,08050
8,51,291,195,67.01,96,32.99,08051
8,52,244,162,66.39,82,33.61,08052
8,53,266,184,69.17,82,30.83,08053
8,54,244,158,64.75,86,35.25,08054
8,55,185,124,67.03,61,32.97,08055
8,56,220,150,68.18,70,31.82,08056
8,57,196,129,65.82,67,34.18,08057
8,58,248,165,66.53,83,33.47,08058
8,59,127,85,66.93,42,33.07,08059
8,60,198,132,66.67,66,33.33,08060
8,61,187,127,67.91,60,32.09,08061
8,62,230,150,65.22,80,34.78,08062
8,63,246,166,67.48,80,32.52,08063
8,64,214,139,64.95,75,35.05,08064
8,65,145,91,62.76,54,37.24,08065
8,66,320,219,68.44,101,31.56,08066
8,67,158,103,65.19,55,34.81,08067
8,68,134,84,62.69,50,37.31,08068
8,69,131,88,67.18,43,32.82,08069
8,70,262,172,65.65,90,34.35,08070
9,1,275,186,67.64,89,32.36,09001
9,2,221,140,63.35,81,36.65,09002
9,3,83,60,72.29,23,27.71,09003
9,4,216,163,75.46,53,24.54,09004
9,5,264,177,67.05,87,32.95,09005
9,6,247,172,69.64,75,30.36,09006
9,7,187,123,65.78,64,34.22,09007
9,8,236,175,74.15,61,25.85,09008
9,9,308,219,71.1,89,28.9,09009
9,10,203,134,66.01,69,33.99,09010
9,11,166,99,59.64,67,40.36,09011
9,12,202,133,65.84,69,34.16,09012
9,13,262,186,70.99,76,29.01,09013
9,14,321,205,63.86,116,36.14,09014
9,15,179,103,57.54,76,42.46,09015
9,16,153,99,64.71,54,35.29,09016
9,17,194,128,65.98,66,34.02,09017
9,18,239,161,67.36,78,32.64,09018
9,19,232,139,59.91,93,40.09,09019
9,20,242,157,64.88,85,35.12,09020
9,21,208,131,62.98,77,37.02,09021
9,22,270,174,64.44,96,35.56,09022
9,23,156,109,69.87,47,30.13,09023
9,24,95,68,71.58,27,28.42,09024
9,25,187,67,35.83,120,64.17,09025
9,26,130,85,65.38,45,34.62,09026
9,27,211,127,60.19,84,39.81,09027
9,28,114,53,46.49,61,53.51,09028
9,29,183,125,68.31,58,31.69,09029
9,30,241,173,71.78,68,28.22,09030
9,31,187,133,71.12,54,28.88,09031
9,32,213,148,69.48,65,30.52,09032
9,33,162,107,66.05,55,33.95,09033
9,34,186,124,66.67,62,33.33,09034
9,35,270,193,71.48,77,28.52,09035
9,36,264,180,68.18,84,31.82,09036
9,37,204,78,38.24,126,61.76,09037
9,38,215,152,70.7,63,29.3,09038
9,39,268,177,66.04,91,33.96,09039
9,40,249,174,69.88,75,30.12,09040
9,41,237,162,68.35,75,31.65,09041
9,42,78,56,71.79,22,28.21,09042
9,43,125,81,64.8,44,35.2,09043
9,44,128,88,68.75,40,31.25,09044
9,45,192,135,70.31,57,29.69,09045
9,46,184,133,72.28,51,27.72,09046
9,47,259,188,72.59,71,27.41,09047
9,48,268,185,69.03,83,30.97,09048
9,49,140,89,63.57,51,36.43,09049
9,50,235,159,67.66,76,32.34,09050
9,51,140,90,64.29,50,35.71,09051
9,52,252,176,69.84,76,30.16,09052
9,53,121,73,60.33,48,39.67,09053
10,1,195,68,34.87,127,65.13,10001
10,2,195,43,22.05,152,77.95,10002
10,3,262,47,17.94,215,82.06,10003
10,4,179,48,26.82,131,73.18,10004
10,5,224,59,26.34,165,73.66,10005
10,6,211,128,60.66,83,39.34,10006
10,7,59,20,33.9,39,66.1,10007
10,8,217,44,20.28,173,79.72,10008
10,9,250,45,18.0,205,82.0,10009
10,10,264,42,15.91,222,84.09,10010
10,11,278,43,15.47,235,84.53,10011
10,12,217,26,11.98,191,88.02,10012
10,13,224,28,12.5,196,87.5,10013
10,14,273,44,16.12,229,83.88,10014
10,15,105,15,14.29,90,85.71,10015
10,16,248,60,24.19,188,75.81,10016
10,17,219,45,20.55,174,79.45,10017
10,18,128,27,21.09,101,78.91,10018
10,19,299,42,14.05,257,85.95,10019
10,20,212,30,14.15,182,85.85,10020
10,21,232,58,25.0,174,75.0,10021
10,22,146,58,39.73,88,60.27,10022
10,23,174,16,9.2,158,90.8,10023
10,24,232,54,23.28,178,76.72,10024
10,25,239,57,23.85,182,76.15,10025
10,26,189,34,17.99,155,82.01,10026
10,27,309,39,12.62,270,87.38,10027
10,28,175,94,53.71,81,46.29,10028
10,29,179,110,61.45,69,38.55,10029
10,30,242,29,11.98,213,88.02,10030
10,31,249,23,9.24,226,90.76,10031
10,32,245,41,16.73,204,83.27,10032
10,33,245,22,8.98,223,91.02,10033
10,34,226,31,13.72,195,86.28,10034
10,35,215,26,12.09,189,87.91,10035
10,36,244,57,23.36,187,76.64,10036
10,37,134,51,38.06,83,61.94,10037
10,38,271,47,17.34,224,82.66,10038
10,39,225,39,17.33,186,82.67,10039
10,40,181,32,17.68,149,82.32,10040
10,41,311,37,11.9,274,88.1,10041
10,42,253,37,14.62,216,85.38,10042
10,43,115,41,35.65,74,64.35,10043
10,44,210,23,10.95,187,89.05,10044
10,45,143,12,8.39,131,91.61,10045
10,46,251,30,11.95,221,88.05,10046
10,47,227,33,14.54,194,85.46,10047
10,48,154,64,41.56,90,58.44,10048
11,1,303,50,16.5,253,83.5,11001
11,2,232,48,20.69,184,79.31,11002
11,3,183,27,14.75,156,85.25,11003
11,4,228,46,20.18,182,79.82,11004
11,5,140,33,23.57,107,76.43,11005
11,6,266,53,19.92,213,80.08,11006
11,7,216,41,18.98,175,81.02,11007
11,8,218,45,20.64,173,79.36,11008
11,9,163,33,20.25,130,79.75,11009
11,10,131,22,16.79,109,83.21,11010
11,11,347,83,23.92,264,76.08,11011
11,12,265,44,16.6,221,83.4,11012
11,13,198,45,22.73,153,77.27,11013
11,14,183,55,30.05,128,69.95,11014
11,15,207,30,14.49,177,85.51,11015
11,16,267,58,21.72,209,78.28,11016
11,17,308,53,17.21,255,82.79,11017
11,18,189,38,20.11,151,79.89,11018
11,19,200,38,19.0,162,81.0,11019
11,20,184,47,25.54,137,74.46,11020
11,21,216,50,23.15,166,76.85,11021
11,22,201,26,12.94,175,87.06,11022
11,23,169,25,14.79,144,85.21,11023
11,24,390,58,14.87,332,85.13,11024
11,25,230,37,16.09,193,83.91,11025
11,26,293,49,16.72,244,83.28,11026
11,27,242,44,18.18,198,81.82,11027
11,28,169,42,24.85,127,75.15,11028
11,29,254,46,18.11,208,81.89,11029
11,30,219,30,13.7,189,86.3,11030
11,31,183,38,20.77,145,79.23,11031
11,32,184,36,19.57,148,80.43,11032
11,33,150,31,20.67,119,79.33,11033
11,34,143,29,20.28,114,79.72,11034
11,35,344,92,26.74,252,73.26,11035
11,36,56,11,19.64,45,80.36,11036
11,37,301,42,13.95,259,86.05,11037
11,38,317,60,18.93,257,81.07,11038
11,39,339,66,19.47,273,80.53,11039
11,40,150,33,22.0,117,78.0,11040
11,41,134,30,22.39,104,77.61,11041
11,42,179,40,22.35,139,77.65,11042
11,43,247,62,25.1,185,74.9,11043
11,44,229,59,25.76,170,74.24,11044
11,45,114,36,31.58,78,68.42,11045
11,46,141,38,26.95,103,73.05,11046
11,47,187,41,21.93,146,78.07,11047
11,48,107,22,20.56,85,79.44,11048
11,49,207,44,21.26,163,78.74,11049
11,50,122,28,22.95,94,77.05,11050
12,1,132,18,13.64,114,86.36,12001
12,2,176,31,17.61,145,82.39,12002
12,3,182,14,7.69,168,92.31,12003
12,4,145,18,12.41,127,87.59,12004
12,5,141,15,10.64,126,89.36,12005
12,6,124,17,13.71,107,86.29,12006
12,7,239,29,12.13,210,87.87,12007
12,8,326,67,20.55,259,79.45,12008
12,9,178,15,8.43,163,91.57,12009
12,10,192,21,10.94,171,89.06,12010
12,11,262,24,9.16,238,90.84,12011
12,12,182,24,13.19,158,86.81,12012
12,13,290,43,14.83,247,85.17,12013
12,14,201,28,13.93,173,86.07,12014
12,15,168,22,13.1,146,86.9,12015
12,16,188,28,14.89,160,85.11,12016
12,17,234,62,26.5,172,73.5,12017
12,18,200,39,19.5,161,80.5,12018
12,19,261,41,15.71,220,84.29,12019
12,20,167,8,4.79,159,95.21,12020
12,21,201,31,15.42,170,84.58,12021
12,22,125,19,15.2,106,84.8,12022
12,23,210,25,11.9,185,88.1,12023
12,24,234,25,10.68,209,89.32,12024
13,1,264,42,15.91,222,84.09,13001
13,2,180,25,13.89,155,86.11,13002
13,3,281,41,14.59,240,85.41,13003
13,4,415,103,24.82,312,75.18,13004
13,5,290,38,13.1,252,86.9,13005
13,6,240,48,20.0,192,80.0,13006
13,7,228,23,10.09,205,89.91,13007
13,8,283,40,14.13,243,85.87,13008
13,9,271,33,12.18,238,87.82,13009
13,10,209,29,13.88,180,86.12,13010
13,11,222,41,18.47,181,81.53,13011
13,12,217,40,18.43,177,81.57,13012
13,13,291,24,8.25,267,91.75,13013
13,14,226,42,18.58,184,81.42,13014
13,15,328,23,7.01,305,92.99,13015
13,16,306,31,10.13,275,89.87,13016
13,17,266,52,19.55,214,80.45,13017
13,18,208,19,9.13,189,90.87,13018
13,19,291,39,13.4,252,86.6,13019
13,20,220,29,13.18,191,86.82,13020
13,21,293,74,25.26,219,74.74,13021
13,22,210,43,20.48,167,79.52,13022
13,23,254,49,19.29,205,80.71,13023
13,24,261,27,10.34,234,89.66,13024
13,25,241,44,18.26,197,81.74,13025
13,26,262,19,7.25,243,92.75,13026
