ward,precinct,total,Charles J. Wheelan,Charles J. Wheelan Percent,Sara Feigenholtz,Sara Feigenholtz Percent,John A. Fritchey,John A. Fritchey Percent,Victor A. Forys,Victor A. Forys Percent,Jan H. Donatelli,Jan H. Donatelli Percent,Frank Annunzio,Frank Annunzio Percent,Carlos A. Monteagudo,Carlos A. Monteagudo Percent,Paul J. Bryar,Paul J. Bryar Percent,Tom Geoghegan,Tom Geoghegan Percent,Cary Capparelli,Cary Capparelli Percent,Mike Quigley,Mike Quigley Percent,Patrick J. O'Connor,Patrick J. O'Connor Percent,precinct_id
45,9,133,3,2.26,14,10.53,32,24.06,31,23.31,1,0.75,2,1.5,0,0.0,11,8.27,5,3.76,1,0.75,25,18.8,8,6.02,45009
45,10,121,9,7.44,18,14.88,13,10.74,6,4.96,0,0.0,5,4.13,0,0.0,2,1.65,9,7.44,2,1.65,31,25.62,26,21.49,45010
45,11,105,4,3.81,10,9.52,25,23.81,24,22.86,3,2.86,3,2.86,2,1.9,0,0.0,1,0.95,2,1.9,15,14.29,16,15.24,45011
45,12,123,8,6.5,11,8.94,20,16.26,9,7.32,0,0.0,0,0.0,0,0.0,9,7.32,7,5.69,2,1.63,32,26.02,25,20.33,45012
45,13,197,3,1.52,8,4.06,89,45.18,36,18.27,0,0.0,1,0.51,1,0.51,2,1.02,7,3.55,3,1.52,27,13.71,20,10.15,45013
45,14,121,2,1.65,27,22.31,8,6.61,7,5.79,6,4.96,1,0.83,0,0.0,3,2.48,9,7.44,4,3.31,32,26.45,22,18.18,45014
45,15,143,3,2.1,9,6.29,28,19.58,33,23.08,3,2.1,1,0.7,1,0.7,6,4.2,13,9.09,7,4.9,27,18.88,12,8.39,45015
45,16,109,5,4.59,15,13.76,33,30.28,11,10.09,1,0.92,3,2.75,3,2.75,7,6.42,1,0.92,1,0.92,24,22.02,5,4.59,45016
45,17,95,1,1.05,7,7.37,23,24.21,10,10.53,1,1.05,1,1.05,0,0.0,3,3.16,8,8.42,4,4.21,25,26.32,12,12.63,45017
45,18,122,6,4.92,5,4.1,33,27.05,9,7.38,3,2.46,4,3.28,0,0.0,6,4.92,5,4.1,1,0.82,39,31.97,11,9.02,45018
45,19,144,2,1.39,10,6.94,48,33.33,9,6.25,0,0.0,1,0.69,0,0.0,1,0.69,7,4.86,6,4.17,36,25.0,24,16.67,45019
45,20,124,4,3.23,5,4.03,12,9.68,42,33.87,5,4.03,6,4.84,2,1.61,3,2.42,5,4.03,6,4.84,23,18.55,11,8.87,45020
45,21,120,3,2.5,7,5.83,21,17.5,21,17.5,1,0.83,7,5.83,0,0.0,4,3.33,5,4.17,0,0.0,31,25.83,20,16.67,45021
45,22,122,2,1.64,12,9.84,15,12.3,41,33.61,1,0.82,4,3.28,0,0.0,3,2.46,4,3.28,3,2.46,22,18.03,15,12.3,45022
45,23,151,2,1.32,7,4.64,24,15.89,37,24.5,6,3.97,0,0.0,0,0.0,9,5.96,3,1.99,3,1.99,37,24.5,23,15.23,45023
45,24,147,6,4.08,13,8.84,20,13.61,12,8.16,5,3.4,1,0.68,0,0.0,4,2.72,17,11.56,3,2.04,40,27.21,26,17.69,45024
45,25,143,6,4.2,15,10.49,38,26.57,34,23.78,2,1.4,1,0.7,0,0.0,2,1.4,4,2.8,3,2.1,27,18.88,11,7.69,45025
45,26,157,6,3.82,10,6.37,59,37.58,8,5.1,3,1.91,2,1.27,2,1.27,6,3.82,14,8.92,1,0.64,36,22.93,10,6.37,45026
45,27,106,0,0.0,14,13.21,25,23.58,19,17.92,1,0.94,1,0.94,1,0.94,7,6.6,9,8.49,1,0.94,11,10.38,17,16.04,45027
45,28,93,7,7.53,13,13.98,26,27.96,8,8.6,3,3.23,3,3.23,0,0.0,1,1.08,8,8.6,3,3.23,15,16.13,6,6.45,45028
45,29,138,6,4.35,19,13.77,12,8.7,53,38.41,3,2.17,3,2.17,0,0.0,2,1.45,10,7.25,3,2.17,18,13.04,9,6.52,45029
45,30,147,8,5.44,7,4.76,33,22.45,22,14.97,1,0.68,4,2.72,0,0.0,8,5.44,13,8.84,4,2.72,38,25.85,9,6.12,45030
45,31,105,3,2.86,8,7.62,25,23.81,16,15.24,2,1.9,2,1.9,3,2.86,7,6.67,12,11.43,1,0.95,13,12.38,13,12.38,45031
45,32,73,2,2.74,4,5.48,8,10.96,18,24.66,1,1.37,1,1.37,3,4.11,2,2.74,4,5.48,0,0.0,18,24.66,12,16.44,45032
45,33,116,8,6.9,11,9.48,18,15.52,20,17.24,2,1.72,1,0.86,0,0.0,4,3.45,3,2.59,2,1.72,33,28.45,14,12.07,45033
45,34,110,1,0.91,11,10.0,15,13.64,36,32.73,2,1.82,1,0.91,0,0.0,0,0.0,5,4.55,0,0.0,25,22.73,14,12.73,45034
45,35,133,6,4.51,15,11.28,46,34.59,11,8.27,0,0.0,2,1.5,0,0.0,6,4.51,5,3.76,4,3.01,31,23.31,7,5.26,45035
45,36,130,12,9.23,13,10.0,24,18.46,7,5.38,3,2.31,0,0.0,2,1.54,5,3.85,12,9.23,6,4.62,31,23.85,15,11.54,45036
45,37,96,2,2.08,13,13.54,27,28.13,12,12.5,1,1.04,0,0.0,2,2.08,4,4.17,2,2.08,3,3.13,19,19.79,11,11.46,45037
45,38,161,6,3.73,17,10.56,44,27.33,28,17.39,2,1.24,2,1.24,1,0.62,1,0.62,10,6.21,0,0.0,34,21.12,16,9.94,45038
45,39,153,12,7.84,13,8.5,74,48.37,17,11.11,2,1.31,0,0.0,0,0.0,2,1.31,3,1.96,0,0.0,23,15.03,7,4.58,45039
45,40,170,4,2.35,17,10.0,44,25.88,29,17.06,2,1.18,3,1.76,1,0.59,5,2.94,9,5.29,2,1.18,32,18.82,22,12.94,45040
45,41,44,1,2.27,8,18.18,9,20.45,3,6.82,0,0.0,2,4.55,0,0.0,3,6.82,1,2.27,1,2.27,10,22.73,6,13.64,45041
45,42,166,3,1.81,23,13.86,36,21.69,30,18.07,2,1.2,3,1.81,0,0.0,1,0.6,7,4.22,1,0.6,32,19.28,28,16.87,45042
45,43,119,4,3.36,7,5.88,20,16.81,36,30.25,1,0.84,2,1.68,2,1.68,5,4.2,6,5.04,3,2.52,26,21.85,7,5.88,45043
45,44,140,6,4.29,18,12.86,38,27.14,13,9.29,1,0.71,2,1.43,0,0.0,7,5.0,7,5.0,1,0.71,25,17.86,22,15.71,45044
45,45,102,3,2.94,10,9.8,15,14.71,41,40.2,0,0.0,1,0.98,0,0.0,3,2.94,6,5.88,1,0.98,14,13.73,8,7.84,45045
45,46,158,7,4.43,11,6.96,35,22.15,19,12.03,3,1.9,7,4.43,0,0.0,3,1.9,15,9.49,4,2.53,38,24.05,16,10.13,45046
45,47,128,3,2.34,10,7.81,31,24.22,38,29.69,1,0.78,2,1.56,0,0.0,2,1.56,4,3.13,2,1.56,26,20.31,9,7.03,45047
45,48,154,8,5.19,9,5.84,45,29.22,18,11.69,1,0.65,3,1.95,0,0.0,2,1.3,24,15.58,0,0.0,38,24.68,6,3.9,45048
45,49,123,6,4.88,12,9.76,33,26.83,9,7.32,1,0.81,2,1.63,0,0.0,12,9.76,0,0.0,1,0.81,28,22.76,19,15.45,45049
45,50,116,1,0.86,8,6.9,13,11.21,56,48.28,1,0.86,3,2.59,0,0.0,2,1.72,3,2.59,2,1.72,16,13.79,11,9.48,45050
45,51,120,7,5.83,4,3.33,18,15.0,21,17.5,1,0.83,5,4.17,0,0.0,7,5.83,1,0.83,8,6.67,27,22.5,21,17.5,45051
45,52,144,6,4.17,5,3.47,30,20.83,40,27.78,3,2.08,1,0.69,0,0.0,10,6.94,2,1.39,3,2.08,21,14.58,23,15.97,45052
45,53,103,2,1.94,14,13.59,17,16.5,32,31.07,0,0.0,0,0.0,0,0.0,1,0.97,9,8.74,5,4.85,19,18.45,4,3.88,45053
46,3,131,3,2.29,78,59.54,8,6.11,3,2.29,0,0.0,0,0.0,2,1.53,0,0.0,6,4.58,2,1.53,27,20.61,2,1.53,46003
46,5,54,5,9.26,25,46.3,5,9.26,0,0.0,0,0.0,0,0.0,1,1.85,1,1.85,2,3.7,0,0.0,15,27.78,0,0.0,46005
46,13,119,5,4.2,66,55.46,10,8.4,3,2.52,2,1.68,0,0.0,0,0.0,1,0.84,5,4.2,0,0.0,20,16.81,7,5.88,46013
46,17,231,9,3.9,130,56.28,8,3.46,1,0.43,1,0.43,0,0.0,1,0.43,0,0.0,12,5.19,3,1.3,62,26.84,4,1.73,46017
46,18,173,13,7.51,82,47.4,11,6.36,3,1.73,0,0.0,0,0.0,1,0.58,0,0.0,16,9.25,1,0.58,40,23.12,6,3.47,46018
46,24,71,2,2.82,34,47.89,4,5.63,5,7.04,1,1.41,0,0.0,0,0.0,0,0.0,4,5.63,0,0.0,17,23.94,4,5.63,46024
46,29,140,4,2.86,76,54.29,8,5.71,2,1.43,3,2.14,0,0.0,0,0.0,3,2.14,6,4.29,0,0.0,34,24.29,4,2.86,46029
46,31,140,14,10.0,61,43.57,4,2.86,1,0.71,1,0.71,1,0.71,0,0.0,0,0.0,11,7.86,0,0.0,45,32.14,2,1.43,46031
46,36,163,5,3.07,87,53.37,13,7.98,3,1.84,0,0.0,0,0.0,0,0.0,1,0.61,4,2.45,0,0.0,45,27.61,5,3.07,46036
46,37,84,6,7.14,43,51.19,5,5.95,1,1.19,1,1.19,2,2.38,1,1.19,0,0.0,5,5.95,0,0.0,17,20.24,3,3.57,46037
46,43,166,10,6.02,78,46.99,6,3.61,0,0.0,0,0.0,0,0.0,0,0.0,1,0.6,12,7.23,1,0.6,52,31.33,6,3.61,46043
46,44,86,4,4.65,50,58.14,14,16.28,0,0.0,0,0.0,0,0.0,0,0.0,1,1.16,3,3.49,0,0.0,12,13.95,2,2.33,46044
47,1,133,10,7.52,22,16.54,24,18.05,2,1.5,1,0.75,0,0.0,1,0.75,1,0.75,12,9.02,4,3.01,24,18.05,32,24.06,47001
47,2,137,14,10.22,22,16.06,30,21.9,2,1.46,2,1.46,0,0.0,0,0.0,0,0.0,10,7.3,1,0.73,44,32.12,12,8.76,47002
47,3,99,18,18.18,13,13.13,30,30.3,1,1.01,0,0.0,0,0.0,0,0.0,1,1.01,4,4.04,1,1.01,22,22.22,9,9.09,47003
47,4,192,18,9.38,41,21.35,63,32.81,2,1.04,1,0.52,0,0.0,0,0.0,2,1.04,12,6.25,0,0.0,44,22.92,9,4.69,47004
47,5,148,24,16.22,20,13.51,23,15.54,0,0.0,4,2.7,1,0.68,3,2.03,0,0.0,16,10.81,2,1.35,45,30.41,10,6.76,47005
47,6,157,20,12.74,28,17.83,40,25.48,1,0.64,0,0.0,0,0.0,0,0.0,1,0.64,19,12.1,0,0.0,44,28.03,4,2.55,47006
47,7,146,12,8.22,19,13.01,46,31.51,0,0.0,2,1.37,1,0.68,1,0.68,0,0.0,4,2.74,0,0.0,53,36.3,8,5.48,47007
47,8,194,14,7.22,29,14.95,56,28.87,0,0.0,1,0.52,0,0.0,2,1.03,11,5.67,13,6.7,2,1.03,52,26.8,14,7.22,47008
47,9,123,5,4.07,14,11.38,65,52.85,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,4.88,0,0.0,21,17.07,12,9.76,47009
47,10,58,7,12.07,10,17.24,8,13.79,0,0.0,1,1.72,0,0.0,0,0.0,2,3.45,12,20.69,0,0.0,17,29.31,1,1.72,47010
47,11,225,13,5.78,23,10.22,119,52.89,0,0.0,1,0.44,0,0.0,1,0.44,0,0.0,17,7.56,0,0.0,41,18.22,10,4.44,47011
47,12,138,12,8.7,20,14.49,30,21.74,1,0.72,1,0.72,0,0.0,0,0.0,1,0.72,12,8.7,0,0.0,43,31.16,18,13.04,47012
47,13,223,12,5.38,36,16.14,71,31.84,0,0.0,2,0.9,1,0.45,0,0.0,1,0.45,23,10.31,1,0.45,58,26.01,18,8.07,47013
47,14,112,10,8.93,19,16.96,25,22.32,1,0.89,2,1.79,0,0.0,0,0.0,3,2.68,11,9.82,2,1.79,33,29.46,6,5.36,47014
47,15,103,7,6.8,26,25.24,20,19.42,0,0.0,2,1.94,0,0.0,0,0.0,0,0.0,18,17.48,0,0.0,26,25.24,4,3.88,47015
47,16,122,17,13.93,25,20.49,22,18.03,0,0.0,1,0.82,0,0.0,1,0.82,1,0.82,12,9.84,1,0.82,31,25.41,11,9.02,47016
47,17,100,10,10.0,17,17.0,31,31.0,1,1.0,0,0.0,0,0.0,1,1.0,4,4.0,6,6.0,0,0.0,23,23.0,7,7.0,47017
47,18,138,18,13.04,17,12.32,21,15.22,0,0.0,0,0.0,0,0.0,1,0.72,4,2.9,19,13.77,0,0.0,52,37.68,6,4.35,47018
47,19,156,15,9.62,31,19.87,52,33.33,1,0.64,1,0.64,0,0.0,0,0.0,2,1.28,9,5.77,0,0.0,37,23.72,8,5.13,47019
47,20,128,11,8.59,25,19.53,15,11.72,2,1.56,2,1.56,0,0.0,0,0.0,1,0.78,25,19.53,0,0.0,42,32.81,5,3.91,47020
47,21,162,14,8.64,15,9.26,32,19.75,1,0.62,0,0.0,3,1.85,0,0.0,3,1.85,23,14.2,0,0.0,63,38.89,8,4.94,47021
47,22,161,24,14.91,21,13.04,40,24.84,1,0.62,2,1.24,0,0.0,0,0.0,2,1.24,10,6.21,0,0.0,48,29.81,13,8.07,47022
47,23,66,2,3.03,8,12.12,14,21.21,1,1.52,1,1.52,0,0.0,1,1.52,0,0.0,9,13.64,0,0.0,23,34.85,7,10.61,47023
47,24,100,10,10.0,20,20.0,16,16.0,1,1.0,1,1.0,0,0.0,0,0.0,2,2.0,16,16.0,0,0.0,32,32.0,2,2.0,47024
47,25,134,17,12.69,21,15.67,36,26.87,0,0.0,2,1.49,0,0.0,0,0.0,4,2.99,23,17.16,2,1.49,25,18.66,4,2.99,47025
47,26,164,10,6.1,42,25.61,16,9.76,1,0.61,2,1.22,2,1.22,2,1.22,1,0.61,22,13.41,2,1.22,53,32.32,11,6.71,47026
47,27,120,12,10.0,12,10.0,34,28.33,2,1.67,1,0.83,0,0.0,0,0.0,5,4.17,23,19.17,2,1.67,24,20.0,5,4.17,47027
47,28,182,15,8.24,26,14.29,51,28.02,0,0.0,4,2.2,0,0.0,4,2.2,3,1.65,15,8.24,1,0.55,50,27.47,13,7.14,47028
47,29,131,14,10.69,24,18.32,24,18.32,0,0.0,2,1.53,0,0.0,1,0.76,4,3.05,7,5.34,0,0.0,50,38.17,5,3.82,47029
47,30,132,4,3.03,33,25.0,43,32.58,0,0.0,1,0.76,0,0.0,1,0.76,1,0.76,11,8.33,0,0.0,29,21.97,9,6.82,47030
47,31,112,13,11.61,18,16.07,28,25.0,0,0.0,0,0.0,0,0.0,0,0.0,7,6.25,15,13.39,0,0.0,31,27.68,0,0.0,47031
47,32,119,8,6.72,26,21.85,11,9.24,3,2.52,3,2.52,0,0.0,1,0.84,0,0.0,23,19.33,0,0.0,41,34.45,3,2.52,47032
47,33,132,11,8.33,19,14.39,26,19.7,0,0.0,3,2.27,1,0.76,0,0.0,4,3.03,19,14.39,0,0.0,35,26.52,14,10.61,47033
47,34,155,7,4.52,27,17.42,26,16.77,2,1.29,4,2.58,0,0.0,1,0.65,5,3.23,21,13.55,2,1.29,52,33.55,8,5.16,47034
47,35,187,10,5.35,30,16.04,62,33.16,1,0.53,1,0.53,1,0.53,0,0.0,2,1.07,14,7.49,4,2.14,54,28.88,8,4.28,47035
47,36,148,5,3.38,38,25.68,30,20.27,4,2.7,1,0.68,0,0.0,0,0.0,3,2.03,24,16.22,0,0.0,38,25.68,5,3.38,47036
47,37,188,15,7.98,33,17.55,40,21.28,3,1.6,1,0.53,1,0.53,2,1.06,3,1.6,28,14.89,3,1.6,52,27.66,7,3.72,47037
47,38,147,14,9.52,27,18.37,25,17.01,2,1.36,3,2.04,1,0.68,1,0.68,9,6.12,8,5.44,1,0.68,47,31.97,9,6.12,47038
47,39,147,13,8.84,36,24.49,19,12.93,1,0.68,3,2.04,0,0.0,1,0.68,2,1.36,13,8.84,1,0.68,53,36.05,5,3.4,47039
47,40,110,6,5.45,20,18.18,33,30.0,3,2.73,0,0.0,0,0.0,1,0.91,0,0.0,18,16.36,0,0.0,24,21.82,5,4.55,47040
47,41,219,15,6.85,46,21.0,45,20.55,0,0.0,3,1.37,0,0.0,0,0.0,2,0.91,23,10.5,0,0.0,78,35.62,7,3.2,47041
47,42,93,10,10.75,13,13.98,18,19.35,1,1.08,1,1.08,1,1.08,0,0.0,0,0.0,8,8.6,0,0.0,35,37.63,6,6.45,47042
47,43,91,8,8.79,14,15.38,14,15.38,3,3.3,1,1.1,0,0.0,0,0.0,7,7.69,4,4.4,0,0.0,34,37.36,6,6.59,47043
47,44,122,8,6.56,24,19.67,20,16.39,10,8.2,2,1.64,1,0.82,1,0.82,4,3.28,7,5.74,2,1.64,36,29.51,7,5.74,47044
47,45,134,10,7.46,22,16.42,20,14.93,1,0.75,3,2.24,1,0.75,0,0.0,1,0.75,25,18.66,3,2.24,46,34.33,2,1.49,47045
47,46,95,5,5.26,14,14.74,25,26.32,1,1.05,1,1.05,0,0.0,0,0.0,2,2.11,8,8.42,1,1.05,26,27.37,12,12.63,47046
47,47,137,13,9.49,22,16.06,53,38.69,1,0.73,0,0.0,0,0.0,0,0.0,5,3.65,7,5.11,0,0.0,32,23.36,4,2.92,47047
47,48,45,0,0.0,7,15.56,26,57.78,3,6.67,0,0.0,0,0.0,0,0.0,0,0.0,1,2.22,0,0.0,6,13.33,2,4.44,47048
47,49,72,8,11.11,9,12.5,22,30.56,0,0.0,0,0.0,0,0.0,1,1.39,3,4.17,5,6.94,0,0.0,19,26.39,5,6.94,47049
47,50,103,6,5.83,16,15.53,28,27.18,0,0.0,4,3.88,0,0.0,1,0.97,3,2.91,10,9.71,0,0.0,31,30.1,4,3.88,47050
47,51,93,9,9.68,15,16.13,28,30.11,1,1.08,0,0.0,0,0.0,1,1.08,0,0.0,8,8.6,0,0.0,24,25.81,7,7.53,47051
47,52,155,6,3.87,22,14.19,70,45.16,4,2.58,0,0.0,1,0.65,1,0.65,0,0.0,9,5.81,0,0.0,32,20.65,10,6.45,47052
50,44,94,1,1.06,55,58.51,4,4.26,0,0.0,0,0.0,4,4.26,0,0.0,0,0.0,2,2.13,0,0.0,9,9.57,19,20.21,50044
50,45,77,3,3.9,41,53.25,2,2.6,2,2.6,0,0.0,1,1.3,0,0.0,0,0.0,4,5.19,0,0.0,14,18.18,10,12.99,50045
