ward,precinct,total,PETER FLYNN,PETER FLYNN Percent,precinct_id
19,22,267,267,100.0,19022
19,23,261,261,100.0,19023
19,24,211,211,100.0,19024
19,25,251,251,100.0,19025
19,26,214,214,100.0,19026
19,27,195,195,100.0,19027
19,28,285,285,100.0,19028
19,29,232,232,100.0,19029
19,30,249,249,100.0,19030
19,31,230,230,100.0,19031
19,32,251,251,100.0,19032
19,33,229,229,100.0,19033
19,34,228,228,100.0,19034
19,35,246,246,100.0,19035
19,36,237,237,100.0,19036
19,37,207,207,100.0,19037
19,38,225,225,100.0,19038
19,39,121,121,100.0,19039
19,40,259,259,100.0,19040
19,41,241,241,100.0,19041
19,42,171,171,100.0,19042
19,43,237,237,100.0,19043
19,44,211,211,100.0,19044
19,45,287,287,100.0,19045
19,46,268,268,100.0,19046
19,47,164,164,100.0,19047
19,48,298,298,100.0,19048
19,49,300,300,100.0,19049
19,50,257,257,100.0,19050
19,51,239,239,100.0,19051
19,52,184,184,100.0,19052
19,53,212,212,100.0,19053
19,54,176,176,100.0,19054
19,55,232,232,100.0,19055
19,56,248,248,100.0,19056
19,57,244,244,100.0,19057
19,58,259,259,100.0,19058
19,59,262,262,100.0,19059
19,61,282,282,100.0,19061
19,62,235,235,100.0,19062
19,63,160,160,100.0,19063
19,64,363,363,100.0,19064
19,65,204,204,100.0,19065
21,20,54,54,100.0,21020
21,56,95,95,100.0,21056
22,1,106,106,100.0,22001
22,15,145,145,100.0,22015
22,22,69,69,100.0,22022
23,1,201,201,100.0,23001
23,2,187,187,100.0,23002
23,3,180,180,100.0,23003
23,4,156,156,100.0,23004
23,5,161,161,100.0,23005
23,6,198,198,100.0,23006
23,7,157,157,100.0,23007
23,8,170,170,100.0,23008
23,9,109,109,100.0,23009
23,10,184,184,100.0,23010
23,11,216,216,100.0,23011
23,12,199,199,100.0,23012
23,13,222,222,100.0,23013
23,14,149,149,100.0,23014
23,15,201,201,100.0,23015
23,16,191,191,100.0,23016
23,17,238,238,100.0,23017
23,18,155,155,100.0,23018
23,19,194,194,100.0,23019
23,20,176,176,100.0,23020
23,21,169,169,100.0,23021
23,22,141,141,100.0,23022
23,24,133,133,100.0,23024
23,25,117,117,100.0,23025
23,26,202,202,100.0,23026
23,27,170,170,100.0,23027
23,28,207,207,100.0,23028
23,29,108,108,100.0,23029
23,30,181,181,100.0,23030
23,31,185,185,100.0,23031
23,32,207,207,100.0,23032
23,33,253,253,100.0,23033
23,34,170,170,100.0,23034
23,35,117,117,100.0,23035
23,36,269,269,100.0,23036
23,37,121,121,100.0,23037
23,38,146,146,100.0,23038
23,39,177,177,100.0,23039
23,40,197,197,100.0,23040
23,41,194,194,100.0,23041
23,42,140,140,100.0,23042
23,43,187,187,100.0,23043
23,44,170,170,100.0,23044
23,45,194,194,100.0,23045
23,46,182,182,100.0,23046
23,47,218,218,100.0,23047
23,48,186,186,100.0,23048
23,49,136,136,100.0,23049
23,50,114,114,100.0,23050
23,51,167,167,100.0,23051
23,52,211,211,100.0,23052
23,53,123,123,100.0,23053
23,54,194,194,100.0,23054
23,55,187,187,100.0,23055
23,56,177,177,100.0,23056
23,57,158,158,100.0,23057
23,58,245,245,100.0,23058
23,59,137,137,100.0,23059
23,60,203,203,100.0,23060
23,61,186,186,100.0,23061
23,62,166,166,100.0,23062
34,33,130,130,100.0,34033
