ward,precinct,total,MARGARET SMITH,MARGARET SMITH Percent,precinct_id
11,19,267,267,100.0,11019
11,20,365,365,100.0,11020
11,21,384,384,100.0,11021
11,24,372,372,100.0,11024
11,25,223,223,100.0,11025
11,30,0,0,0.0,11030
11,32,224,224,100.0,11032
11,33,407,407,100.0,11033
11,34,180,180,100.0,11034
11,35,305,305,100.0,11035
11,37,472,472,100.0,11037
11,38,383,383,100.0,11038
11,39,345,345,100.0,11039
11,40,312,312,100.0,11040
11,41,235,235,100.0,11041
11,42,183,183,100.0,11042
11,43,312,312,100.0,11043
11,44,293,293,100.0,11044
11,45,225,225,100.0,11045
11,46,198,198,100.0,11046
11,47,259,259,100.0,11047
11,48,152,152,100.0,11048
11,50,158,158,100.0,11050
11,51,265,265,100.0,11051
11,52,276,276,100.0,11052
11,53,239,239,100.0,11053
11,54,97,97,100.0,11054
25,3,145,145,100.0,25003
25,10,100,100,100.0,25010
25,14,218,218,100.0,25014
25,16,157,157,100.0,25016
25,18,199,199,100.0,25018
25,21,204,204,100.0,25021
27,1,1236,1236,100.0,27001
27,5,134,134,100.0,27005
27,6,285,285,100.0,27006
27,7,79,79,100.0,27007
27,9,278,278,100.0,27009
27,10,392,392,100.0,27010
27,12,83,83,100.0,27012
27,14,158,158,100.0,27014
27,17,442,442,100.0,27017
27,18,123,123,100.0,27018
27,20,461,461,100.0,27020
27,21,125,125,100.0,27021
27,28,260,260,100.0,27028
27,33,251,251,100.0,27033
27,37,323,323,100.0,27037
27,39,136,136,100.0,27039
27,43,221,221,100.0,27043
27,50,362,362,100.0,27050
27,51,172,172,100.0,27051
27,52,47,47,100.0,27052
27,53,547,547,100.0,27053
27,54,304,304,100.0,27054
27,55,99,99,100.0,27055
28,53,0,0,0.0,28053
32,46,0,0,0.0,32046
42,12,228,228,100.0,42012
42,14,781,781,100.0,42014
42,18,205,205,100.0,42018
42,21,278,278,100.0,42021
42,26,425,425,100.0,42026
42,32,242,242,100.0,42032
42,39,358,358,100.0,42039
42,48,186,186,100.0,42048
42,49,260,260,100.0,42049
42,67,327,327,100.0,42067
43,55,249,249,100.0,43055
