ward,precinct,total,John Kerry and John Edwards,John Kerry and John Edwards Percent,George Bush and Dick Cheney,George Bush and Dick Cheney Percent,M. Badnarik and R. Campagna,M. Badnarik and R. Campagna Percent,precinct_id
48,3,655,525,80.15,126,19.24,4,0.61,48003
48,4,565,424,75.04,137,24.25,4,0.71,48004
48,5,350,250,71.43,97,27.71,3,0.86,48005
48,6,588,477,81.12,109,18.54,2,0.34,48006
48,7,424,373,87.97,51,12.03,0,0.0,48007
48,8,335,225,67.16,110,32.84,0,0.0,48008
48,9,425,318,74.82,102,24.0,5,1.18,48009
48,10,345,285,82.61,59,17.1,1,0.29,48010
48,11,583,496,85.08,79,13.55,8,1.37,48011
48,12,484,407,84.09,74,15.29,3,0.62,48012
48,13,364,281,77.2,82,22.53,1,0.27,48013
48,14,556,371,66.73,181,32.55,4,0.72,48014
48,15,364,315,86.54,49,13.46,0,0.0,48015
48,16,402,328,81.59,72,17.91,2,0.5,48016
48,17,427,332,77.75,88,20.61,7,1.64,48017
48,18,379,322,84.96,55,14.51,2,0.53,48018
48,19,379,314,82.85,61,16.09,4,1.06,48019
48,20,203,157,77.34,45,22.17,1,0.49,48020
48,21,291,235,80.76,54,18.56,2,0.69,48021
48,22,483,372,77.02,109,22.57,2,0.41,48022
48,23,447,361,80.76,81,18.12,5,1.12,48023
48,24,387,311,80.36,71,18.35,5,1.29,48024
48,25,468,391,83.55,73,15.6,4,0.85,48025
48,26,494,391,79.15,100,20.24,3,0.61,48026
48,27,269,215,79.93,54,20.07,0,0.0,48027
48,28,349,280,80.23,67,19.2,2,0.57,48028
48,29,299,235,78.6,63,21.07,1,0.33,48029
48,30,423,355,83.92,68,16.08,0,0.0,48030
48,31,426,376,88.26,46,10.8,4,0.94,48031
48,32,507,457,90.14,43,8.48,7,1.38,48032
48,33,311,228,73.31,81,26.05,2,0.64,48033
48,34,330,227,68.79,102,30.91,1,0.3,48034
48,35,312,246,78.85,63,20.19,3,0.96,48035
48,36,346,291,84.1,54,15.61,1,0.29,48036
48,37,379,307,81.0,67,17.68,5,1.32,48037
48,38,475,387,81.47,84,17.68,4,0.84,48038
48,39,361,289,80.06,70,19.39,2,0.55,48039
48,40,314,266,84.71,46,14.65,2,0.64,48040
48,41,316,257,81.33,59,18.67,0,0.0,48041
48,42,383,344,89.82,39,10.18,0,0.0,48042
48,43,575,500,86.96,73,12.7,2,0.35,48043
48,44,506,434,85.77,68,13.44,4,0.79,48044
48,45,404,323,79.95,75,18.56,6,1.49,48045
48,46,382,314,82.2,65,17.02,3,0.79,48046
48,47,408,362,88.73,44,10.78,2,0.49,48047
48,48,406,344,84.73,61,15.02,1,0.25,48048
48,49,218,181,83.03,35,16.06,2,0.92,48049
48,50,504,427,84.72,73,14.48,4,0.79,48050
48,51,529,433,81.85,91,17.2,5,0.95,48051
48,52,329,286,86.93,42,12.77,1,0.3,48052
48,53,450,369,82.0,74,16.44,7,1.56,48053
48,54,345,295,85.51,50,14.49,0,0.0,48054
48,55,182,119,65.38,61,33.52,2,1.1,48055
48,56,221,192,86.88,28,12.67,1,0.45,48056
49,1,432,409,94.68,21,4.86,2,0.46,49001
49,2,407,331,81.33,74,18.18,2,0.49,49002
49,3,260,228,87.69,28,10.77,4,1.54,49003
49,4,232,208,89.66,22,9.48,2,0.86,49004
49,5,458,406,88.65,49,10.7,3,0.66,49005
49,6,466,385,82.62,77,16.52,4,0.86,49006
49,7,419,360,85.92,56,13.37,3,0.72,49007
49,8,405,326,80.49,77,19.01,2,0.49,49008
49,9,410,353,86.1,53,12.93,4,0.98,49009
49,10,366,306,83.61,59,16.12,1,0.27,49010
49,11,284,246,86.62,35,12.32,3,1.06,49011
49,12,446,398,89.24,45,10.09,3,0.67,49012
49,13,477,391,81.97,80,16.77,6,1.26,49013
49,14,451,380,84.26,70,15.52,1,0.22,49014
49,15,405,360,88.89,43,10.62,2,0.49,49015
49,16,289,249,86.16,38,13.15,2,0.69,49016
49,17,81,67,82.72,14,17.28,0,0.0,49017
49,18,262,215,82.06,44,16.79,3,1.15,49018
49,19,379,346,91.29,25,6.6,8,2.11,49019
49,20,483,414,85.71,64,13.25,5,1.04,49020
49,21,489,351,71.78,133,27.2,5,1.02,49021
49,22,340,302,88.82,33,9.71,5,1.47,49022
49,23,390,336,86.15,50,12.82,4,1.03,49023
49,24,184,169,91.85,13,7.07,2,1.09,49024
49,25,480,435,90.63,41,8.54,4,0.83,49025
49,26,437,304,69.57,130,29.75,3,0.69,49026
49,27,555,504,90.81,49,8.83,2,0.36,49027
49,28,398,352,88.44,44,11.06,2,0.5,49028
49,29,562,488,86.83,71,12.63,3,0.53,49029
49,30,416,359,86.3,55,13.22,2,0.48,49030
49,31,177,163,92.09,14,7.91,0,0.0,49031
49,32,363,308,84.85,47,12.95,8,2.2,49032
49,33,376,331,88.03,45,11.97,0,0.0,49033
49,34,439,401,91.34,34,7.74,4,0.91,49034
49,35,531,457,86.06,70,13.18,4,0.75,49035
49,36,564,488,86.52,71,12.59,5,0.89,49036
49,37,191,145,75.92,44,23.04,2,1.05,49037
49,38,346,325,93.93,19,5.49,2,0.58,49038
49,39,394,352,89.34,40,10.15,2,0.51,49039
49,40,370,305,82.43,65,17.57,0,0.0,49040
49,41,398,327,82.16,69,17.34,2,0.5,49041
49,42,467,415,88.87,51,10.92,1,0.21,49042
49,43,457,414,90.59,40,8.75,3,0.66,49043
49,44,460,402,87.39,58,12.61,0,0.0,49044
50,1,517,302,58.41,211,40.81,4,0.77,50001
50,2,494,312,63.16,181,36.64,1,0.2,50002
50,3,374,252,67.38,121,32.35,1,0.27,50003
50,4,411,304,73.97,106,25.79,1,0.24,50004
50,5,451,239,52.99,210,46.56,2,0.44,50005
50,6,338,274,81.07,61,18.05,3,0.89,50006
50,7,438,336,76.71,98,22.37,4,0.91,50007
50,8,394,291,73.86,101,25.63,2,0.51,50008
50,9,352,271,76.99,79,22.44,2,0.57,50009
50,10,365,215,58.9,147,40.27,3,0.82,50010
50,11,411,215,52.31,196,47.69,0,0.0,50011
50,12,264,170,64.39,93,35.23,1,0.38,50012
50,13,520,449,86.35,68,13.08,3,0.58,50013
50,14,196,148,75.51,48,24.49,0,0.0,50014
50,15,455,353,77.58,98,21.54,4,0.88,50015
50,16,211,147,69.67,64,30.33,0,0.0,50016
50,17,428,269,62.85,159,37.15,0,0.0,50017
50,18,379,254,67.02,124,32.72,1,0.26,50018
50,19,343,260,75.8,82,23.91,1,0.29,50019
50,20,418,277,66.27,139,33.25,2,0.48,50020
50,21,446,326,73.09,114,25.56,6,1.35,50021
50,22,494,394,79.76,95,19.23,5,1.01,50022
50,23,292,176,60.27,116,39.73,0,0.0,50023
50,24,465,333,71.61,132,28.39,0,0.0,50024
50,25,428,196,45.79,232,54.21,0,0.0,50025
50,26,380,280,73.68,99,26.05,1,0.26,50026
50,27,162,109,67.28,53,32.72,0,0.0,50027
50,28,458,310,67.69,146,31.88,2,0.44,50028
50,29,445,354,79.55,88,19.78,3,0.67,50029
50,30,383,196,51.17,183,47.78,4,1.04,50030
50,31,163,113,69.33,50,30.67,0,0.0,50031
50,32,381,316,82.94,64,16.8,1,0.26,50032
50,33,324,203,62.65,117,36.11,4,1.23,50033
50,34,386,358,92.75,27,6.99,1,0.26,50034
50,35,475,384,80.84,88,18.53,3,0.63,50035
50,36,413,278,67.31,133,32.2,2,0.48,50036
50,37,457,354,77.46,100,21.88,3,0.66,50037
50,38,254,190,74.8,64,25.2,0,0.0,50038
50,39,430,278,64.65,150,34.88,2,0.47,50039
50,40,474,201,42.41,269,56.75,4,0.84,50040
50,41,507,251,49.51,254,50.1,2,0.39,50041
50,42,387,275,71.06,110,28.42,2,0.52,50042
50,43,426,358,84.04,68,15.96,0,0.0,50043
50,44,359,169,47.08,189,52.65,1,0.28,50044
50,45,221,83,37.56,136,61.54,2,0.9,50045
