ward,precinct,total,Michelle Jordan,Michelle Jordan Percent,John Joseph Coyne,John Joseph Coyne Percent,precinct_id
2,54,430,342,79.53,88,20.47,02054
2,55,100,82,82.0,18,18.0,02055
2,56,230,221,96.09,9,3.91,02056
2,57,106,94,88.68,12,11.32,02057
2,58,220,185,84.09,35,15.91,02058
2,59,309,260,84.14,49,15.86,02059
3,1,195,194,99.49,1,0.51,03001
3,2,327,318,97.25,9,2.75,03002
3,3,245,205,83.67,40,16.33,03003
3,4,92,90,97.83,2,2.17,03004
3,5,153,140,91.5,13,8.5,03005
3,6,236,231,97.88,5,2.12,03006
3,7,215,206,95.81,9,4.19,03007
3,8,64,62,96.88,2,3.13,03008
3,9,190,188,98.95,2,1.05,03009
3,10,130,123,94.62,7,5.38,03010
3,11,170,167,98.24,3,1.76,03011
3,12,274,268,97.81,6,2.19,03012
3,13,164,129,78.66,35,21.34,03013
3,14,139,134,96.4,5,3.6,03014
3,15,305,297,97.38,8,2.62,03015
3,16,477,464,97.27,13,2.73,03016
3,17,219,217,99.09,2,0.91,03017
3,18,169,166,98.22,3,1.78,03018
3,19,82,78,95.12,4,4.88,03019
3,20,5,5,100.0,0,0.0,03020
3,21,164,162,98.78,2,1.22,03021
3,22,188,185,98.4,3,1.6,03022
3,23,31,31,100.0,0,0.0,03023
3,24,203,201,99.01,2,0.99,03024
3,25,9,9,100.0,0,0.0,03025
3,26,182,177,97.25,5,2.75,03026
3,27,8,8,100.0,0,0.0,03027
3,28,208,200,96.15,8,3.85,03028
3,29,172,169,98.26,3,1.74,03029
3,30,201,196,97.51,5,2.49,03030
3,31,346,333,96.24,13,3.76,03031
3,32,247,241,97.57,6,2.43,03032
3,33,324,312,96.3,12,3.7,03033
3,34,162,155,95.68,7,4.32,03034
3,35,255,248,97.25,7,2.75,03035
3,36,146,138,94.52,8,5.48,03036
3,37,125,116,92.8,9,7.2,03037
3,38,56,55,98.21,1,1.79,03038
3,39,295,285,96.61,10,3.39,03039
3,40,202,194,96.04,8,3.96,03040
3,41,270,265,98.15,5,1.85,03041
3,42,226,218,96.46,8,3.54,03042
3,43,72,70,97.22,2,2.78,03043
3,44,143,137,95.8,6,4.2,03044
3,45,93,91,97.85,2,2.15,03045
3,46,207,202,97.58,5,2.42,03046
3,47,195,188,96.41,7,3.59,03047
3,48,209,203,97.13,6,2.87,03048
3,49,99,97,97.98,2,2.02,03049
3,50,233,222,95.28,11,4.72,03050
3,51,96,71,73.96,25,26.04,03051
3,52,130,130,100.0,0,0.0,03052
3,53,295,233,78.98,62,21.02,03053
3,54,126,100,79.37,26,20.63,03054
3,55,224,216,96.43,8,3.57,03055
3,56,212,204,96.23,8,3.77,03056
3,57,286,270,94.41,16,5.59,03057
3,58,97,95,97.94,2,2.06,03058
3,59,144,144,100.0,0,0.0,03059
3,60,308,300,97.4,8,2.6,03060
3,61,245,196,80.0,49,20.0,03061
3,62,153,148,96.73,5,3.27,03062
3,63,540,392,72.59,148,27.41,03063
4,1,348,320,91.95,28,8.05,04001
4,2,366,354,96.72,12,3.28,04002
4,3,470,450,95.74,20,4.26,04003
4,4,428,413,96.5,15,3.5,04004
4,5,355,336,94.65,19,5.35,04005
4,6,126,125,99.21,1,0.79,04006
4,7,247,241,97.57,6,2.43,04007
4,8,322,310,96.27,12,3.73,04008
4,9,534,518,97.0,16,3.0,04009
4,10,414,400,96.62,14,3.38,04010
4,11,366,354,96.72,12,3.28,04011
4,12,198,193,97.47,5,2.53,04012
4,13,302,288,95.36,14,4.64,04013
4,14,276,266,96.38,10,3.62,04014
4,15,220,207,94.09,13,5.91,04015
4,16,457,444,97.16,13,2.84,04016
4,17,399,340,85.21,59,14.79,04017
4,18,413,406,98.31,7,1.69,04018
4,19,377,367,97.35,10,2.65,04019
4,20,148,144,97.3,4,2.7,04020
4,21,419,401,95.7,18,4.3,04021
4,22,439,415,94.53,24,5.47,04022
4,23,262,239,91.22,23,8.78,04023
4,24,390,373,95.64,17,4.36,04024
4,25,315,308,97.78,7,2.22,04025
4,26,349,345,98.85,4,1.15,04026
4,27,310,294,94.84,16,5.16,04027
4,28,280,248,88.57,32,11.43,04028
4,29,264,232,87.88,32,12.12,04029
4,30,127,125,98.43,2,1.57,04030
4,31,69,67,97.1,2,2.9,04031
4,32,436,396,90.83,40,9.17,04032
4,33,158,154,97.47,4,2.53,04033
4,34,275,238,86.55,37,13.45,04034
4,35,212,207,97.64,5,2.36,04035
4,36,194,188,96.91,6,3.09,04036
4,37,164,159,96.95,5,3.05,04037
4,38,515,490,95.15,25,4.85,04038
4,39,228,227,99.56,1,0.44,04039
4,40,355,338,95.21,17,4.79,04040
4,41,217,194,89.4,23,10.6,04041
4,42,362,332,91.71,30,8.29,04042
4,43,278,267,96.04,11,3.96,04043
4,44,319,289,90.6,30,9.4,04044
4,45,476,449,94.33,27,5.67,04045
4,46,313,300,95.85,13,4.15,04046
4,47,630,586,93.02,44,6.98,04047
4,48,504,466,92.46,38,7.54,04048
4,49,122,117,95.9,5,4.1,04049
4,50,276,268,97.1,8,2.9,04050
4,51,342,331,96.78,11,3.22,04051
4,52,107,105,98.13,2,1.87,04052
4,53,312,299,95.83,13,4.17,04053
4,54,224,210,93.75,14,6.25,04054
4,55,270,251,92.96,19,7.04,04055
4,56,343,333,97.08,10,2.92,04056
4,57,141,139,98.58,2,1.42,04057
5,1,376,366,97.34,10,2.66,05001
5,2,288,282,97.92,6,2.08,05002
5,3,216,202,93.52,14,6.48,05003
5,4,231,226,97.84,5,2.16,05004
5,5,286,279,97.55,7,2.45,05005
5,6,374,364,97.33,10,2.67,05006
5,7,330,319,96.67,11,3.33,05007
5,8,455,417,91.65,38,8.35,05008
5,9,312,308,98.72,4,1.28,05009
5,10,331,323,97.58,8,2.42,05010
5,11,366,334,91.26,32,8.74,05011
5,12,249,242,97.19,7,2.81,05012
5,13,270,264,97.78,6,2.22,05013
5,14,433,399,92.15,34,7.85,05014
5,15,354,324,91.53,30,8.47,05015
5,16,264,256,96.97,8,3.03,05016
5,17,346,338,97.69,8,2.31,05017
5,18,345,336,97.39,9,2.61,05018
5,19,175,169,96.57,6,3.43,05019
5,20,196,190,96.94,6,3.06,05020
5,21,346,334,96.53,12,3.47,05021
5,22,273,263,96.34,10,3.66,05022
5,23,252,244,96.83,8,3.17,05023
5,24,235,220,93.62,15,6.38,05024
5,25,385,372,96.62,13,3.38,05025
5,26,342,329,96.2,13,3.8,05026
5,27,636,544,85.53,92,14.47,05027
5,28,331,316,95.47,15,4.53,05028
5,29,366,354,96.72,12,3.28,05029
5,30,344,298,86.63,46,13.37,05030
5,31,319,307,96.24,12,3.76,05031
5,32,437,415,94.97,22,5.03,05032
5,33,188,185,98.4,3,1.6,05033
5,34,346,336,97.11,10,2.89,05034
5,35,301,267,88.7,34,11.3,05035
5,36,236,230,97.46,6,2.54,05036
5,37,311,285,91.64,26,8.36,05037
5,38,326,304,93.25,22,6.75,05038
5,39,418,385,92.11,33,7.89,05039
5,40,428,419,97.9,9,2.1,05040
5,41,330,300,90.91,30,9.09,05041
5,42,359,342,95.26,17,4.74,05042
5,43,345,334,96.81,11,3.19,05043
5,44,400,392,98.0,8,2.0,05044
5,45,210,205,97.62,5,2.38,05045
5,46,452,402,88.94,50,11.06,05046
5,47,281,273,97.15,8,2.85,05047
5,48,253,238,94.07,15,5.93,05048
5,49,68,67,98.53,1,1.47,05049
5,50,289,280,96.89,9,3.11,05050
5,51,232,223,96.12,9,3.88,05051
5,52,128,120,93.75,8,6.25,05052
5,53,343,312,90.96,31,9.04,05053
5,54,377,368,97.61,9,2.39,05054
5,55,240,234,97.5,6,2.5,05055
6,1,363,353,97.25,10,2.75,06001
6,2,381,368,96.59,13,3.41,06002
6,3,338,331,97.93,7,2.07,06003
6,4,214,202,94.39,12,5.61,06004
6,5,218,213,97.71,5,2.29,06005
6,6,274,267,97.45,7,2.55,06006
6,7,357,346,96.92,11,3.08,06007
6,8,297,288,96.97,9,3.03,06008
6,9,212,208,98.11,4,1.89,06009
6,10,353,342,96.88,11,3.12,06010
6,11,313,308,98.4,5,1.6,06011
6,12,318,307,96.54,11,3.46,06012
6,13,333,317,95.2,16,4.8,06013
6,14,357,351,98.32,6,1.68,06014
6,15,337,329,97.63,8,2.37,06015
6,16,340,332,97.65,8,2.35,06016
6,17,397,387,97.48,10,2.52,06017
6,18,112,109,97.32,3,2.68,06018
6,19,398,390,97.99,8,2.01,06019
6,20,299,285,95.32,14,4.68,06020
6,21,291,280,96.22,11,3.78,06021
6,22,347,340,97.98,7,2.02,06022
6,23,282,268,95.04,14,4.96,06023
6,24,334,327,97.9,7,2.1,06024
6,25,253,245,96.84,8,3.16,06025
6,26,351,346,98.58,5,1.42,06026
6,27,400,388,97.0,12,3.0,06027
6,28,520,503,96.73,17,3.27,06028
6,29,367,360,98.09,7,1.91,06029
6,30,306,298,97.39,8,2.61,06030
6,31,381,375,98.43,6,1.57,06031
6,32,358,350,97.77,8,2.23,06032
6,33,363,352,96.97,11,3.03,06033
6,34,341,337,98.83,4,1.17,06034
6,35,438,427,97.49,11,2.51,06035
6,36,210,206,98.1,4,1.9,06036
6,37,337,328,97.33,9,2.67,06037
6,38,372,356,95.7,16,4.3,06038
6,39,324,314,96.91,10,3.09,06039
6,40,252,247,98.02,5,1.98,06040
6,41,342,330,96.49,12,3.51,06041
6,42,268,259,96.64,9,3.36,06042
6,43,362,355,98.07,7,1.93,06043
6,44,332,326,98.19,6,1.81,06044
6,45,196,192,97.96,4,2.04,06045
6,46,290,281,96.9,9,3.1,06046
6,47,348,342,98.28,6,1.72,06047
6,48,357,348,97.48,9,2.52,06048
6,49,328,312,95.12,16,4.88,06049
6,50,329,319,96.96,10,3.04,06050
6,51,256,249,97.27,7,2.73,06051
6,52,286,276,96.5,10,3.5,06052
6,53,296,288,97.3,8,2.7,06053
6,54,339,333,98.23,6,1.77,06054
6,55,316,306,96.84,10,3.16,06055
6,56,250,243,97.2,7,2.8,06056
6,57,217,215,99.08,2,0.92,06057
6,58,333,325,97.6,8,2.4,06058
6,59,305,300,98.36,5,1.64,06059
6,60,225,219,97.33,6,2.67,06060
6,61,206,198,96.12,8,3.88,06061
6,62,112,108,96.43,4,3.57,06062
6,63,302,295,97.68,7,2.32,06063
6,64,339,330,97.35,9,2.65,06064
6,65,123,121,98.37,2,1.63,06065
6,66,331,323,97.58,8,2.42,06066
7,1,310,303,97.74,7,2.26,07001
7,2,421,404,95.96,17,4.04,07002
7,3,290,280,96.55,10,3.45,07003
7,4,335,309,92.24,26,7.76,07004
7,5,312,298,95.51,14,4.49,07005
7,6,268,261,97.39,7,2.61,07006
7,7,227,222,97.8,5,2.2,07007
7,8,144,136,94.44,8,5.56,07008
7,9,300,294,98.0,6,2.0,07009
7,10,282,277,98.23,5,1.77,07010
7,11,308,298,96.75,10,3.25,07011
7,12,277,260,93.86,17,6.14,07012
7,13,237,230,97.05,7,2.95,07013
7,14,385,365,94.81,20,5.19,07014
7,15,208,200,96.15,8,3.85,07015
7,16,279,273,97.85,6,2.15,07016
7,17,236,232,98.31,4,1.69,07017
7,18,255,241,94.51,14,5.49,07018
7,19,469,450,95.95,19,4.05,07019
7,20,197,188,95.43,9,4.57,07020
7,21,317,299,94.32,18,5.68,07021
7,22,252,243,96.43,9,3.57,07022
7,23,215,206,95.81,9,4.19,07023
7,24,262,250,95.42,12,4.58,07024
7,25,351,341,97.15,10,2.85,07025
7,26,379,372,98.15,7,1.85,07026
7,27,388,376,96.91,12,3.09,07027
7,28,367,358,97.55,9,2.45,07028
7,29,167,161,96.41,6,3.59,07029
7,30,296,287,96.96,9,3.04,07030
7,31,286,277,96.85,9,3.15,07031
7,32,308,276,89.61,32,10.39,07032
7,33,205,198,96.59,7,3.41,07033
7,34,249,245,98.39,4,1.61,07034
7,35,161,154,95.65,7,4.35,07035
7,36,351,344,98.01,7,1.99,07036
7,37,121,116,95.87,5,4.13,07037
7,38,236,229,97.03,7,2.97,07038
7,39,276,268,97.1,8,2.9,07039
7,40,306,299,97.71,7,2.29,07040
7,41,217,209,96.31,8,3.69,07041
7,42,487,475,97.54,12,2.46,07042
7,43,327,321,98.17,6,1.83,07043
7,44,439,421,95.9,18,4.1,07044
7,45,403,386,95.78,17,4.22,07045
7,46,102,102,100.0,0,0.0,07046
7,47,257,246,95.72,11,4.28,07047
7,48,146,141,96.58,5,3.42,07048
7,49,160,159,99.38,1,0.63,07049
7,50,193,186,96.37,7,3.63,07050
7,51,275,272,98.91,3,1.09,07051
7,52,243,237,97.53,6,2.47,07052
7,53,227,222,97.8,5,2.2,07053
7,54,153,145,94.77,8,5.23,07054
7,55,235,226,96.17,9,3.83,07055
7,56,268,258,96.27,10,3.73,07056
7,57,243,237,97.53,6,2.47,07057
7,58,304,288,94.74,16,5.26,07058
7,59,187,182,97.33,5,2.67,07059
7,60,200,196,98.0,4,2.0,07060
7,61,251,241,96.02,10,3.98,07061
7,62,243,236,97.12,7,2.88,07062
7,63,250,233,93.2,17,6.8,07063
7,64,253,238,94.07,15,5.93,07064
7,65,293,281,95.9,12,4.1,07065
8,1,354,345,97.46,9,2.54,08001
8,2,181,177,97.79,4,2.21,08002
8,3,378,366,96.83,12,3.17,08003
8,4,316,305,96.52,11,3.48,08004
8,5,328,316,96.34,12,3.66,08005
8,6,358,349,97.49,9,2.51,08006
8,7,263,255,96.96,8,3.04,08007
8,8,346,341,98.55,5,1.45,08008
8,9,398,386,96.98,12,3.02,08009
8,10,421,407,96.67,14,3.33,08010
8,11,298,286,95.97,12,4.03,08011
8,12,337,326,96.74,11,3.26,08012
8,13,279,274,98.21,5,1.79,08013
8,14,361,352,97.51,9,2.49,08014
8,15,283,273,96.47,10,3.53,08015
8,16,335,324,96.72,11,3.28,08016
8,17,284,273,96.13,11,3.87,08017
8,18,246,240,97.56,6,2.44,08018
8,19,405,395,97.53,10,2.47,08019
8,20,263,258,98.1,5,1.9,08020
8,21,237,232,97.89,5,2.11,08021
8,22,305,293,96.07,12,3.93,08022
8,23,332,327,98.49,5,1.51,08023
8,24,344,336,97.67,8,2.33,08024
8,25,329,323,98.18,6,1.82,08025
8,26,247,241,97.57,6,2.43,08026
8,27,351,336,95.73,15,4.27,08027
8,28,293,289,98.63,4,1.37,08028
8,29,411,401,97.57,10,2.43,08029
8,30,282,274,97.16,8,2.84,08030
8,31,270,264,97.78,6,2.22,08031
8,32,507,497,98.03,10,1.97,08032
8,33,320,313,97.81,7,2.19,08033
8,34,392,381,97.19,11,2.81,08034
8,35,371,365,98.38,6,1.62,08035
8,36,337,332,98.52,5,1.48,08036
8,37,425,413,97.18,12,2.82,08037
8,38,340,334,98.24,6,1.76,08038
8,39,377,368,97.61,9,2.39,08039
8,40,374,369,98.66,5,1.34,08040
8,41,309,303,98.06,6,1.94,08041
8,42,340,331,97.35,9,2.65,08042
8,43,348,342,98.28,6,1.72,08043
8,44,226,222,98.23,4,1.77,08044
8,45,310,301,97.1,9,2.9,08045
8,46,280,270,96.43,10,3.57,08046
8,47,334,321,96.11,13,3.89,08047
8,48,262,258,98.47,4,1.53,08048
8,49,395,390,98.73,5,1.27,08049
8,50,340,337,99.12,3,0.88,08050
8,51,399,389,97.49,10,2.51,08051
8,52,329,325,98.78,4,1.22,08052
8,53,348,343,98.56,5,1.44,08053
8,54,350,338,96.57,12,3.43,08054
8,55,415,398,95.9,17,4.1,08055
8,56,383,376,98.17,7,1.83,08056
8,57,298,294,98.66,4,1.34,08057
8,58,358,354,98.88,4,1.12,08058
8,59,255,244,95.69,11,4.31,08059
8,60,300,290,96.67,10,3.33,08060
8,61,259,254,98.07,5,1.93,08061
8,62,275,270,98.18,5,1.82,08062
8,63,349,343,98.28,6,1.72,08063
8,64,336,330,98.21,6,1.79,08064
8,65,219,218,99.54,1,0.46,08065
8,66,473,461,97.46,12,2.54,08066
8,67,186,177,95.16,9,4.84,08067
8,68,283,270,95.41,13,4.59,08068
8,69,296,292,98.65,4,1.35,08069
8,70,477,464,97.27,13,2.73,08070
9,1,356,349,98.03,7,1.97,09001
9,2,393,379,96.44,14,3.56,09002
9,3,284,277,97.54,7,2.46,09003
9,4,377,359,95.23,18,4.77,09004
9,5,350,341,97.43,9,2.57,09005
9,6,316,303,95.89,13,4.11,09006
9,7,307,294,95.77,13,4.23,09007
9,8,252,245,97.22,7,2.78,09008
9,9,336,328,97.62,8,2.38,09009
9,10,333,319,95.8,14,4.2,09010
9,11,232,226,97.41,6,2.59,09011
9,12,348,334,95.98,14,4.02,09012
9,13,426,414,97.18,12,2.82,09013
9,14,417,402,96.4,15,3.6,09014
9,15,209,205,98.09,4,1.91,09015
9,16,395,384,97.22,11,2.78,09016
9,17,295,289,97.97,6,2.03,09017
9,18,378,364,96.3,14,3.7,09018
9,19,382,375,98.17,7,1.83,09019
9,20,366,355,96.99,11,3.01,09020
9,21,247,241,97.57,6,2.43,09021
9,22,376,370,98.4,6,1.6,09022
9,23,280,272,97.14,8,2.86,09023
9,24,231,228,98.7,3,1.3,09024
9,25,204,197,96.57,7,3.43,09025
9,26,216,214,99.07,2,0.93,09026
9,27,195,188,96.41,7,3.59,09027
9,28,252,231,91.67,21,8.33,09028
9,29,305,296,97.05,9,2.95,09029
9,30,243,241,99.18,2,0.82,09030
9,31,318,310,97.48,8,2.52,09031
9,32,371,361,97.3,10,2.7,09032
9,33,228,221,96.93,7,3.07,09033
9,34,306,300,98.04,6,1.96,09034
9,35,328,321,97.87,7,2.13,09035
9,36,195,190,97.44,5,2.56,09036
9,37,300,242,80.67,58,19.33,09037
9,38,356,348,97.75,8,2.25,09038
9,39,322,317,98.45,5,1.55,09039
9,40,373,364,97.59,9,2.41,09040
9,41,394,380,96.45,14,3.55,09041
9,42,242,233,96.28,9,3.72,09042
9,43,274,260,94.89,14,5.11,09043
9,44,268,259,96.64,9,3.36,09044
9,45,373,363,97.32,10,2.68,09045
9,46,288,281,97.57,7,2.43,09046
9,47,220,201,91.36,19,8.64,09047
9,48,312,306,98.08,6,1.92,09048
9,49,190,183,96.32,7,3.68,09049
9,50,136,131,96.32,5,3.68,09050
9,51,223,219,98.21,4,1.79,09051
9,52,308,300,97.4,8,2.6,09052
9,53,239,231,96.65,8,3.35,09053
9,54,284,278,97.89,6,2.11,09054
9,55,174,166,95.4,8,4.6,09055
9,56,195,191,97.95,4,2.05,09056
9,57,230,181,78.7,49,21.3,09057
9,58,272,265,97.43,7,2.57,09058
10,1,259,245,94.59,14,5.41,10001
10,2,209,156,74.64,53,25.36,10002
10,3,265,179,67.55,86,32.45,10003
10,4,272,247,90.81,25,9.19,10004
10,5,226,167,73.89,59,26.11,10005
10,6,254,245,96.46,9,3.54,10006
10,7,74,68,91.89,6,8.11,10007
10,8,245,168,68.57,77,31.43,10008
10,9,254,166,65.35,88,34.65,10009
10,10,239,155,64.85,84,35.15,10010
10,11,265,210,79.25,55,20.75,10011
10,12,216,160,74.07,56,25.93,10012
10,13,183,126,68.85,57,31.15,10013
10,14,263,174,66.16,89,33.84,10014
10,15,125,89,71.2,36,28.8,10015
10,16,250,155,62.0,95,38.0,10016
10,17,210,156,74.29,54,25.71,10017
10,18,292,264,90.41,28,9.59,10018
10,19,284,208,73.24,76,26.76,10019
10,20,208,154,74.04,54,25.96,10020
10,21,186,123,66.13,63,33.87,10021
10,22,76,57,75.0,19,25.0,10022
10,23,229,191,83.41,38,16.59,10023
10,24,217,142,65.44,75,34.56,10024
10,25,313,294,93.93,19,6.07,10025
10,26,236,183,77.54,53,22.46,10026
10,27,271,202,74.54,69,25.46,10027
10,28,248,241,97.18,7,2.82,10028
10,29,261,250,95.79,11,4.21,10029
10,30,272,219,80.51,53,19.49,10030
10,31,269,217,80.67,52,19.33,10031
10,32,277,216,77.98,61,22.02,10032
10,33,253,204,80.63,49,19.37,10033
10,34,266,234,87.97,32,12.03,10034
10,35,242,198,81.82,44,18.18,10035
10,36,289,277,95.85,12,4.15,10036
10,37,251,236,94.02,15,5.98,10037
10,38,281,206,73.31,75,26.69,10038
10,39,244,194,79.51,50,20.49,10039
10,40,192,174,90.63,18,9.38,10040
10,41,295,210,71.19,85,28.81,10041
10,42,239,160,66.95,79,33.05,10042
10,43,174,157,90.23,17,9.77,10043
10,44,247,207,83.81,40,16.19,10044
10,45,151,117,77.48,34,22.52,10045
10,46,255,209,81.96,46,18.04,10046
10,47,224,176,78.57,48,21.43,10047
10,48,246,234,95.12,12,4.88,10048
10,49,221,214,96.83,7,3.17,10049
11,1,314,259,82.48,55,17.52,11001
11,2,288,232,80.56,56,19.44,11002
11,3,257,220,85.6,37,14.4,11003
11,4,355,297,83.66,58,16.34,11004
11,5,225,188,83.56,37,16.44,11005
11,6,383,312,81.46,71,18.54,11006
11,7,248,201,81.05,47,18.95,11007
11,8,304,252,82.89,52,17.11,11008
11,9,270,230,85.19,40,14.81,11009
11,10,197,166,84.26,31,15.74,11010
11,11,410,328,80.0,82,20.0,11011
11,12,315,254,80.63,61,19.37,11012
11,13,342,291,85.09,51,14.91,11013
11,14,270,226,83.7,44,16.3,11014
11,15,242,196,80.99,46,19.01,11015
11,16,340,297,87.35,43,12.65,11016
11,17,371,300,80.86,71,19.14,11017
11,18,200,168,84.0,32,16.0,11018
11,19,292,245,83.9,47,16.1,11019
11,20,222,197,88.74,25,11.26,11020
11,21,287,250,87.11,37,12.89,11021
11,22,217,193,88.94,24,11.06,11022
11,23,243,211,86.83,32,13.17,11023
11,24,514,444,86.38,70,13.62,11024
11,25,224,187,83.48,37,16.52,11025
11,26,409,346,84.6,63,15.4,11026
11,27,267,221,82.77,46,17.23,11027
11,28,270,242,89.63,28,10.37,11028
11,29,358,311,86.87,47,13.13,11029
11,30,305,257,84.26,48,15.74,11030
11,31,190,148,77.89,42,22.11,11031
11,32,243,204,83.95,39,16.05,11032
11,33,216,185,85.65,31,14.35,11033
11,34,154,131,85.06,23,14.94,11034
11,35,410,367,89.51,43,10.49,11035
11,36,80,70,87.5,10,12.5,11036
11,37,321,267,83.18,54,16.82,11037
11,38,420,348,82.86,72,17.14,11038
11,39,347,300,86.46,47,13.54,11039
11,40,204,169,82.84,35,17.16,11040
11,41,202,178,88.12,24,11.88,11041
11,42,230,189,82.17,41,17.83,11042
11,43,371,300,80.86,71,19.14,11043
11,44,300,243,81.0,57,19.0,11044
11,45,163,130,79.75,33,20.25,11045
11,46,166,153,92.17,13,7.83,11046
11,47,243,203,83.54,40,16.46,11047
11,48,132,101,76.52,31,23.48,11048
11,49,259,224,86.49,35,13.51,11049
11,50,206,165,80.1,41,19.9,11050
12,1,116,92,79.31,24,20.69,12001
12,2,158,128,81.01,30,18.99,12002
12,3,155,138,89.03,17,10.97,12003
12,4,146,122,83.56,24,16.44,12004
12,5,193,163,84.46,30,15.54,12005
12,6,117,97,82.91,20,17.09,12006
12,7,74,64,86.49,10,13.51,12007
12,8,283,218,77.03,65,22.97,12008
12,9,151,125,82.78,26,17.22,12009
12,10,99,76,76.77,23,23.23,12010
12,11,146,123,84.25,23,15.75,12011
12,12,165,127,76.97,38,23.03,12012
12,13,128,96,75.0,32,25.0,12013
12,14,126,106,84.13,20,15.87,12014
12,15,149,133,89.26,16,10.74,12015
12,16,137,111,81.02,26,18.98,12016
12,17,141,107,75.89,34,24.11,12017
12,18,196,174,88.78,22,11.22,12018
12,19,145,119,82.07,26,17.93,12019
12,20,175,131,74.86,44,25.14,12020
12,21,201,158,78.61,43,21.39,12021
12,22,139,111,79.86,28,20.14,12022
12,23,113,89,78.76,24,21.24,12023
12,24,254,208,81.89,46,18.11,12024
12,25,135,111,82.22,24,17.78,12025
12,26,148,115,77.7,33,22.3,12026
12,27,111,75,67.57,36,32.43,12027
12,28,165,126,76.36,39,23.64,12028
12,29,203,153,75.37,50,24.63,12029
