ward,precinct,total,"Eugene """"Gene"""" Moore","Eugene """"Gene"""" Moore Percent",John H. Cox,John H. Cox Percent,precinct_id
2,53,207,195,94.2,12,5.8,02053
2,54,487,362,74.33,125,25.67,02054
2,55,120,95,79.17,25,20.83,02055
2,56,286,269,94.06,17,5.94,02056
2,57,134,122,91.04,12,8.96,02057
2,58,260,217,83.46,43,16.54,02058
2,59,364,275,75.55,89,24.45,02059
3,1,250,240,96.0,10,4.0,03001
3,2,395,374,94.68,21,5.32,03002
3,3,286,236,82.52,50,17.48,03003
3,4,124,122,98.39,2,1.61,03004
3,5,201,188,93.53,13,6.47,03005
3,6,302,283,93.71,19,6.29,03006
3,7,260,237,91.15,23,8.85,03007
3,8,79,77,97.47,2,2.53,03008
3,9,239,231,96.65,8,3.35,03009
3,10,163,159,97.55,4,2.45,03010
3,11,198,189,95.45,9,4.55,03011
3,12,334,323,96.71,11,3.29,03012
3,13,212,163,76.89,49,23.11,03013
3,14,167,161,96.41,6,3.59,03014
3,15,385,368,95.58,17,4.42,03015
3,16,563,544,96.63,19,3.37,03016
3,17,244,235,96.31,9,3.69,03017
3,18,195,187,95.9,8,4.1,03018
3,19,111,107,96.4,4,3.6,03019
3,20,7,7,100.0,0,0.0,03020
3,21,205,194,94.63,11,5.37,03021
3,22,223,218,97.76,5,2.24,03022
3,23,40,38,95.0,2,5.0,03023
3,24,246,236,95.93,10,4.07,03024
3,25,13,13,100.0,0,0.0,03025
3,26,222,213,95.95,9,4.05,03026
3,27,10,10,100.0,0,0.0,03027
3,28,254,234,92.13,20,7.87,03028
3,29,232,222,95.69,10,4.31,03029
3,30,242,231,95.45,11,4.55,03030
3,31,413,392,94.92,21,5.08,03031
3,32,305,302,99.02,3,0.98,03032
3,33,407,385,94.59,22,5.41,03033
3,34,207,199,96.14,8,3.86,03034
3,35,306,295,96.41,11,3.59,03035
3,36,174,167,95.98,7,4.02,03036
3,37,161,153,95.03,8,4.97,03037
3,38,70,67,95.71,3,4.29,03038
3,39,326,315,96.63,11,3.37,03039
3,40,241,232,96.27,9,3.73,03040
3,41,342,328,95.91,14,4.09,03041
3,42,295,281,95.25,14,4.75,03042
3,43,83,80,96.39,3,3.61,03043
3,44,178,163,91.57,15,8.43,03044
3,45,120,115,95.83,5,4.17,03045
3,46,246,239,97.15,7,2.85,03046
3,47,242,232,95.87,10,4.13,03047
3,48,277,263,94.95,14,5.05,03048
3,49,116,111,95.69,5,4.31,03049
3,50,285,269,94.39,16,5.61,03050
3,51,119,89,74.79,30,25.21,03051
3,52,169,166,98.22,3,1.78,03052
3,53,369,307,83.2,62,16.8,03053
3,54,137,97,70.8,40,29.2,03054
3,55,257,248,96.5,9,3.5,03055
3,56,249,241,96.79,8,3.21,03056
3,57,355,338,95.21,17,4.79,03057
3,58,111,108,97.3,3,2.7,03058
3,59,182,172,94.51,10,5.49,03059
3,60,389,369,94.86,20,5.14,03060
3,61,281,222,79.0,59,21.0,03061
3,62,210,197,93.81,13,6.19,03062
3,63,595,413,69.41,182,30.59,03063
4,1,376,342,90.96,34,9.04,04001
4,2,449,433,96.44,16,3.56,04002
4,3,561,539,96.08,22,3.92,04003
4,4,531,515,96.99,16,3.01,04004
4,5,421,406,96.44,15,3.56,04005
4,6,131,130,99.24,1,0.76,04006
4,7,286,281,98.25,5,1.75,04007
4,8,402,385,95.77,17,4.23,04008
4,9,620,594,95.81,26,4.19,04009
4,10,516,498,96.51,18,3.49,04010
4,11,454,438,96.48,16,3.52,04011
4,12,241,229,95.02,12,4.98,04012
4,13,331,308,93.05,23,6.95,04013
4,14,344,333,96.8,11,3.2,04014
4,15,252,236,93.65,16,6.35,04015
4,16,518,505,97.49,13,2.51,04016
4,17,428,358,83.64,70,16.36,04017
4,18,510,492,96.47,18,3.53,04018
4,19,473,460,97.25,13,2.75,04019
4,20,181,173,95.58,8,4.42,04020
4,21,451,431,95.57,20,4.43,04021
4,22,477,453,94.97,24,5.03,04022
4,23,312,278,89.1,34,10.9,04023
4,24,471,437,92.78,34,7.22,04024
4,25,377,357,94.69,20,5.31,04025
4,26,432,419,96.99,13,3.01,04026
4,27,378,359,94.97,19,5.03,04027
4,28,302,263,87.09,39,12.91,04028
4,29,304,258,84.87,46,15.13,04029
4,30,173,167,96.53,6,3.47,04030
4,31,82,77,93.9,5,6.1,04031
4,32,474,409,86.29,65,13.71,04032
4,33,191,180,94.24,11,5.76,04033
4,34,291,247,84.88,44,15.12,04034
4,35,277,268,96.75,9,3.25,04035
4,36,222,217,97.75,5,2.25,04036
4,37,228,208,91.23,20,8.77,04037
4,38,575,520,90.43,55,9.57,04038
4,39,279,272,97.49,7,2.51,04039
4,40,403,375,93.05,28,6.95,04040
4,41,237,196,82.7,41,17.3,04041
4,42,421,383,90.97,38,9.03,04042
4,43,305,287,94.1,18,5.9,04043
4,44,340,294,86.47,46,13.53,04044
4,45,551,508,92.2,43,7.8,04045
4,46,380,360,94.74,20,5.26,04046
4,47,706,644,91.22,62,8.78,04047
4,48,561,490,87.34,71,12.66,04048
4,49,183,173,94.54,10,5.46,04049
4,50,329,316,96.05,13,3.95,04050
4,51,426,413,96.95,13,3.05,04051
4,52,123,119,96.75,4,3.25,04052
4,53,374,355,94.92,19,5.08,04053
4,54,253,234,92.49,19,7.51,04054
4,55,302,272,90.07,30,9.93,04055
4,56,442,428,96.83,14,3.17,04056
4,57,165,150,90.91,15,9.09,04057
5,1,455,437,96.04,18,3.96,05001
5,2,371,356,95.96,15,4.04,05002
5,3,245,221,90.2,24,9.8,05003
5,4,288,279,96.88,9,3.13,05004
5,5,371,354,95.42,17,4.58,05005
5,6,471,455,96.6,16,3.4,05006
5,7,406,392,96.55,14,3.45,05007
5,8,448,370,82.59,78,17.41,05008
5,9,390,375,96.15,15,3.85,05009
5,10,434,413,95.16,21,4.84,05010
5,11,392,338,86.22,54,13.78,05011
5,12,301,287,95.35,14,4.65,05012
5,13,336,325,96.73,11,3.27,05013
5,14,482,435,90.25,47,9.75,05014
5,15,406,368,90.64,38,9.36,05015
5,16,374,357,95.45,17,4.55,05016
5,17,450,430,95.56,20,4.44,05017
5,18,457,438,95.84,19,4.16,05018
5,19,225,214,95.11,11,4.89,05019
5,20,228,221,96.93,7,3.07,05020
5,21,457,440,96.28,17,3.72,05021
5,22,345,325,94.2,20,5.8,05022
5,23,317,307,96.85,10,3.15,05023
5,24,283,250,88.34,33,11.66,05024
5,25,473,446,94.29,27,5.71,05025
5,26,417,400,95.92,17,4.08,05026
5,27,654,525,80.28,129,19.72,05027
5,28,398,372,93.47,26,6.53,05028
5,29,432,416,96.3,16,3.7,05029
5,30,351,281,80.06,70,19.94,05030
5,31,384,366,95.31,18,4.69,05031
5,32,505,478,94.65,27,5.35,05032
5,33,220,213,96.82,7,3.18,05033
5,34,420,406,96.67,14,3.33,05034
5,35,347,294,84.73,53,15.27,05035
5,36,302,291,96.36,11,3.64,05036
5,37,335,296,88.36,39,11.64,05037
5,38,358,305,85.2,53,14.8,05038
5,39,410,332,80.98,78,19.02,05039
5,40,510,490,96.08,20,3.92,05040
5,41,349,291,83.38,58,16.62,05041
5,42,445,420,94.38,25,5.62,05042
5,43,407,387,95.09,20,4.91,05043
5,44,488,471,96.52,17,3.48,05044
5,45,262,251,95.8,11,4.2,05045
5,46,484,417,86.16,67,13.84,05046
5,47,364,350,96.15,14,3.85,05047
5,48,284,259,91.2,25,8.8,05048
5,49,87,84,96.55,3,3.45,05049
5,50,349,332,95.13,17,4.87,05050
5,51,311,303,97.43,8,2.57,05051
5,52,138,114,82.61,24,17.39,05052
5,53,398,357,89.7,41,10.3,05053
5,54,484,459,94.83,25,5.17,05054
5,55,317,299,94.32,18,5.68,05055
6,1,421,409,97.15,12,2.85,06001
6,2,428,411,96.03,17,3.97,06002
6,3,421,401,95.25,20,4.75,06003
6,4,270,261,96.67,9,3.33,06004
6,5,289,281,97.23,8,2.77,06005
6,6,332,317,95.48,15,4.52,06006
6,7,483,464,96.07,19,3.93,06007
6,8,365,353,96.71,12,3.29,06008
6,9,259,252,97.3,7,2.7,06009
6,10,439,417,94.99,22,5.01,06010
6,11,382,372,97.38,10,2.62,06011
6,12,412,386,93.69,26,6.31,06012
6,13,402,388,96.52,14,3.48,06013
6,14,464,448,96.55,16,3.45,06014
6,15,453,427,94.26,26,5.74,06015
6,16,418,402,96.17,16,3.83,06016
6,17,477,460,96.44,17,3.56,06017
6,18,151,147,97.35,4,2.65,06018
6,19,460,446,96.96,14,3.04,06019
6,20,385,360,93.51,25,6.49,06020
6,21,342,328,95.91,14,4.09,06021
6,22,413,393,95.16,20,4.84,06022
6,23,348,327,93.97,21,6.03,06023
6,24,410,394,96.1,16,3.9,06024
6,25,321,311,96.88,10,3.12,06025
6,26,436,426,97.71,10,2.29,06026
6,27,479,465,97.08,14,2.92,06027
6,28,597,576,96.48,21,3.52,06028
6,29,438,422,96.35,16,3.65,06029
6,30,379,365,96.31,14,3.69,06030
6,31,451,435,96.45,16,3.55,06031
6,32,477,464,97.27,13,2.73,06032
6,33,455,431,94.73,24,5.27,06033
6,34,411,395,96.11,16,3.89,06034
6,35,514,494,96.11,20,3.89,06035
6,36,280,262,93.57,18,6.43,06036
6,37,395,382,96.71,13,3.29,06037
6,38,444,429,96.62,15,3.38,06038
6,39,393,385,97.96,8,2.04,06039
6,40,306,289,94.44,17,5.56,06040
6,41,400,385,96.25,15,3.75,06041
6,42,341,319,93.55,22,6.45,06042
6,43,441,427,96.83,14,3.17,06043
6,44,409,390,95.35,19,4.65,06044
6,45,248,242,97.58,6,2.42,06045
6,46,342,328,95.91,14,4.09,06046
6,47,422,407,96.45,15,3.55,06047
6,48,414,406,98.07,8,1.93,06048
6,49,408,386,94.61,22,5.39,06049
6,50,381,370,97.11,11,2.89,06050
6,51,299,285,95.32,14,4.68,06051
6,52,335,326,97.31,9,2.69,06052
6,53,380,360,94.74,20,5.26,06053
6,54,413,403,97.58,10,2.42,06054
6,55,361,340,94.18,21,5.82,06055
6,56,297,293,98.65,4,1.35,06056
6,57,272,261,95.96,11,4.04,06057
6,58,375,361,96.27,14,3.73,06058
6,59,358,347,96.93,11,3.07,06059
6,60,269,253,94.05,16,5.95,06060
6,61,280,272,97.14,8,2.86,06061
6,62,136,132,97.06,4,2.94,06062
6,63,355,342,96.34,13,3.66,06063
6,64,382,365,95.55,17,4.45,06064
6,65,158,156,98.73,2,1.27,06065
6,66,416,394,94.71,22,5.29,06066
7,1,354,341,96.33,13,3.67,07001
7,2,508,474,93.31,34,6.69,07002
7,3,362,347,95.86,15,4.14,07003
7,4,379,342,90.24,37,9.76,07004
7,5,371,353,95.15,18,4.85,07005
7,6,340,323,95.0,17,5.0,07006
7,7,263,251,95.44,12,4.56,07007
7,8,168,156,92.86,12,7.14,07008
7,9,342,328,95.91,14,4.09,07009
7,10,334,318,95.21,16,4.79,07010
7,11,363,350,96.42,13,3.58,07011
7,12,310,294,94.84,16,5.16,07012
7,13,295,280,94.92,15,5.08,07013
7,14,452,423,93.58,29,6.42,07014
7,15,244,229,93.85,15,6.15,07015
7,16,341,322,94.43,19,5.57,07016
7,17,281,270,96.09,11,3.91,07017
7,18,292,277,94.86,15,5.14,07018
7,19,582,549,94.33,33,5.67,07019
7,20,254,235,92.52,19,7.48,07020
7,21,374,347,92.78,27,7.22,07021
7,22,290,279,96.21,11,3.79,07022
7,23,257,244,94.94,13,5.06,07023
7,24,315,301,95.56,14,4.44,07024
7,25,409,393,96.09,16,3.91,07025
7,26,448,428,95.54,20,4.46,07026
7,27,447,434,97.09,13,2.91,07027
7,28,442,419,94.8,23,5.2,07028
7,29,195,187,95.9,8,4.1,07029
7,30,345,333,96.52,12,3.48,07030
7,31,341,330,96.77,11,3.23,07031
7,32,373,337,90.35,36,9.65,07032
7,33,259,245,94.59,14,5.41,07033
7,34,309,300,97.09,9,2.91,07034
7,35,199,189,94.97,10,5.03,07035
7,36,410,394,96.1,16,3.9,07036
7,37,159,152,95.6,7,4.4,07037
7,38,294,278,94.56,16,5.44,07038
7,39,335,326,97.31,9,2.69,07039
7,40,368,344,93.48,24,6.52,07040
7,41,260,250,96.15,10,3.85,07041
7,42,585,571,97.61,14,2.39,07042
7,43,390,370,94.87,20,5.13,07043
7,44,540,507,93.89,33,6.11,07044
7,45,470,444,94.47,26,5.53,07045
7,46,135,122,90.37,13,9.63,07046
7,47,305,283,92.79,22,7.21,07047
7,48,179,171,95.53,8,4.47,07048
7,49,202,194,96.04,8,3.96,07049
7,50,220,210,95.45,10,4.55,07050
7,51,310,299,96.45,11,3.55,07051
7,52,306,293,95.75,13,4.25,07052
7,53,270,261,96.67,9,3.33,07053
7,54,191,177,92.67,14,7.33,07054
7,55,286,274,95.8,12,4.2,07055
7,56,302,289,95.7,13,4.3,07056
7,57,288,283,98.26,5,1.74,07057
7,58,367,345,94.01,22,5.99,07058
7,59,220,214,97.27,6,2.73,07059
7,60,232,220,94.83,12,5.17,07060
7,61,294,278,94.56,16,5.44,07061
7,62,314,299,95.22,15,4.78,07062
7,63,297,276,92.93,21,7.07,07063
7,64,295,277,93.9,18,6.1,07064
7,65,356,342,96.07,14,3.93,07065
8,1,407,395,97.05,12,2.95,08001
8,2,217,210,96.77,7,3.23,08002
8,3,446,431,96.64,15,3.36,08003
8,4,352,344,97.73,8,2.27,08004
8,5,394,374,94.92,20,5.08,08005
8,6,412,398,96.6,14,3.4,08006
8,7,306,294,96.08,12,3.92,08007
8,8,396,387,97.73,9,2.27,08008
8,9,454,437,96.26,17,3.74,08009
8,10,481,467,97.09,14,2.91,08010
8,11,349,340,97.42,9,2.58,08011
8,12,393,366,93.13,27,6.87,08012
8,13,332,313,94.28,19,5.72,08013
8,14,418,404,96.65,14,3.35,08014
8,15,333,319,95.8,14,4.2,08015
8,16,375,363,96.8,12,3.2,08016
8,17,318,312,98.11,6,1.89,08017
8,18,296,282,95.27,14,4.73,08018
8,19,451,437,96.9,14,3.1,08019
8,20,304,296,97.37,8,2.63,08020
8,21,293,280,95.56,13,4.44,08021
8,22,370,358,96.76,12,3.24,08022
8,23,386,372,96.37,14,3.63,08023
8,24,413,400,96.85,13,3.15,08024
8,25,384,371,96.61,13,3.39,08025
8,26,311,299,96.14,12,3.86,08026
8,27,412,399,96.84,13,3.16,08027
8,28,334,327,97.9,7,2.1,08028
8,29,468,455,97.22,13,2.78,08029
8,30,322,308,95.65,14,4.35,08030
8,31,324,313,96.6,11,3.4,08031
8,32,588,570,96.94,18,3.06,08032
8,33,361,344,95.29,17,4.71,08033
8,34,471,446,94.69,25,5.31,08034
8,35,449,438,97.55,11,2.45,08035
8,36,382,370,96.86,12,3.14,08036
8,37,501,486,97.01,15,2.99,08037
8,38,386,376,97.41,10,2.59,08038
8,39,423,411,97.16,12,2.84,08039
8,40,432,418,96.76,14,3.24,08040
8,41,341,331,97.07,10,2.93,08041
8,42,388,375,96.65,13,3.35,08042
8,43,413,393,95.16,20,4.84,08043
8,44,262,254,96.95,8,3.05,08044
8,45,360,341,94.72,19,5.28,08045
8,46,319,308,96.55,11,3.45,08046
8,47,395,382,96.71,13,3.29,08047
8,48,308,295,95.78,13,4.22,08048
8,49,442,430,97.29,12,2.71,08049
8,50,383,376,98.17,7,1.83,08050
8,51,451,438,97.12,13,2.88,08051
8,52,364,355,97.53,9,2.47,08052
8,53,410,394,96.1,16,3.9,08053
8,54,408,385,94.36,23,5.64,08054
8,55,487,468,96.1,19,3.9,08055
8,56,448,433,96.65,15,3.35,08056
8,57,340,326,95.88,14,4.12,08057
8,58,398,384,96.48,14,3.52,08058
8,59,293,273,93.17,20,6.83,08059
8,60,349,338,96.85,11,3.15,08060
8,61,325,313,96.31,12,3.69,08061
8,62,329,317,96.35,12,3.65,08062
8,63,400,390,97.5,10,2.5,08063
8,64,382,372,97.38,10,2.62,08064
8,65,247,237,95.95,10,4.05,08065
8,66,562,540,96.09,22,3.91,08066
8,67,214,208,97.2,6,2.8,08067
8,68,330,315,95.45,15,4.55,08068
8,69,321,315,98.13,6,1.87,08069
8,70,581,551,94.84,30,5.16,08070
9,1,441,425,96.37,16,3.63,09001
9,2,484,477,98.55,7,1.45,09002
9,3,381,360,94.49,21,5.51,09003
9,4,465,434,93.33,31,6.67,09004
9,5,445,429,96.4,16,3.6,09005
9,6,391,377,96.42,14,3.58,09006
9,7,397,376,94.71,21,5.29,09007
9,8,321,313,97.51,8,2.49,09008
9,9,422,410,97.16,12,2.84,09009
9,10,405,387,95.56,18,4.44,09010
9,11,319,306,95.92,13,4.08,09011
9,12,426,406,95.31,20,4.69,09012
9,13,514,494,96.11,20,3.89,09013
9,14,510,485,95.1,25,4.9,09014
9,15,259,250,96.53,9,3.47,09015
9,16,487,462,94.87,25,5.13,09016
9,17,376,366,97.34,10,2.66,09017
9,18,470,451,95.96,19,4.04,09018
9,19,476,463,97.27,13,2.73,09019
9,20,438,420,95.89,18,4.11,09020
9,21,302,294,97.35,8,2.65,09021
9,22,452,434,96.02,18,3.98,09022
9,23,357,341,95.52,16,4.48,09023
9,24,302,290,96.03,12,3.97,09024
9,25,236,227,96.19,9,3.81,09025
9,26,290,281,96.9,9,3.1,09026
9,27,240,230,95.83,10,4.17,09027
9,28,319,286,89.66,33,10.34,09028
9,29,392,370,94.39,22,5.61,09029
9,30,285,280,98.25,5,1.75,09030
9,31,405,388,95.8,17,4.2,09031
9,32,444,426,95.95,18,4.05,09032
9,33,281,268,95.37,13,4.63,09033
9,34,389,377,96.92,12,3.08,09034
9,35,379,369,97.36,10,2.64,09035
9,36,244,234,95.9,10,4.1,09036
9,37,363,288,79.34,75,20.66,09037
9,38,447,435,97.32,12,2.68,09038
9,39,383,373,97.39,10,2.61,09039
9,40,441,427,96.83,14,3.17,09040
9,41,489,469,95.91,20,4.09,09041
9,42,364,341,93.68,23,6.32,09042
9,43,340,328,96.47,12,3.53,09043
9,44,353,337,95.47,16,4.53,09044
9,45,449,433,96.44,16,3.56,09045
9,46,371,354,95.42,17,4.58,09046
9,47,274,252,91.97,22,8.03,09047
9,48,388,372,95.88,16,4.12,09048
9,49,252,244,96.83,8,3.17,09049
9,50,176,171,97.16,5,2.84,09050
9,51,281,267,95.02,14,4.98,09051
9,52,378,369,97.62,9,2.38,09052
9,53,326,310,95.09,16,4.91,09053
9,54,337,319,94.66,18,5.34,09054
9,55,202,187,92.57,15,7.43,09055
9,56,250,239,95.6,11,4.4,09056
9,57,280,214,76.43,66,23.57,09057
9,58,301,289,96.01,12,3.99,09058
10,1,348,323,92.82,25,7.18,10001
10,2,251,189,75.3,62,24.7,10002
10,3,317,207,65.3,110,34.7,10003
10,4,325,289,88.92,36,11.08,10004
10,5,268,202,75.37,66,24.63,10005
10,6,308,292,94.81,16,5.19,10006
10,7,90,76,84.44,14,15.56,10007
10,8,308,206,66.88,102,33.12,10008
10,9,295,197,66.78,98,33.22,10009
10,10,295,195,66.1,100,33.9,10010
10,11,334,258,77.25,76,22.75,10011
10,12,285,209,73.33,76,26.67,10012
10,13,234,177,75.64,57,24.36,10013
10,14,336,225,66.96,111,33.04,10014
10,15,150,108,72.0,42,28.0,10015
10,16,304,205,67.43,99,32.57,10016
10,17,247,180,72.87,67,27.13,10017
10,18,346,309,89.31,37,10.69,10018
10,19,359,253,70.47,106,29.53,10019
10,20,254,184,72.44,70,27.56,10020
10,21,244,158,64.75,86,35.25,10021
10,22,93,70,75.27,23,24.73,10022
10,23,294,246,83.67,48,16.33,10023
10,24,273,177,64.84,96,35.16,10024
10,25,386,346,89.64,40,10.36,10025
10,26,297,229,77.1,68,22.9,10026
10,27,349,272,77.94,77,22.06,10027
10,28,290,279,96.21,11,3.79,10028
10,29,313,301,96.17,12,3.83,10029
10,30,350,266,76.0,84,24.0,10030
10,31,337,268,79.53,69,20.47,10031
10,32,339,252,74.34,87,25.66,10032
10,33,325,248,76.31,77,23.69,10033
10,34,322,277,86.02,45,13.98,10034
10,35,307,237,77.2,70,22.8,10035
10,36,363,341,93.94,22,6.06,10036
10,37,316,284,89.87,32,10.13,10037
10,38,359,265,73.82,94,26.18,10038
10,39,302,251,83.11,51,16.89,10039
10,40,245,208,84.9,37,15.1,10040
10,41,363,252,69.42,111,30.58,10041
10,42,301,191,63.46,110,36.54,10042
10,43,207,188,90.82,19,9.18,10043
10,44,312,261,83.65,51,16.35,10044
10,45,209,166,79.43,43,20.57,10045
10,46,316,258,81.65,58,18.35,10046
10,47,274,215,78.47,59,21.53,10047
10,48,306,282,92.16,24,7.84,10048
10,49,281,263,93.59,18,6.41,10049
11,1,368,287,77.99,81,22.01,11001
11,2,335,258,77.01,77,22.99,11002
11,3,276,230,83.33,46,16.67,11003
11,4,411,345,83.94,66,16.06,11004
11,5,252,209,82.94,43,17.06,11005
11,6,445,344,77.3,101,22.7,11006
11,7,294,232,78.91,62,21.09,11007
11,8,347,268,77.23,79,22.77,11008
11,9,299,254,84.95,45,15.05,11009
11,10,206,178,86.41,28,13.59,11010
11,11,467,364,77.94,103,22.06,11011
11,12,350,299,85.43,51,14.57,11012
11,13,362,299,82.6,63,17.4,11013
11,14,304,260,85.53,44,14.47,11014
11,15,282,220,78.01,62,21.99,11015
11,16,385,326,84.68,59,15.32,11016
11,17,436,343,78.67,93,21.33,11017
11,18,221,176,79.64,45,20.36,11018
11,19,327,271,82.87,56,17.13,11019
11,20,237,214,90.3,23,9.7,11020
11,21,329,288,87.54,41,12.46,11021
11,22,245,214,87.35,31,12.65,11022
11,23,260,226,86.92,34,13.08,11023
11,24,545,476,87.34,69,12.66,11024
11,25,247,199,80.57,48,19.43,11025
11,26,460,389,84.57,71,15.43,11026
11,27,318,241,75.79,77,24.21,11027
11,28,298,262,87.92,36,12.08,11028
11,29,394,334,84.77,60,15.23,11029
11,30,349,290,83.09,59,16.91,11030
11,31,239,168,70.29,71,29.71,11031
11,32,276,238,86.23,38,13.77,11032
11,33,240,192,80.0,48,20.0,11033
11,34,193,143,74.09,50,25.91,11034
11,35,449,389,86.64,60,13.36,11035
11,36,103,89,86.41,14,13.59,11036
11,37,357,302,84.59,55,15.41,11037
11,38,468,392,83.76,76,16.24,11038
11,39,414,339,81.88,75,18.12,11039
11,40,228,187,82.02,41,17.98,11040
11,41,217,185,85.25,32,14.75,11041
11,42,247,205,83.0,42,17.0,11042
11,43,428,343,80.14,85,19.86,11043
11,44,336,275,81.85,61,18.15,11044
11,45,190,152,80.0,38,20.0,11045
11,46,191,170,89.01,21,10.99,11046
11,47,295,244,82.71,51,17.29,11047
11,48,140,111,79.29,29,20.71,11048
11,49,288,240,83.33,48,16.67,11049
11,50,244,209,85.66,35,14.34,11050
12,1,142,113,79.58,29,20.42,12001
12,2,206,169,82.04,37,17.96,12002
12,3,206,168,81.55,38,18.45,12003
12,4,172,146,84.88,26,15.12,12004
12,5,239,195,81.59,44,18.41,12005
12,6,171,138,80.7,33,19.3,12006
12,7,94,84,89.36,10,10.64,12007
12,8,400,321,80.25,79,19.75,12008
12,9,209,179,85.65,30,14.35,12009
12,10,126,98,77.78,28,22.22,12010
12,11,192,162,84.38,30,15.63,12011
12,12,199,156,78.39,43,21.61,12012
12,13,170,136,80.0,34,20.0,12013
12,14,156,130,83.33,26,16.67,12014
12,15,195,167,85.64,28,14.36,12015
12,16,179,151,84.36,28,15.64,12016
12,17,193,165,85.49,28,14.51,12017
12,18,261,225,86.21,36,13.79,12018
12,19,196,151,77.04,45,22.96,12019
12,20,224,173,77.23,51,22.77,12020
12,21,278,223,80.22,55,19.78,12021
12,22,182,147,80.77,35,19.23,12022
12,23,157,121,77.07,36,22.93,12023
12,24,327,265,81.04,62,18.96,12024
12,25,194,158,81.44,36,18.56,12025
12,26,207,173,83.57,34,16.43,12026
12,27,142,104,73.24,38,26.76,12027
12,28,234,180,76.92,54,23.08,12028
