ward,precinct,total,"Larry R. Rogers, Jr.","Larry R. Rogers, Jr. Percent",precinct_id
21,73,467,467,100.0,21073
21,74,139,139,100.0,21074
21,75,250,250,100.0,21075
21,76,364,364,100.0,21076
22,2,125,125,100.0,22002
22,3,170,170,100.0,22003
22,4,195,195,100.0,22004
22,5,203,203,100.0,22005
22,6,153,153,100.0,22006
22,7,262,262,100.0,22007
22,12,149,149,100.0,22012
22,13,210,210,100.0,22013
22,14,136,136,100.0,22014
22,16,211,211,100.0,22016
22,17,174,174,100.0,22017
22,19,162,162,100.0,22019
22,20,218,218,100.0,22020
22,21,290,290,100.0,22021
22,23,125,125,100.0,22023
22,24,147,147,100.0,22024
22,27,174,174,100.0,22027
22,30,178,178,100.0,22030
23,1,281,281,100.0,23001
23,2,214,214,100.0,23002
23,3,259,259,100.0,23003
23,7,205,205,100.0,23007
23,11,316,316,100.0,23011
23,12,281,281,100.0,23012
23,13,328,328,100.0,23013
23,14,177,177,100.0,23014
23,15,276,276,100.0,23015
23,16,296,296,100.0,23016
23,17,331,331,100.0,23017
23,18,206,206,100.0,23018
23,19,256,256,100.0,23019
23,20,159,159,100.0,23020
23,21,284,284,100.0,23021
23,22,313,313,100.0,23022
23,23,257,257,100.0,23023
23,26,262,262,100.0,23026
23,27,259,259,100.0,23027
23,30,266,266,100.0,23030
23,36,354,354,100.0,23036
23,38,219,219,100.0,23038
23,39,238,238,100.0,23039
23,40,274,274,100.0,23040
23,43,322,322,100.0,23043
23,44,144,144,100.0,23044
23,46,312,312,100.0,23046
23,47,342,342,100.0,23047
23,49,282,282,100.0,23049
23,52,333,333,100.0,23052
23,55,168,168,100.0,23055
23,56,219,219,100.0,23056
24,1,205,205,100.0,24001
24,2,287,287,100.0,24002
24,3,279,279,100.0,24003
24,4,269,269,100.0,24004
24,5,264,264,100.0,24005
24,6,281,281,100.0,24006
24,7,237,237,100.0,24007
24,8,253,253,100.0,24008
24,9,267,267,100.0,24009
24,10,243,243,100.0,24010
24,11,187,187,100.0,24011
24,12,236,236,100.0,24012
24,13,239,239,100.0,24013
24,14,378,378,100.0,24014
24,15,244,244,100.0,24015
24,16,220,220,100.0,24016
24,17,289,289,100.0,24017
24,18,206,206,100.0,24018
24,19,229,229,100.0,24019
24,20,310,310,100.0,24020
24,21,244,244,100.0,24021
24,22,295,295,100.0,24022
24,23,287,287,100.0,24023
24,24,245,245,100.0,24024
24,25,251,251,100.0,24025
24,26,358,358,100.0,24026
24,27,186,186,100.0,24027
24,28,287,287,100.0,24028
24,29,318,318,100.0,24029
24,30,253,253,100.0,24030
24,31,273,273,100.0,24031
24,32,279,279,100.0,24032
24,33,195,195,100.0,24033
24,34,234,234,100.0,24034
24,35,358,358,100.0,24035
24,36,241,241,100.0,24036
24,37,294,294,100.0,24037
24,38,262,262,100.0,24038
24,39,268,268,100.0,24039
24,40,327,327,100.0,24040
24,41,229,229,100.0,24041
24,42,214,214,100.0,24042
24,43,333,333,100.0,24043
24,44,87,87,100.0,24044
24,45,268,268,100.0,24045
24,46,325,325,100.0,24046
24,47,240,240,100.0,24047
24,48,136,136,100.0,24048
24,49,410,410,100.0,24049
24,50,374,374,100.0,24050
24,51,356,356,100.0,24051
24,52,255,255,100.0,24052
24,53,43,43,100.0,24053
24,54,267,267,100.0,24054
24,55,142,142,100.0,24055
24,56,312,312,100.0,24056
24,58,274,274,100.0,24058
24,59,153,153,100.0,24059
25,3,147,147,100.0,25003
25,21,251,251,100.0,25021
25,25,344,344,100.0,25025
25,26,240,240,100.0,25026
25,27,229,229,100.0,25027
25,28,344,344,100.0,25028
26,28,35,35,100.0,26028
26,32,0,0,0.0,26032
26,35,7,7,100.0,26035
26,46,8,8,100.0,26046
27,1,268,268,100.0,27001
27,2,254,254,100.0,27002
27,3,263,263,100.0,27003
27,4,227,227,100.0,27004
27,5,87,87,100.0,27005
27,6,216,216,100.0,27006
27,7,316,316,100.0,27007
27,8,107,107,100.0,27008
27,9,360,360,100.0,27009
27,11,174,174,100.0,27011
27,12,216,216,100.0,27012
27,13,83,83,100.0,27013
27,14,137,137,100.0,27014
27,15,203,203,100.0,27015
27,16,104,104,100.0,27016
27,17,328,328,100.0,27017
27,18,1,1,100.0,27018
27,19,330,330,100.0,27019
27,20,439,439,100.0,27020
27,21,139,139,100.0,27021
27,22,261,261,100.0,27022
27,23,97,97,100.0,27023
27,24,304,304,100.0,27024
27,25,200,200,100.0,27025
27,26,196,196,100.0,27026
27,27,127,127,100.0,27027
27,28,120,120,100.0,27028
27,29,232,232,100.0,27029
27,30,154,154,100.0,27030
27,31,237,237,100.0,27031
27,33,245,245,100.0,27033
27,34,203,203,100.0,27034
27,36,228,228,100.0,27036
27,37,129,129,100.0,27037
27,39,159,159,100.0,27039
27,40,184,184,100.0,27040
27,43,273,273,100.0,27043
27,44,231,231,100.0,27044
27,45,251,251,100.0,27045
27,46,231,231,100.0,27046
27,47,199,199,100.0,27047
27,48,249,249,100.0,27048
27,49,237,237,100.0,27049
27,50,17,17,100.0,27050
27,51,190,190,100.0,27051
27,52,59,59,100.0,27052
27,54,406,406,100.0,27054
27,57,226,226,100.0,27057
27,58,215,215,100.0,27058
27,60,303,303,100.0,27060
27,61,68,68,100.0,27061
27,62,211,211,100.0,27062
27,63,302,302,100.0,27063
27,64,268,268,100.0,27064
27,65,50,50,100.0,27065
27,66,98,98,100.0,27066
28,1,247,247,100.0,28001
28,2,139,139,100.0,28002
28,3,175,175,100.0,28003
28,4,290,290,100.0,28004
28,5,296,296,100.0,28005
28,6,215,215,100.0,28006
28,7,256,256,100.0,28007
28,8,146,146,100.0,28008
28,9,168,168,100.0,28009
28,10,64,64,100.0,28010
28,11,223,223,100.0,28011
28,12,249,249,100.0,28012
28,13,245,245,100.0,28013
28,14,164,164,100.0,28014
28,15,168,168,100.0,28015
28,16,252,252,100.0,28016
28,17,219,219,100.0,28017
28,18,327,327,100.0,28018
28,19,323,323,100.0,28019
28,20,247,247,100.0,28020
28,21,280,280,100.0,28021
28,22,240,240,100.0,28022
28,23,308,308,100.0,28023
28,24,194,194,100.0,28024
28,25,164,164,100.0,28025
28,26,261,261,100.0,28026
28,27,214,214,100.0,28027
28,28,177,177,100.0,28028
28,30,170,170,100.0,28030
28,31,218,218,100.0,28031
28,32,273,273,100.0,28032
28,33,164,164,100.0,28033
28,35,178,178,100.0,28035
28,36,209,209,100.0,28036
28,37,265,265,100.0,28037
28,39,65,65,100.0,28039
28,40,241,241,100.0,28040
28,41,100,100,100.0,28041
28,42,200,200,100.0,28042
28,43,166,166,100.0,28043
28,44,171,171,100.0,28044
28,45,174,174,100.0,28045
28,46,173,173,100.0,28046
28,47,184,184,100.0,28047
28,48,200,200,100.0,28048
28,49,184,184,100.0,28049
28,50,168,168,100.0,28050
28,51,205,205,100.0,28051
28,52,219,219,100.0,28052
28,53,117,117,100.0,28053
28,54,192,192,100.0,28054
28,55,256,256,100.0,28055
28,56,214,214,100.0,28056
28,57,133,133,100.0,28057
28,58,141,141,100.0,28058
28,59,166,166,100.0,28059
28,60,179,179,100.0,28060
28,61,134,134,100.0,28061
28,62,247,247,100.0,28062
28,63,244,244,100.0,28063
28,64,184,184,100.0,28064
28,65,223,223,100.0,28065
28,66,211,211,100.0,28066
28,67,104,104,100.0,28067
28,68,235,235,100.0,28068
28,70,150,150,100.0,28070
28,71,179,179,100.0,28071
28,72,123,123,100.0,28072
28,73,130,130,100.0,28073
29,1,305,305,100.0,29001
29,3,391,391,100.0,29003
29,4,304,304,100.0,29004
29,5,320,320,100.0,29005
29,6,118,118,100.0,29006
29,7,157,157,100.0,29007
29,8,249,249,100.0,29008
29,10,285,285,100.0,29010
29,11,428,428,100.0,29011
29,12,365,365,100.0,29012
29,13,360,360,100.0,29013
29,14,375,375,100.0,29014
29,15,346,346,100.0,29015
29,16,367,367,100.0,29016
29,17,283,283,100.0,29017
29,18,355,355,100.0,29018
29,19,280,280,100.0,29019
29,20,315,315,100.0,29020
29,21,330,330,100.0,29021
29,22,219,219,100.0,29022
29,23,415,415,100.0,29023
29,25,374,374,100.0,29025
29,26,296,296,100.0,29026
29,27,344,344,100.0,29027
29,28,431,431,100.0,29028
29,29,411,411,100.0,29029
29,30,50,50,100.0,29030
29,31,312,312,100.0,29031
29,33,308,308,100.0,29033
29,34,243,243,100.0,29034
29,35,291,291,100.0,29035
29,36,325,325,100.0,29036
29,37,321,321,100.0,29037
29,38,291,291,100.0,29038
29,39,266,266,100.0,29039
29,40,463,463,100.0,29040
29,41,343,343,100.0,29041
29,42,371,371,100.0,29042
29,43,450,450,100.0,29043
29,44,308,308,100.0,29044
29,45,320,320,100.0,29045
29,46,340,340,100.0,29046
29,47,402,402,100.0,29047
29,48,250,250,100.0,29048
29,49,384,384,100.0,29049
29,50,293,293,100.0,29050
29,51,281,281,100.0,29051
29,52,226,226,100.0,29052
29,53,225,225,100.0,29053
30,17,142,142,100.0,30017
30,42,153,153,100.0,30042
34,1,406,406,100.0,34001
34,2,284,284,100.0,34002
34,3,288,288,100.0,34003
34,4,319,319,100.0,34004
34,5,317,317,100.0,34005
34,6,242,242,100.0,34006
34,7,410,410,100.0,34007
34,8,346,346,100.0,34008
34,9,320,320,100.0,34009
34,10,454,454,100.0,34010
34,11,301,301,100.0,34011
34,12,350,350,100.0,34012
34,13,284,284,100.0,34013
34,14,311,311,100.0,34014
34,15,308,308,100.0,34015
34,16,279,279,100.0,34016
34,17,351,351,100.0,34017
34,18,271,271,100.0,34018
34,19,265,265,100.0,34019
34,20,426,426,100.0,34020
34,21,382,382,100.0,34021
34,22,399,399,100.0,34022
34,23,291,291,100.0,34023
34,24,341,341,100.0,34024
34,25,234,234,100.0,34025
34,26,313,313,100.0,34026
34,27,260,260,100.0,34027
34,28,262,262,100.0,34028
34,29,462,462,100.0,34029
34,30,428,428,100.0,34030
34,31,312,312,100.0,34031
34,32,384,384,100.0,34032
34,33,174,174,100.0,34033
34,34,315,315,100.0,34034
34,35,454,454,100.0,34035
34,36,416,416,100.0,34036
34,37,230,230,100.0,34037
34,38,271,271,100.0,34038
34,39,280,280,100.0,34039
34,40,433,433,100.0,34040
34,41,349,349,100.0,34041
34,42,397,397,100.0,34042
34,43,313,313,100.0,34043
34,44,442,442,100.0,34044
34,45,418,418,100.0,34045
34,46,214,214,100.0,34046
34,47,234,234,100.0,34047
34,48,326,326,100.0,34048
34,49,359,359,100.0,34049
34,50,314,314,100.0,34050
34,51,515,515,100.0,34051
34,52,324,324,100.0,34052
34,53,375,375,100.0,34053
34,54,295,295,100.0,34054
34,55,288,288,100.0,34055
34,56,290,290,100.0,34056
34,57,258,258,100.0,34057
34,58,301,301,100.0,34058
34,59,310,310,100.0,34059
34,60,265,265,100.0,34060
34,61,183,183,100.0,34061
34,62,391,391,100.0,34062
34,63,360,360,100.0,34063
34,64,91,91,100.0,34064
34,65,134,134,100.0,34065
34,66,347,347,100.0,34066
34,67,297,297,100.0,34067
34,68,207,207,100.0,34068
34,69,244,244,100.0,34069
34,70,387,387,100.0,34070
34,71,281,281,100.0,34071
34,72,266,266,100.0,34072
34,73,276,276,100.0,34073
37,2,151,151,100.0,37002
37,3,206,206,100.0,37003
37,4,105,105,100.0,37004
37,5,283,283,100.0,37005
37,6,283,283,100.0,37006
37,7,213,213,100.0,37007
37,8,255,255,100.0,37008
37,9,316,316,100.0,37009
37,10,246,246,100.0,37010
37,11,153,153,100.0,37011
37,12,213,213,100.0,37012
37,13,258,258,100.0,37013
37,14,266,266,100.0,37014
37,15,319,319,100.0,37015
37,16,350,350,100.0,37016
37,17,330,330,100.0,37017
37,18,271,271,100.0,37018
37,20,232,232,100.0,37020
37,21,233,233,100.0,37021
37,22,356,356,100.0,37022
37,23,223,223,100.0,37023
37,24,280,280,100.0,37024
37,25,324,324,100.0,37025
37,26,154,154,100.0,37026
37,27,240,240,100.0,37027
37,28,220,220,100.0,37028
37,29,300,300,100.0,37029
37,30,189,189,100.0,37030
37,31,316,316,100.0,37031
37,32,291,291,100.0,37032
37,33,259,259,100.0,37033
37,34,256,256,100.0,37034
37,35,157,157,100.0,37035
37,36,290,290,100.0,37036
37,37,243,243,100.0,37037
37,38,333,333,100.0,37038
37,39,131,131,100.0,37039
37,40,316,316,100.0,37040
37,41,300,300,100.0,37041
37,42,2,2,100.0,37042
37,43,186,186,100.0,37043
37,44,240,240,100.0,37044
37,45,210,210,100.0,37045
37,46,265,265,100.0,37046
37,47,63,63,100.0,37047
37,48,303,303,100.0,37048
37,49,265,265,100.0,37049
37,51,220,220,100.0,37051
37,52,168,168,100.0,37052
37,53,260,260,100.0,37053
37,54,323,323,100.0,37054
37,55,253,253,100.0,37055
37,56,214,214,100.0,37056
37,57,149,149,100.0,37057
37,58,230,230,100.0,37058
42,9,3,3,100.0,42009
42,12,188,188,100.0,42012
42,18,482,482,100.0,42018
42,21,206,206,100.0,42021
42,67,404,404,100.0,42067
42,69,442,442,100.0,42069
43,61,209,209,100.0,43061
43,63,267,267,100.0,43063
