ward,precinct,total,Dorothy A. Brown,Dorothy A. Brown Percent,precinct_id
2,47,308,300,97.4,02047
2,48,283,280,98.94,02048
2,49,622,479,77.01,02049
2,50,275,227,82.55,02050
2,51,324,316,97.53,02051
2,52,412,403,97.82,02052
2,53,216,211,97.69,02053
2,54,500,385,77.0,02054
2,55,119,94,78.99,02055
2,56,299,294,98.33,02056
2,57,149,139,93.29,02057
2,58,269,225,83.64,02058
2,59,370,304,82.16,02059
3,1,261,261,100.0,03001
3,2,428,418,97.66,03002
3,3,287,238,82.93,03003
3,4,125,123,98.4,03004
3,5,205,195,95.12,03005
3,6,314,309,98.41,03006
3,7,293,282,96.25,03007
3,8,82,81,98.78,03008
3,9,252,249,98.81,03009
3,10,172,171,99.42,03010
3,11,205,202,98.54,03011
3,12,353,350,99.15,03012
3,13,224,175,78.13,03013
3,14,175,170,97.14,03014
3,15,389,380,97.69,03015
3,16,593,578,97.47,03016
3,17,254,250,98.43,03017
3,18,206,202,98.06,03018
3,19,119,119,100.0,03019
3,20,7,7,100.0,03020
3,21,214,210,98.13,03021
3,22,230,228,99.13,03022
3,23,43,43,100.0,03023
3,24,263,263,100.0,03024
3,25,14,14,100.0,03025
3,26,233,228,97.85,03026
3,27,10,10,100.0,03027
3,28,260,250,96.15,03028
3,29,241,238,98.76,03029
3,30,259,256,98.84,03030
3,31,452,443,98.01,03031
3,32,314,312,99.36,03032
3,33,428,414,96.73,03033
3,34,211,205,97.16,03034
3,35,314,309,98.41,03035
3,36,182,176,96.7,03036
3,37,176,170,96.59,03037
3,38,73,72,98.63,03038
3,39,374,370,98.93,03039
3,40,256,252,98.44,03040
3,41,346,339,97.98,03041
3,42,312,306,98.08,03042
3,43,88,87,98.86,03043
3,44,191,186,97.38,03044
3,45,120,118,98.33,03045
3,46,266,262,98.5,03046
3,47,251,249,99.2,03047
3,48,308,307,99.68,03048
3,49,118,114,96.61,03049
3,50,301,294,97.67,03050
3,51,123,97,78.86,03051
3,52,173,170,98.27,03052
3,53,372,315,84.68,03053
3,54,136,104,76.47,03054
3,55,274,269,98.18,03055
3,56,257,250,97.28,03056
3,57,368,362,98.37,03057
3,58,113,112,99.12,03058
3,59,193,190,98.45,03059
3,60,393,385,97.96,03060
3,61,291,236,81.1,03061
3,62,222,217,97.75,03062
3,63,604,438,72.52,03063
4,1,386,355,91.97,04001
4,2,452,438,96.9,04002
4,3,580,567,97.76,04003
4,4,553,548,99.1,04004
4,5,445,432,97.08,04005
4,6,147,147,100.0,04006
4,7,307,303,98.7,04007
4,8,422,409,96.92,04008
4,9,641,621,96.88,04009
4,10,530,517,97.55,04010
4,11,466,456,97.85,04011
4,12,249,242,97.19,04012
4,13,338,320,94.67,04013
4,14,355,347,97.75,04014
4,15,257,245,95.33,04015
4,16,541,537,99.26,04016
4,17,437,376,86.04,04017
4,18,533,517,97.0,04018
4,19,501,496,99.0,04019
4,20,189,184,97.35,04020
4,21,465,447,96.13,04021
4,22,507,488,96.25,04022
4,23,323,292,90.4,04023
4,24,483,457,94.62,04024
4,25,389,372,95.63,04025
4,26,451,442,98.0,04026
4,27,388,377,97.16,04027
4,28,313,284,90.73,04028
4,29,310,276,89.03,04029
4,30,179,178,99.44,04030
4,31,93,91,97.85,04031
4,32,488,444,90.98,04032
4,33,196,188,95.92,04033
4,34,306,274,89.54,04034
4,35,295,288,97.63,04035
4,36,228,222,97.37,04036
4,37,237,231,97.47,04037
4,38,586,548,93.52,04038
4,39,289,286,98.96,04039
4,40,418,402,96.17,04040
4,41,238,208,87.39,04041
4,42,439,416,94.76,04042
4,43,310,293,94.52,04043
4,44,349,321,91.98,04044
4,45,569,536,94.2,04045
4,46,388,376,96.91,04046
4,47,726,675,92.98,04047
4,48,583,530,90.91,04048
4,49,206,203,98.54,04049
4,50,356,344,96.63,04050
4,51,438,430,98.17,04051
4,52,127,123,96.85,04052
4,53,389,376,96.66,04053
4,54,256,242,94.53,04054
4,55,310,284,91.61,04055
4,56,475,469,98.74,04056
4,57,172,168,97.67,04057
5,1,468,456,97.44,05001
5,2,392,386,98.47,05002
5,3,253,236,93.28,05003
5,4,297,293,98.65,05004
5,5,393,385,97.96,05005
5,6,492,484,98.37,05006
5,7,421,413,98.1,05007
5,8,493,444,90.06,05008
5,9,407,396,97.3,05009
5,10,470,459,97.66,05010
5,11,429,394,91.84,05011
5,12,316,312,98.73,05012
5,13,347,343,98.85,05013
5,14,503,467,92.84,05014
5,15,419,387,92.36,05015
5,16,398,391,98.24,05016
5,17,480,470,97.92,05017
5,18,480,472,98.33,05018
5,19,241,231,95.85,05019
5,20,244,244,100.0,05020
5,21,485,476,98.14,05021
5,22,361,360,99.72,05022
5,23,335,331,98.81,05023
5,24,285,265,92.98,05024
5,25,498,488,97.99,05025
5,26,440,432,98.18,05026
5,27,685,573,83.65,05027
5,28,405,393,97.04,05028
5,29,438,424,96.8,05029
5,30,382,332,86.91,05030
5,31,399,388,97.24,05031
5,32,542,518,95.57,05032
5,33,235,234,99.57,05033
5,34,437,430,98.4,05034
5,35,354,300,84.75,05035
5,36,321,318,99.07,05036
5,37,351,323,92.02,05037
5,38,378,347,91.8,05038
5,39,453,407,89.85,05039
5,40,523,512,97.9,05040
5,41,365,321,87.95,05041
5,42,465,448,96.34,05042
5,43,425,410,96.47,05043
5,44,504,499,99.01,05044
5,45,274,270,98.54,05045
5,46,493,441,89.45,05046
5,47,373,364,97.59,05047
5,48,296,280,94.59,05048
5,49,96,94,97.92,05049
5,50,377,370,98.14,05050
5,51,321,315,98.13,05051
5,52,144,131,90.97,05052
5,53,417,382,91.61,05053
5,54,502,489,97.41,05054
5,55,328,322,98.17,05055
6,1,445,439,98.65,06001
6,2,454,449,98.9,06002
6,3,445,441,99.1,06003
6,4,284,279,98.24,06004
6,5,299,293,97.99,06005
6,6,344,338,98.26,06006
6,7,500,491,98.2,06007
6,8,377,373,98.94,06008
6,9,278,271,97.48,06009
6,10,459,446,97.17,06010
6,11,402,395,98.26,06011
6,12,430,421,97.91,06012
6,13,415,412,99.28,06013
6,14,494,489,98.99,06014
6,15,474,465,98.1,06015
6,16,434,427,98.39,06016
6,17,487,480,98.56,06017
6,18,157,155,98.73,06018
6,19,480,473,98.54,06019
6,20,417,411,98.56,06020
6,21,359,352,98.05,06021
6,22,419,411,98.09,06022
6,23,363,355,97.8,06023
6,24,419,413,98.57,06024
6,25,329,323,98.18,06025
6,26,463,456,98.49,06026
6,27,488,480,98.36,06027
6,28,619,604,97.58,06028
6,29,454,449,98.9,06029
6,30,402,395,98.26,06030
6,31,468,462,98.72,06031
6,32,504,499,99.01,06032
6,33,477,467,97.9,06033
6,34,429,425,99.07,06034
6,35,528,515,97.54,06035
6,36,295,289,97.97,06036
6,37,410,406,99.02,06037
6,38,470,464,98.72,06038
6,39,413,405,98.06,06039
6,40,317,311,98.11,06040
6,41,418,412,98.56,06041
6,42,347,341,98.27,06042
6,43,453,448,98.9,06043
6,44,421,414,98.34,06044
6,45,255,249,97.65,06045
6,46,372,362,97.31,06046
6,47,437,429,98.17,06047
6,48,447,438,97.99,06048
6,49,436,421,96.56,06049
6,50,389,379,97.43,06050
6,51,316,309,97.78,06051
6,52,354,347,98.02,06052
6,53,395,387,97.97,06053
6,54,434,430,99.08,06054
6,55,368,359,97.55,06055
6,56,305,304,99.67,06056
6,57,282,279,98.94,06057
6,58,395,389,98.48,06058
6,59,379,373,98.42,06059
6,60,285,279,97.89,06060
6,61,293,286,97.61,06061
6,62,140,139,99.29,06062
6,63,372,367,98.66,06063
6,64,399,391,97.99,06064
6,65,164,161,98.17,06065
6,66,436,428,98.17,06066
7,1,366,356,97.27,07001
7,2,527,509,96.58,07002
7,3,373,366,98.12,07003
7,4,393,368,93.64,07004
7,5,380,372,97.89,07005
7,6,362,350,96.69,07006
7,7,272,269,98.9,07007
7,8,170,161,94.71,07008
7,9,360,351,97.5,07009
7,10,342,336,98.25,07010
7,11,377,370,98.14,07011
7,12,324,311,95.99,07012
7,13,308,300,97.4,07013
7,14,479,460,96.03,07014
7,15,264,255,96.59,07015
7,16,350,347,99.14,07016
7,17,285,280,98.25,07017
7,18,302,284,94.04,07018
7,19,610,596,97.7,07019
7,20,261,251,96.17,07020
7,21,389,372,95.63,07021
7,22,299,284,94.98,07022
7,23,281,270,96.09,07023
7,24,319,308,96.55,07024
7,25,421,412,97.86,07025
7,26,461,449,97.4,07026
7,27,470,457,97.23,07027
7,28,454,446,98.24,07028
7,29,198,194,97.98,07029
7,30,364,352,96.7,07030
7,31,351,345,98.29,07031
7,32,382,347,90.84,07032
7,33,270,265,98.15,07033
7,34,316,314,99.37,07034
7,35,219,215,98.17,07035
7,36,417,408,97.84,07036
7,37,162,157,96.91,07037
7,38,303,297,98.02,07038
7,39,340,333,97.94,07039
7,40,387,374,96.64,07040
7,41,274,269,98.18,07041
7,42,613,602,98.21,07042
7,43,405,399,98.52,07043
7,44,573,552,96.34,07044
7,45,496,482,97.18,07045
7,46,147,144,97.96,07046
7,47,318,311,97.8,07047
7,48,182,180,98.9,07048
7,49,211,207,98.1,07049
7,50,223,217,97.31,07050
7,51,331,328,99.09,07051
7,52,318,313,98.43,07052
7,53,276,271,98.19,07053
7,54,197,184,93.4,07054
7,55,299,292,97.66,07055
7,56,318,312,98.11,07056
7,57,290,287,98.97,07057
7,58,378,365,96.56,07058
7,59,227,224,98.68,07059
7,60,243,237,97.53,07060
7,61,304,294,96.71,07061
7,62,323,318,98.45,07062
7,63,320,309,96.56,07063
7,64,309,298,96.44,07064
7,65,373,363,97.32,07065
8,1,415,410,98.8,08001
8,2,220,217,98.64,08002
8,3,465,464,99.78,08003
8,4,357,353,98.88,08004
8,5,413,405,98.06,08005
8,6,411,404,98.3,08006
8,7,322,316,98.14,08007
8,8,409,401,98.04,08008
8,9,461,452,98.05,08009
8,10,498,491,98.59,08010
8,11,371,362,97.57,08011
8,12,409,400,97.8,08012
8,13,342,337,98.54,08013
8,14,446,442,99.1,08014
8,15,340,336,98.82,08015
8,16,385,376,97.66,08016
8,17,328,319,97.26,08017
8,18,310,306,98.71,08018
8,19,468,463,98.93,08019
8,20,316,316,100.0,08020
8,21,301,294,97.67,08021
8,22,380,375,98.68,08022
8,23,403,398,98.76,08023
8,24,432,426,98.61,08024
8,25,392,391,99.74,08025
8,26,328,321,97.87,08026
8,27,425,416,97.88,08027
8,28,340,339,99.71,08028
8,29,477,468,98.11,08029
8,30,332,321,96.69,08030
8,31,332,328,98.8,08031
8,32,604,590,97.68,08032
8,33,373,369,98.93,08033
8,34,488,477,97.75,08034
8,35,466,461,98.93,08035
8,36,399,394,98.75,08036
8,37,518,510,98.46,08037
8,38,406,399,98.28,08038
8,39,434,428,98.62,08039
8,40,445,439,98.65,08040
8,41,358,355,99.16,08041
8,42,398,392,98.49,08042
8,43,438,429,97.95,08043
8,44,271,265,97.79,08044
8,45,375,366,97.6,08045
8,46,336,333,99.11,08046
8,47,413,407,98.55,08047
8,48,307,300,97.72,08048
8,49,453,449,99.12,08049
8,50,405,401,99.01,08050
8,51,464,458,98.71,08051
8,52,379,374,98.68,08052
8,53,425,421,99.06,08053
8,54,420,409,97.38,08054
8,55,500,497,99.4,08055
8,56,465,456,98.06,08056
8,57,359,356,99.16,08057
8,58,405,399,98.52,08058
8,59,304,295,97.04,08059
8,60,357,352,98.6,08060
8,61,336,331,98.51,08061
8,62,335,333,99.4,08062
8,63,408,404,99.02,08063
8,64,394,390,98.98,08064
8,65,256,254,99.22,08065
8,66,575,565,98.26,08066
8,67,228,226,99.12,08067
8,68,351,345,98.29,08068
8,69,332,330,99.4,08069
8,70,600,596,99.33,08070
9,1,448,441,98.44,09001
9,2,506,500,98.81,09002
9,3,395,389,98.48,09003
9,4,472,461,97.67,09004
9,5,463,452,97.62,09005
9,6,403,396,98.26,09006
9,7,426,415,97.42,09007
9,8,326,321,98.47,09008
9,9,446,439,98.43,09009
9,10,412,399,96.84,09010
9,11,326,321,98.47,09011
9,12,441,432,97.96,09012
9,13,530,519,97.92,09013
9,14,544,536,98.53,09014
9,15,271,267,98.52,09015
9,16,514,507,98.64,09016
9,17,391,390,99.74,09017
9,18,484,481,99.38,09018
9,19,502,494,98.41,09019
9,20,454,445,98.02,09020
9,21,312,309,99.04,09021
9,22,461,455,98.7,09022
9,23,387,377,97.42,09023
9,24,312,308,98.72,09024
9,25,248,247,99.6,09025
9,26,297,286,96.3,09026
9,27,248,240,96.77,09027
9,28,343,327,95.34,09028
9,29,416,403,96.88,09029
9,30,294,291,98.98,09030
9,31,415,406,97.83,09031
9,32,465,452,97.2,09032
9,33,290,283,97.59,09033
9,34,405,399,98.52,09034
9,35,395,389,98.48,09035
9,36,257,254,98.83,09036
9,37,375,300,80.0,09037
9,38,476,467,98.11,09038
9,39,408,406,99.51,09039
9,40,454,445,98.02,09040
9,41,513,505,98.44,09041
9,42,380,374,98.42,09042
9,43,353,342,96.88,09043
9,44,381,378,99.21,09044
9,45,463,459,99.14,09045
9,46,384,375,97.66,09046
9,47,281,265,94.31,09047
9,48,404,401,99.26,09048
9,49,261,259,99.23,09049
9,50,183,181,98.91,09050
9,51,294,287,97.62,09051
9,52,397,392,98.74,09052
9,53,334,325,97.31,09053
9,54,346,340,98.27,09054
9,55,218,210,96.33,09055
9,56,257,252,98.05,09056
9,57,290,226,77.93,09057
9,58,326,323,99.08,09058
10,1,368,349,94.84,10001
10,2,257,185,71.98,10002
10,3,328,204,62.2,10003
10,4,334,304,91.02,10004
10,5,280,210,75.0,10005
10,6,324,315,97.22,10006
10,7,93,86,92.47,10007
10,8,312,205,65.71,10008
10,9,301,195,64.78,10009
10,10,309,199,64.4,10010
10,11,346,257,74.28,10011
10,12,295,215,72.88,10012
10,13,239,168,70.29,10013
10,14,342,228,66.67,10014
10,15,161,108,67.08,10015
10,16,314,210,66.88,10016
10,17,250,172,68.8,10017
10,18,348,323,92.82,10018
10,19,367,259,70.57,10019
10,20,261,178,68.2,10020
10,21,245,155,63.27,10021
10,22,98,75,76.53,10022
10,23,303,258,85.15,10023
10,24,271,158,58.3,10024
10,25,401,369,92.02,10025
10,26,306,238,77.78,10026
10,27,362,265,73.2,10027
10,28,306,295,96.41,10028
10,29,321,318,99.07,10029
10,30,359,290,80.78,10030
10,31,345,274,79.42,10031
10,32,345,268,77.68,10032
10,33,331,267,80.66,10033
10,34,326,278,85.28,10034
10,35,313,254,81.15,10035
10,36,365,331,90.68,10036
10,37,329,301,91.49,10037
10,38,365,256,70.14,10038
10,39,309,247,79.94,10039
10,40,250,221,88.4,10040
10,41,361,247,68.42,10041
10,42,304,185,60.86,10042
10,43,221,207,93.67,10043
10,44,321,273,85.05,10044
10,45,212,159,75.0,10045
10,46,323,270,83.59,10046
10,47,276,209,75.72,10047
10,48,304,292,96.05,10048
10,49,290,278,95.86,10049
11,1,366,285,77.87,11001
11,2,339,272,80.24,11002
11,3,276,226,81.88,11003
11,4,407,338,83.05,11004
11,5,257,211,82.1,11005
11,6,448,357,79.69,11006
11,7,293,228,77.82,11007
11,8,347,278,80.12,11008
11,9,303,250,82.51,11009
11,10,209,182,87.08,11010
11,11,469,382,81.45,11011
11,12,354,299,84.46,11012
11,13,372,307,82.53,11013
11,14,303,252,83.17,11014
11,15,288,229,79.51,11015
11,16,391,330,84.4,11016
11,17,440,351,79.77,11017
11,18,221,179,81.0,11018
11,19,337,273,81.01,11019
11,20,238,207,86.97,11020
11,21,325,267,82.15,11021
11,22,245,209,85.31,11022
11,23,261,220,84.29,11023
11,24,546,470,86.08,11024
11,25,253,210,83.0,11025
11,26,469,391,83.37,11026
11,27,322,253,78.57,11027
11,28,302,256,84.77,11028
11,29,393,337,85.75,11029
11,30,353,299,84.7,11030
11,31,241,173,71.78,11031
11,32,273,238,87.18,11032
11,33,239,199,83.26,11033
11,34,199,169,84.92,11034
11,35,453,389,85.87,11035
11,36,100,88,88.0,11036
11,37,357,305,85.43,11037
11,38,469,379,80.81,11038
11,39,421,351,83.37,11039
11,40,230,189,82.17,11040
11,41,216,189,87.5,11041
11,42,249,211,84.74,11042
11,43,428,340,79.44,11043
11,44,347,277,79.83,11044
11,45,191,154,80.63,11045
11,46,190,178,93.68,11046
11,47,290,242,83.45,11047
11,48,144,112,77.78,11048
11,49,289,243,84.08,11049
11,50,244,205,84.02,11050
12,1,151,128,84.77,12001
12,2,210,176,83.81,12002
12,3,209,173,82.78,12003
12,4,181,153,84.53,12004
12,5,250,209,83.6,12005
12,6,181,155,85.64,12006
12,7,99,89,89.9,12007
12,8,406,332,81.77,12008
12,9,215,183,85.12,12009
12,10,128,100,78.13,12010
12,11,195,165,84.62,12011
12,12,201,158,78.61,12012
12,13,173,136,78.61,12013
12,14,162,137,84.57,12014
12,15,199,179,89.95,12015
12,16,187,155,82.89,12016
12,17,205,172,83.9,12017
12,18,266,231,86.84,12018
12,19,198,159,80.3,12019
12,20,222,174,78.38,12020
12,21,278,219,78.78,12021
12,22,189,166,87.83,12022
12,23,160,130,81.25,12023
12,24,333,275,82.58,12024
12,25,199,160,80.4,12025
12,26,211,183,86.73,12026
12,27,144,105,72.92,12027
12,28,235,189,80.43,12028
12,29,260,207,79.62,12029
13,1,348,260,74.71,13001
13,2,269,212,78.81,13002
13,3,430,338,78.6,13003
13,4,533,390,73.17,13004
13,5,281,245,87.19,13005
13,6,287,217,75.61,13006
13,7,322,257,79.81,13007
13,8,373,273,73.19,13008
13,9,295,246,83.39,13009
13,10,286,212,74.13,13010
13,11,263,231,87.83,13011
13,12,376,295,78.46,13012
13,13,364,307,84.34,13013
13,14,286,224,78.32,13014
13,15,362,306,84.53,13015
13,16,250,211,84.4,13016
13,17,355,279,78.59,13017
13,18,313,259,82.75,13018
13,19,318,289,90.88,13019
13,20,308,257,83.44,13020
13,21,254,203,79.92,13021
13,22,340,282,82.94,13022
13,23,275,229,83.27,13023
13,24,353,289,81.87,13024
13,25,327,247,75.54,13025
13,26,264,224,84.85,13026
13,27,401,309,77.06,13027
13,28,259,215,83.01,13028
13,29,289,224,77.51,13029
13,30,361,300,83.1,13030
13,31,354,305,86.16,13031
13,32,381,344,90.29,13032
13,33,297,237,79.8,13033
13,34,300,232,77.33,13034
13,35,367,312,85.01,13035
13,36,232,182,78.45,13036
13,37,237,190,80.17,13037
13,38,401,308,76.81,13038
13,39,324,262,80.86,13039
13,40,307,255,83.06,13040
13,41,301,264,87.71,13041
13,42,310,271,87.42,13042
13,43,243,217,89.3,13043
13,44,368,339,92.12,13044
13,45,472,376,79.66,13045
13,46,301,261,86.71,13046
13,47,328,266,81.1,13047
13,48,352,296,84.09,13048
13,49,386,324,83.94,13049
13,50,395,355,89.87,13050
13,51,255,222,87.06,13051
13,52,390,304,77.95,13052
13,53,428,349,81.54,13053
13,54,343,281,81.92,13054
14,1,210,171,81.43,14001
14,2,241,182,75.52,14002
14,3,322,274,85.09,14003
14,4,248,202,81.45,14004
14,5,329,295,89.67,14005
14,6,252,202,80.16,14006
14,7,250,205,82.0,14007
14,8,189,161,85.19,14008
14,9,308,263,85.39,14009
14,10,290,223,76.9,14010
14,11,240,211,87.92,14011
14,12,201,177,88.06,14012
14,13,310,239,77.1,14013
14,14,205,185,90.24,14014
14,15,281,248,88.26,14015
14,16,292,233,79.79,14016
14,17,274,234,85.4,14017
14,18,245,196,80.0,14018
14,19,328,276,84.15,14019
14,20,245,189,77.14,14020
14,21,255,225,88.24,14021
14,22,250,195,78.0,14022
14,23,207,179,86.47,14023
14,24,184,169,91.85,14024
14,25,258,195,75.58,14025
14,26,197,172,87.31,14026
14,27,187,143,76.47,14027
14,28,263,210,79.85,14028
14,29,294,243,82.65,14029
14,30,220,176,80.0,14030
14,31,245,219,89.39,14031
14,32,212,186,87.74,14032
14,33,207,175,84.54,14033
14,34,236,206,87.29,14034
14,35,140,103,73.57,14035
14,36,296,246,83.11,14036
14,37,261,232,88.89,14037
15,1,213,182,85.45,15001
15,2,280,275,98.21,15002
15,3,313,308,98.4,15003
15,4,318,310,97.48,15004
15,5,332,327,98.49,15005
15,6,339,310,91.45,15006
15,7,306,300,98.04,15007
15,8,472,461,97.67,15008
15,9,332,312,93.98,15009
15,10,245,205,83.67,15010
15,11,358,347,96.93,15011
15,12,220,218,99.09,15012
15,13,226,198,87.61,15013
15,14,350,283,80.86,15014
15,15,332,302,90.96,15015
15,16,226,170,75.22,15016
15,17,325,319,98.15,15017
15,18,254,251,98.82,15018
15,19,293,289,98.63,15019
15,20,282,278,98.58,15020
15,21,309,300,97.09,15021
15,22,384,371,96.61,15022
15,23,270,264,97.78,15023
15,24,335,319,95.22,15024
15,25,345,316,91.59,15025
15,26,263,259,98.48,15026
15,27,252,241,95.63,15027
15,28,299,230,76.92,15028
15,29,186,177,95.16,15029
15,30,395,379,95.95,15030
15,31,254,250,98.43,15031
15,32,381,353,92.65,15032
15,33,279,269,96.42,15033
15,34,268,260,97.01,15034
15,35,308,299,97.08,15035
15,36,288,283,98.26,15036
15,37,268,260,97.01,15037
15,38,332,313,94.28,15038
15,39,339,334,98.53,15039
15,40,309,305,98.71,15040
15,41,430,390,90.7,15041
15,42,207,200,96.62,15042
15,43,285,278,97.54,15043
15,44,325,294,90.46,15044
15,45,166,156,93.98,15045
15,46,239,236,98.74,15046
15,47,336,330,98.21,15047
15,48,292,286,97.95,15048
15,49,265,237,89.43,15049
15,50,319,312,97.81,15050
15,51,224,221,98.66,15051
15,52,194,193,99.48,15052
16,1,189,182,96.3,16001
16,2,250,243,97.2,16002
16,3,303,300,99.01,16003
16,4,291,267,91.75,16004
16,5,354,346,97.74,16005
16,6,110,102,92.73,16006
16,7,300,286,95.33,16007
16,8,273,265,97.07,16008
16,9,368,359,97.55,16009
16,10,267,257,96.25,16010
16,11,382,369,96.6,16011
16,12,263,257,97.72,16012
16,13,237,202,85.23,16013
16,14,315,307,97.46,16014
16,15,350,343,98.0,16015
16,16,311,305,98.07,16016
16,17,356,285,80.06,16017
16,18,311,305,98.07,16018
16,19,244,237,97.13,16019
16,20,300,288,96.0,16020
16,21,267,222,83.15,16021
16,22,250,246,98.4,16022
16,23,308,274,88.96,16023
16,24,184,182,98.91,16024
16,25,251,247,98.41,16025
16,26,316,308,97.47,16026
16,27,326,323,99.08,16027
16,28,353,344,97.45,16028
16,29,189,181,95.77,16029
16,30,249,241,96.79,16030
16,31,350,349,99.71,16031
16,32,264,216,81.82,16032
16,33,281,278,98.93,16033
16,34,309,304,98.38,16034
16,35,318,279,87.74,16035
16,36,325,320,98.46,16036
16,37,325,320,98.46,16037
16,38,333,322,96.7,16038
16,39,176,147,83.52,16039
16,40,362,350,96.69,16040
16,41,149,147,98.66,16041
16,42,197,169,85.79,16042
16,43,300,295,98.33,16043
16,44,379,353,93.14,16044
16,45,214,208,97.2,16045
16,46,77,77,100.0,16046
16,47,192,186,96.88,16047
17,1,267,261,97.75,17001
17,2,359,348,96.94,17002
17,3,314,310,98.73,17003
17,4,484,479,98.97,17004
17,5,323,318,98.45,17005
17,6,298,289,96.98,17006
17,7,478,470,98.33,17007
17,8,312,306,98.08,17008
17,9,246,244,99.19,17009
17,10,344,333,96.8,17010
17,11,369,364,98.64,17011
17,12,398,391,98.24,17012
17,13,264,258,97.73,17013
17,14,357,347,97.2,17014
17,15,347,339,97.69,17015
17,16,309,303,98.06,17016
17,17,316,307,97.15,17017
17,18,390,387,99.23,17018
17,19,174,169,97.13,17019
17,20,361,354,98.06,17020
17,21,427,414,96.96,17021
17,22,368,364,98.91,17022
17,23,290,286,98.62,17023
17,24,427,413,96.72,17024
17,25,242,236,97.52,17025
17,26,449,440,98.0,17026
17,27,436,429,98.39,17027
17,28,328,322,98.17,17028
17,29,392,386,98.47,17029
17,30,419,411,98.09,17030
17,31,371,365,98.38,17031
17,32,411,402,97.81,17032
17,33,286,282,98.6,17033
17,34,327,316,96.64,17034
17,35,221,214,96.83,17035
17,36,252,248,98.41,17036
17,37,346,343,99.13,17037
17,38,365,356,97.53,17038
17,39,293,292,99.66,17039
17,40,293,288,98.29,17040
17,41,284,278,97.89,17041
17,42,323,318,98.45,17042
17,43,288,277,96.18,17043
17,44,311,305,98.07,17044
17,45,262,256,97.71,17045
17,46,363,358,98.62,17046
17,47,222,217,97.75,17047
17,48,404,395,97.77,17048
17,49,308,303,98.38,17049
17,50,382,375,98.17,17050
17,51,448,435,97.1,17051
17,52,459,454,98.91,17052
17,53,321,319,99.38,17053
17,54,380,375,98.68,17054
17,55,335,329,98.21,17055
17,56,364,357,98.08,17056
17,57,394,388,98.48,17057
17,58,277,268,96.75,17058
17,59,200,195,97.5,17059
17,60,444,435,97.97,17060
17,61,321,316,98.44,17061
17,62,300,296,98.67,17062
17,63,383,376,98.17,17063
17,64,275,272,98.91,17064
18,1,246,227,92.28,18001
18,2,394,360,91.37,18002
18,3,302,186,61.59,18003
18,4,389,370,95.12,18004
18,5,439,432,98.41,18005
18,6,335,220,65.67,18006
18,7,359,307,85.52,18007
18,8,201,194,96.52,18008
18,9,387,351,90.7,18009
18,10,528,492,93.18,18010
18,11,381,293,76.9,18011
18,12,450,424,94.22,18012
