ward,precinct,total,Richard A. Devine,Richard A. Devine Percent,Phillip Spiwak,Phillip Spiwak Percent,precinct_id
37,35,191,182,95.29,9,4.71,37035
37,36,351,334,95.16,17,4.84,37036
37,37,310,297,95.81,13,4.19,37037
37,38,414,395,95.41,19,4.59,37038
37,39,170,140,82.35,30,17.65,37039
37,40,398,379,95.23,19,4.77,37040
37,41,372,349,93.82,23,6.18,37041
37,42,89,80,89.89,9,10.11,37042
37,43,253,245,96.84,8,3.16,37043
37,44,310,292,94.19,18,5.81,37044
37,45,263,257,97.72,6,2.28,37045
37,46,326,309,94.79,17,5.21,37046
37,47,88,83,94.32,5,5.68,37047
37,48,393,381,96.95,12,3.05,37048
37,49,339,328,96.76,11,3.24,37049
37,50,307,267,86.97,40,13.03,37050
37,51,278,268,96.4,10,3.6,37051
37,52,216,191,88.43,25,11.57,37052
37,53,308,298,96.75,10,3.25,37053
37,54,387,375,96.9,12,3.1,37054
37,55,317,303,95.58,14,4.42,37055
37,56,273,253,92.67,20,7.33,37056
37,57,179,175,97.77,4,2.23,37057
37,58,308,301,97.73,7,2.27,37058
38,1,392,322,82.14,70,17.86,38001
38,2,277,209,75.45,68,24.55,38002
38,3,298,230,77.18,68,22.82,38003
38,4,186,142,76.34,44,23.66,38004
38,5,554,455,82.13,99,17.87,38005
38,6,325,243,74.77,82,25.23,38006
38,7,387,308,79.59,79,20.41,38007
38,8,257,190,73.93,67,26.07,38008
38,9,312,247,79.17,65,20.83,38009
38,10,460,378,82.17,82,17.83,38010
38,11,280,213,76.07,67,23.93,38011
38,12,385,282,73.25,103,26.75,38012
38,13,323,255,78.95,68,21.05,38013
38,14,290,242,83.45,48,16.55,38014
38,15,238,199,83.61,39,16.39,38015
38,16,358,291,81.28,67,18.72,38016
38,17,259,219,84.56,40,15.44,38017
38,18,313,253,80.83,60,19.17,38018
38,19,348,270,77.59,78,22.41,38019
38,20,430,334,77.67,96,22.33,38020
38,21,364,267,73.35,97,26.65,38021
38,22,346,264,76.3,82,23.7,38022
38,23,259,209,80.69,50,19.31,38023
38,24,247,208,84.21,39,15.79,38024
38,25,301,255,84.72,46,15.28,38025
38,26,260,204,78.46,56,21.54,38026
38,27,224,171,76.34,53,23.66,38027
38,28,258,212,82.17,46,17.83,38028
38,29,301,256,85.05,45,14.95,38029
38,30,326,252,77.3,74,22.7,38030
38,31,400,337,84.25,63,15.75,38031
38,32,382,286,74.87,96,25.13,38032
38,33,297,251,84.51,46,15.49,38033
38,34,230,180,78.26,50,21.74,38034
38,35,391,287,73.4,104,26.6,38035
38,36,305,249,81.64,56,18.36,38036
38,37,401,301,75.06,100,24.94,38037
38,38,426,321,75.35,105,24.65,38038
38,39,346,252,72.83,94,27.17,38039
38,40,254,206,81.1,48,18.9,38040
38,41,428,343,80.14,85,19.86,38041
38,42,377,296,78.51,81,21.49,38042
38,43,347,288,83.0,59,17.0,38043
38,44,332,249,75.0,83,25.0,38044
38,45,395,324,82.03,71,17.97,38045
38,46,312,252,80.77,60,19.23,38046
38,47,333,268,80.48,65,19.52,38047
38,48,300,254,84.67,46,15.33,38048
38,49,312,232,74.36,80,25.64,38049
38,50,354,275,77.68,79,22.32,38050
38,51,263,208,79.09,55,20.91,38051
38,52,343,271,79.01,72,20.99,38052
38,53,83,64,77.11,19,22.89,38053
39,1,342,267,78.07,75,21.93,39001
39,2,440,328,74.55,112,25.45,39002
39,3,358,298,83.24,60,16.76,39003
39,4,272,207,76.1,65,23.9,39004
39,5,267,217,81.27,50,18.73,39005
39,6,395,299,75.7,96,24.3,39006
39,7,269,236,87.73,33,12.27,39007
39,8,430,383,89.07,47,10.93,39008
39,9,447,379,84.79,68,15.21,39009
39,10,295,261,88.47,34,11.53,39010
39,11,441,373,84.58,68,15.42,39011
39,12,348,286,82.18,62,17.82,39012
39,13,204,161,78.92,43,21.08,39013
39,14,347,294,84.73,53,15.27,39014
39,15,319,240,75.24,79,24.76,39015
39,16,308,258,83.77,50,16.23,39016
39,17,347,285,82.13,62,17.87,39017
39,18,427,336,78.69,91,21.31,39018
39,19,264,216,81.82,48,18.18,39019
39,20,319,241,75.55,78,24.45,39020
39,21,235,201,85.53,34,14.47,39021
39,22,316,272,86.08,44,13.92,39022
39,23,200,172,86.0,28,14.0,39023
39,24,394,343,87.06,51,12.94,39024
39,25,424,327,77.12,97,22.88,39025
39,26,380,284,74.74,96,25.26,39026
39,27,373,308,82.57,65,17.43,39027
39,28,397,334,84.13,63,15.87,39028
39,29,393,333,84.73,60,15.27,39029
39,30,252,217,86.11,35,13.89,39030
39,31,274,221,80.66,53,19.34,39031
39,32,363,317,87.33,46,12.67,39032
39,33,450,372,82.67,78,17.33,39033
39,34,426,335,78.64,91,21.36,39034
39,35,413,316,76.51,97,23.49,39035
39,36,339,274,80.83,65,19.17,39036
39,37,435,334,76.78,101,23.22,39037
39,38,380,295,77.63,85,22.37,39038
39,39,169,141,83.43,28,16.57,39039
39,40,272,202,74.26,70,25.74,39040
39,41,164,134,81.71,30,18.29,39041
39,42,320,251,78.44,69,21.56,39042
39,43,500,356,71.2,144,28.8,39043
39,44,486,416,85.6,70,14.4,39044
39,45,206,168,81.55,38,18.45,39045
39,46,310,262,84.52,48,15.48,39046
39,47,265,196,73.96,69,26.04,39047
40,1,278,223,80.22,55,19.78,40001
40,2,280,243,86.79,37,13.21,40002
40,3,396,359,90.66,37,9.34,40003
40,4,317,281,88.64,36,11.36,40004
40,5,399,335,83.96,64,16.04,40005
40,6,353,307,86.97,46,13.03,40006
40,7,393,350,89.06,43,10.94,40007
40,8,121,91,75.21,30,24.79,40008
40,9,245,203,82.86,42,17.14,40009
40,10,398,325,81.66,73,18.34,40010
40,11,350,319,91.14,31,8.86,40011
40,12,265,226,85.28,39,14.72,40012
40,13,465,416,89.46,49,10.54,40013
40,14,350,301,86.0,49,14.0,40014
40,15,387,335,86.56,52,13.44,40015
40,16,326,293,89.88,33,10.12,40016
40,17,178,154,86.52,24,13.48,40017
40,18,383,338,88.25,45,11.75,40018
40,19,295,238,80.68,57,19.32,40019
40,20,310,254,81.94,56,18.06,40020
40,21,356,298,83.71,58,16.29,40021
40,22,180,161,89.44,19,10.56,40022
40,23,485,430,88.66,55,11.34,40023
40,24,251,201,80.08,50,19.92,40024
40,25,286,234,81.82,52,18.18,40025
40,26,389,358,92.03,31,7.97,40026
40,27,320,277,86.56,43,13.44,40027
40,28,409,354,86.55,55,13.45,40028
40,29,348,291,83.62,57,16.38,40029
40,30,378,313,82.8,65,17.2,40030
40,31,318,252,79.25,66,20.75,40031
40,32,241,191,79.25,50,20.75,40032
40,33,355,306,86.2,49,13.8,40033
40,34,261,219,83.91,42,16.09,40034
40,35,348,282,81.03,66,18.97,40035
40,36,403,340,84.37,63,15.63,40036
40,37,294,258,87.76,36,12.24,40037
40,38,203,169,83.25,34,16.75,40038
40,39,297,245,82.49,52,17.51,40039
40,40,217,190,87.56,27,12.44,40040
40,41,480,426,88.75,54,11.25,40041
40,42,445,381,85.62,64,14.38,40042
40,43,431,375,87.01,56,12.99,40043
40,44,279,234,83.87,45,16.13,40044
40,45,502,422,84.06,80,15.94,40045
40,46,428,370,86.45,58,13.55,40046
40,47,415,370,89.16,45,10.84,40047
40,48,295,238,80.68,57,19.32,40048
40,49,237,198,83.54,39,16.46,40049
41,1,327,228,69.72,99,30.28,41001
41,2,468,347,74.15,121,25.85,41002
41,3,283,202,71.38,81,28.62,41003
41,4,368,278,75.54,90,24.46,41004
41,5,552,406,73.55,146,26.45,41005
41,6,367,275,74.93,92,25.07,41006
41,7,554,436,78.7,118,21.3,41007
41,8,394,278,70.56,116,29.44,41008
41,9,391,287,73.4,104,26.6,41009
41,10,377,276,73.21,101,26.79,41010
41,11,337,248,73.59,89,26.41,41011
41,12,454,350,77.09,104,22.91,41012
41,13,318,247,77.67,71,22.33,41013
41,14,447,341,76.29,106,23.71,41014
41,15,308,235,76.3,73,23.7,41015
41,16,432,322,74.54,110,25.46,41016
41,17,401,310,77.31,91,22.69,41017
41,18,316,228,72.15,88,27.85,41018
41,19,382,282,73.82,100,26.18,41019
41,20,453,318,70.2,135,29.8,41020
41,21,458,348,75.98,110,24.02,41021
41,22,323,237,73.37,86,26.63,41022
41,23,407,309,75.92,98,24.08,41023
41,24,295,205,69.49,90,30.51,41024
41,25,229,171,74.67,58,25.33,41025
41,26,245,164,66.94,81,33.06,41026
41,27,177,121,68.36,56,31.64,41027
41,28,347,254,73.2,93,26.8,41028
41,29,237,165,69.62,72,30.38,41029
41,30,349,252,72.21,97,27.79,41030
41,31,394,299,75.89,95,24.11,41031
41,32,371,249,67.12,122,32.88,41032
41,33,365,253,69.32,112,30.68,41033
41,34,370,270,72.97,100,27.03,41034
41,35,372,284,76.34,88,23.66,41035
41,36,393,295,75.06,98,24.94,41036
41,37,443,321,72.46,122,27.54,41037
41,38,365,263,72.05,102,27.95,41038
41,39,298,213,71.48,85,28.52,41039
41,40,332,242,72.89,90,27.11,41040
41,41,393,283,72.01,110,27.99,41041
41,42,358,261,72.91,97,27.09,41042
41,43,341,257,75.37,84,24.63,41043
41,44,332,265,79.82,67,20.18,41044
41,45,313,253,80.83,60,19.17,41045
41,46,340,245,72.06,95,27.94,41046
41,47,380,290,76.32,90,23.68,41047
41,48,294,231,78.57,63,21.43,41048
41,49,303,223,73.6,80,26.4,41049
41,50,380,292,76.84,88,23.16,41050
41,51,353,267,75.64,86,24.36,41051
41,52,374,262,70.05,112,29.95,41052
41,53,469,348,74.2,121,25.8,41053
41,54,332,259,78.01,73,21.99,41054
41,55,397,281,70.78,116,29.22,41055
41,56,428,331,77.34,97,22.66,41056
41,57,392,258,65.82,134,34.18,41057
41,58,280,197,70.36,83,29.64,41058
41,59,355,285,80.28,70,19.72,41059
41,60,308,225,73.05,83,26.95,41060
41,61,458,352,76.86,106,23.14,41061
41,62,383,288,75.2,95,24.8,41062
41,63,335,248,74.03,87,25.97,41063
41,64,377,272,72.15,105,27.85,41064
41,65,479,360,75.16,119,24.84,41065
41,66,407,310,76.17,97,23.83,41066
41,67,313,250,79.87,63,20.13,41067
41,68,329,243,73.86,86,26.14,41068
41,69,495,409,82.63,86,17.37,41069
41,70,292,211,72.26,81,27.74,41070
41,71,240,182,75.83,58,24.17,41071
42,1,540,389,72.04,151,27.96,42001
42,2,378,271,71.69,107,28.31,42002
42,3,326,227,69.63,99,30.37,42003
42,4,346,248,71.68,98,28.32,42004
42,5,344,255,74.13,89,25.87,42005
42,6,610,457,74.92,153,25.08,42006
42,7,475,344,72.42,131,27.58,42007
42,8,548,413,75.36,135,24.64,42008
42,9,775,593,76.52,182,23.48,42009
42,10,342,261,76.32,81,23.68,42010
42,11,439,303,69.02,136,30.98,42011
42,12,279,208,74.55,71,25.45,42012
42,13,571,423,74.08,148,25.92,42013
42,14,613,428,69.82,185,30.18,42014
42,15,451,324,71.84,127,28.16,42015
42,16,294,218,74.15,76,25.85,42016
42,17,486,342,70.37,144,29.63,42017
42,18,656,483,73.63,173,26.37,42018
42,19,231,160,69.26,71,30.74,42019
42,20,308,209,67.86,99,32.14,42020
42,21,291,201,69.07,90,30.93,42021
42,22,816,515,63.11,301,36.89,42022
42,23,482,341,70.75,141,29.25,42023
42,24,534,396,74.16,138,25.84,42024
42,25,393,286,72.77,107,27.23,42025
42,26,405,323,79.75,82,20.25,42026
42,27,492,377,76.63,115,23.37,42027
42,28,402,317,78.86,85,21.14,42028
42,29,465,327,70.32,138,29.68,42029
42,30,325,232,71.38,93,28.62,42030
42,31,334,216,64.67,118,35.33,42031
42,32,534,401,75.09,133,24.91,42032
42,33,505,391,77.43,114,22.57,42033
42,34,387,296,76.49,91,23.51,42034
42,35,280,212,75.71,68,24.29,42035
42,36,452,334,73.89,118,26.11,42036
42,37,399,297,74.44,102,25.56,42037
42,38,436,304,69.72,132,30.28,42038
42,39,249,177,71.08,72,28.92,42039
42,40,359,266,74.09,93,25.91,42040
42,41,679,469,69.07,210,30.93,42041
42,42,291,213,73.2,78,26.8,42042
42,43,385,271,70.39,114,29.61,42043
42,44,526,363,69.01,163,30.99,42044
42,45,408,307,75.25,101,24.75,42045
42,46,410,288,70.24,122,29.76,42046
42,47,246,188,76.42,58,23.58,42047
42,48,382,238,62.3,144,37.7,42048
42,49,305,87,28.52,218,71.48,42049
42,50,249,179,71.89,70,28.11,42050
42,51,374,267,71.39,107,28.61,42051
42,52,230,169,73.48,61,26.52,42052
42,53,262,199,75.95,63,24.05,42053
42,54,383,261,68.15,122,31.85,42054
42,55,527,370,70.21,157,29.79,42055
42,56,598,410,68.56,188,31.44,42056
42,57,423,320,75.65,103,24.35,42057
42,58,135,107,79.26,28,20.74,42058
42,59,163,113,69.33,50,30.67,42059
42,60,299,222,74.25,77,25.75,42060
42,61,300,203,67.67,97,32.33,42061
42,62,279,209,74.91,70,25.09,42062
42,63,348,259,74.43,89,25.57,42063
42,64,227,172,75.77,55,24.23,42064
42,65,455,330,72.53,125,27.47,42065
42,66,395,282,71.39,113,28.61,42066
42,67,575,384,66.78,191,33.22,42067
42,68,842,590,70.07,252,29.93,42068
42,69,580,418,72.07,162,27.93,42069
43,1,284,225,79.23,59,20.77,43001
43,2,524,371,70.8,153,29.2,43002
43,3,496,354,71.37,142,28.63,43003
43,4,493,386,78.3,107,21.7,43004
43,5,483,350,72.46,133,27.54,43005
43,6,410,312,76.1,98,23.9,43006
43,7,273,197,72.16,76,27.84,43007
43,8,412,325,78.88,87,21.12,43008
43,9,439,305,69.48,134,30.52,43009
43,10,205,148,72.2,57,27.8,43010
43,11,343,248,72.3,95,27.7,43011
43,12,588,441,75.0,147,25.0,43012
43,13,261,173,66.28,88,33.72,43013
43,14,331,266,80.36,65,19.64,43014
43,15,398,291,73.12,107,26.88,43015
43,16,456,335,73.46,121,26.54,43016
43,17,317,219,69.09,98,30.91,43017
43,18,555,393,70.81,162,29.19,43018
43,19,330,242,73.33,88,26.67,43019
43,20,463,357,77.11,106,22.89,43020
43,21,319,230,72.1,89,27.9,43021
43,22,325,210,64.62,115,35.38,43022
43,23,329,258,78.42,71,21.58,43023
43,24,377,259,68.7,118,31.3,43024
43,25,400,317,79.25,83,20.75,43025
43,26,342,245,71.64,97,28.36,43026
43,27,384,295,76.82,89,23.18,43027
43,28,382,256,67.02,126,32.98,43028
43,29,384,282,73.44,102,26.56,43029
43,30,380,259,68.16,121,31.84,43030
43,31,347,261,75.22,86,24.78,43031
43,32,331,245,74.02,86,25.98,43032
43,33,410,292,71.22,118,28.78,43033
43,34,331,231,69.79,100,30.21,43034
43,35,518,362,69.88,156,30.12,43035
43,36,441,301,68.25,140,31.75,43036
43,37,383,293,76.5,90,23.5,43037
43,38,436,311,71.33,125,28.67,43038
43,39,421,278,66.03,143,33.97,43039
43,40,237,177,74.68,60,25.32,43040
43,41,345,242,70.14,103,29.86,43041
43,42,368,257,69.84,111,30.16,43042
43,43,466,339,72.75,127,27.25,43043
43,44,553,392,70.89,161,29.11,43044
43,45,152,110,72.37,42,27.63,43045
43,46,498,352,70.68,146,29.32,43046
43,47,378,275,72.75,103,27.25,43047
43,48,551,415,75.32,136,24.68,43048
43,49,321,233,72.59,88,27.41,43049
43,50,370,275,74.32,95,25.68,43050
43,51,512,387,75.59,125,24.41,43051
43,52,616,445,72.24,171,27.76,43052
43,53,515,395,76.7,120,23.3,43053
43,54,364,266,73.08,98,26.92,43054
43,55,293,259,88.4,34,11.6,43055
43,56,327,248,75.84,79,24.16,43056
43,57,501,361,72.06,140,27.94,43057
43,58,508,380,74.8,128,25.2,43058
43,59,381,293,76.9,88,23.1,43059
43,60,386,273,70.73,113,29.27,43060
43,61,287,217,75.61,70,24.39,43061
43,62,478,327,68.41,151,31.59,43062
43,63,356,257,72.19,99,27.81,43063
43,64,261,192,73.56,69,26.44,43064
43,65,269,185,68.77,84,31.23,43065
43,66,199,144,72.36,55,27.64,43066
43,67,310,213,68.71,97,31.29,43067
44,1,366,305,83.33,61,16.67,44001
44,2,388,334,86.08,54,13.92,44002
44,3,353,288,81.59,65,18.41,44003
44,4,418,343,82.06,75,17.94,44004
44,5,620,501,80.81,119,19.19,44005
44,6,608,476,78.29,132,21.71,44006
44,7,477,375,78.62,102,21.38,44007
44,8,290,228,78.62,62,21.38,44008
44,9,870,619,71.15,251,28.85,44009
44,10,498,368,73.9,130,26.1,44010
44,11,666,533,80.03,133,19.97,44011
44,12,317,255,80.44,62,19.56,44012
44,13,412,323,78.4,89,21.6,44013
44,14,576,427,74.13,149,25.87,44014
44,15,572,455,79.55,117,20.45,44015
44,16,578,469,81.14,109,18.86,44016
44,17,503,410,81.51,93,18.49,44017
44,18,418,315,75.36,103,24.64,44018
44,19,345,278,80.58,67,19.42,44019
44,20,643,520,80.87,123,19.13,44020
44,21,683,541,79.21,142,20.79,44021
44,22,539,425,78.85,114,21.15,44022
44,23,547,442,80.8,105,19.2,44023
44,24,458,340,74.24,118,25.76,44024
44,25,597,450,75.38,147,24.62,44025
44,26,502,412,82.07,90,17.93,44026
44,27,662,502,75.83,160,24.17,44027
44,28,523,376,71.89,147,28.11,44028
44,29,682,508,74.49,174,25.51,44029
44,30,516,445,86.24,71,13.76,44030
44,31,696,517,74.28,179,25.72,44031
44,32,360,296,82.22,64,17.78,44032
44,33,716,629,87.85,87,12.15,44033
44,34,376,312,82.98,64,17.02,44034
44,35,357,278,77.87,79,22.13,44035
44,36,617,487,78.93,130,21.07,44036
44,37,621,524,84.38,97,15.62,44037
44,38,648,480,74.07,168,25.93,44038
44,39,646,462,71.52,184,28.48,44039
44,40,603,418,69.32,185,30.68,44040
44,41,523,398,76.1,125,23.9,44041
44,42,670,533,79.55,137,20.45,44042
44,43,676,537,79.44,139,20.56,44043
44,44,568,476,83.8,92,16.2,44044
44,45,693,533,76.91,160,23.09,44045
44,46,338,279,82.54,59,17.46,44046
44,47,730,524,71.78,206,28.22,44047
44,48,342,284,83.04,58,16.96,44048
44,49,714,576,80.67,138,19.33,44049
44,50,651,488,74.96,163,25.04,44050
45,1,330,270,81.82,60,18.18,45001
45,2,422,329,77.96,93,22.04,45002
45,3,444,385,86.71,59,13.29,45003
45,4,493,383,77.69,110,22.31,45004
45,5,444,333,75.0,111,25.0,45005
45,6,376,294,78.19,82,21.81,45006
45,7,393,295,75.06,98,24.94,45007
45,8,351,274,78.06,77,21.94,45008
45,9,435,316,72.64,119,27.36,45009
45,10,496,391,78.83,105,21.17,45010
45,11,402,309,76.87,93,23.13,45011
45,12,432,334,77.31,98,22.69,45012
45,13,456,369,80.92,87,19.08,45013
45,14,488,394,80.74,94,19.26,45014
45,15,427,349,81.73,78,18.27,45015
45,16,413,354,85.71,59,14.29,45016
45,17,340,272,80.0,68,20.0,45017
45,18,370,319,86.22,51,13.78,45018
45,19,401,317,79.05,84,20.95,45019
45,20,362,290,80.11,72,19.89,45020
45,21,407,303,74.45,104,25.55,45021
45,22,373,260,69.71,113,30.29,45022
45,23,376,287,76.33,89,23.67,45023
45,24,509,389,76.42,120,23.58,45024
45,25,408,324,79.41,84,20.59,45025
45,26,414,343,82.85,71,17.15,45026
45,27,348,276,79.31,72,20.69,45027
45,28,372,315,84.68,57,15.32,45028
45,29,411,321,78.1,90,21.9,45029
45,30,400,297,74.25,103,25.75,45030
45,31,386,313,81.09,73,18.91,45031
45,32,280,209,74.64,71,25.36,45032
45,33,365,294,80.55,71,19.45,45033
45,34,306,222,72.55,84,27.45,45034
45,35,407,304,74.69,103,25.31,45035
45,36,374,288,77.01,86,22.99,45036
45,37,373,300,80.43,73,19.57,45037
45,38,434,347,79.95,87,20.05,45038
45,39,437,337,77.12,100,22.88,45039
45,40,410,319,77.8,91,22.2,45040
45,41,277,220,79.42,57,20.58,45041
45,42,353,290,82.15,63,17.85,45042
45,43,349,270,77.36,79,22.64,45043
45,44,394,327,82.99,67,17.01,45044
45,45,337,252,74.78,85,25.22,45045
45,46,426,332,77.93,94,22.07,45046
45,47,425,318,74.82,107,25.18,45047
45,48,357,296,82.91,61,17.09,45048
45,49,389,303,77.89,86,22.11,45049
45,50,372,285,76.61,87,23.39,45050
45,51,393,300,76.34,93,23.66,45051
45,52,363,280,77.13,83,22.87,45052
45,53,315,235,74.6,80,25.4,45053
46,1,648,551,85.03,97,14.97,46001
46,2,500,446,89.2,54,10.8,46002
46,3,613,534,87.11,79,12.89,46003
46,4,365,321,87.95,44,12.05,46004
46,5,587,514,87.56,73,12.44,46005
46,6,432,380,87.96,52,12.04,46006
46,7,743,621,83.58,122,16.42,46007
46,8,438,383,87.44,55,12.56,46008
46,9,685,533,77.81,152,22.19,46009
46,10,400,310,77.5,90,22.5,46010
46,11,536,469,87.5,67,12.5,46011
46,12,444,378,85.14,66,14.86,46012
46,13,736,574,77.99,162,22.01,46013
46,14,361,335,92.8,26,7.2,46014
46,15,548,473,86.31,75,13.69,46015
46,16,557,484,86.89,73,13.11,46016
46,17,727,595,81.84,132,18.16,46017
46,18,468,380,81.2,88,18.8,46018
46,19,577,506,87.69,71,12.31,46019
46,20,525,454,86.48,71,13.52,46020
46,21,159,136,85.53,23,14.47,46021
46,22,313,228,72.84,85,27.16,46022
46,23,331,289,87.31,42,12.69,46023
46,24,533,435,81.61,98,18.39,46024
46,25,358,265,74.02,93,25.98,46025
46,26,424,366,86.32,58,13.68,46026
46,27,587,473,80.58,114,19.42,46027
46,28,583,456,78.22,127,21.78,46028
46,29,388,315,81.19,73,18.81,46029
46,30,523,428,81.84,95,18.16,46030
46,31,501,421,84.03,80,15.97,46031
46,32,421,350,83.14,71,16.86,46032
46,33,479,405,84.55,74,15.45,46033
46,34,669,568,84.9,101,15.1,46034
46,35,555,473,85.23,82,14.77,46035
46,36,434,361,83.18,73,16.82,46036
46,37,425,347,81.65,78,18.35,46037
46,38,420,351,83.57,69,16.43,46038
46,39,562,460,81.85,102,18.15,46039
46,40,291,246,84.54,45,15.46,46040
46,41,416,350,84.13,66,15.87,46041
46,42,497,419,84.31,78,15.69,46042
46,43,321,277,86.29,44,13.71,46043
47,1,543,487,89.69,56,10.31,47001
47,2,381,318,83.46,63,16.54,47002
47,3,384,310,80.73,74,19.27,47003
47,4,440,370,84.09,70,15.91,47004
47,5,473,390,82.45,83,17.55,47005
47,6,548,474,86.5,74,13.5,47006
47,7,487,400,82.14,87,17.86,47007
47,8,597,507,84.92,90,15.08,47008
47,9,311,262,84.24,49,15.76,47009
47,10,378,338,89.42,40,10.58,47010
47,11,721,639,88.63,82,11.37,47011
47,12,466,389,83.48,77,16.52,47012
47,13,622,544,87.46,78,12.54,47013
47,14,335,290,86.57,45,13.43,47014
47,15,533,480,90.06,53,9.94,47015
47,16,455,383,84.18,72,15.82,47016
47,17,393,350,89.06,43,10.94,47017
47,18,539,459,85.16,80,14.84,47018
47,19,507,447,88.17,60,11.83,47019
47,20,482,419,86.93,63,13.07,47020
47,21,465,393,84.52,72,15.48,47021
47,22,472,408,86.44,64,13.56,47022
47,23,231,203,87.88,28,12.12,47023
47,24,567,452,79.72,115,20.28,47024
47,25,580,490,84.48,90,15.52,47025
47,26,756,663,87.7,93,12.3,47026
47,27,498,413,82.93,85,17.07,47027
47,28,630,545,86.51,85,13.49,47028
47,29,540,450,83.33,90,16.67,47029
47,30,527,464,88.05,63,11.95,47030
47,31,475,425,89.47,50,10.53,47031
47,32,536,491,91.6,45,8.4,47032
47,33,473,419,88.58,54,11.42,47033
47,34,587,517,88.07,70,11.93,47034
47,35,713,617,86.54,96,13.46,47035
47,36,679,604,88.95,75,11.05,47036
47,37,618,534,86.41,84,13.59,47037
47,38,507,433,85.4,74,14.6,47038
47,39,504,421,83.53,83,16.47,47039
47,40,487,405,83.16,82,16.84,47040
47,41,732,628,85.79,104,14.21,47041
47,42,404,360,89.11,44,10.89,47042
47,43,368,303,82.34,65,17.66,47043
47,44,694,514,74.06,180,25.94,47044
47,45,492,420,85.37,72,14.63,47045
47,46,389,332,85.35,57,14.65,47046
47,47,450,377,83.78,73,16.22,47047
47,48,71,62,87.32,9,12.68,47048
47,49,398,335,84.17,63,15.83,47049
47,50,417,342,82.01,75,17.99,47050
47,51,333,275,82.58,58,17.42,47051
48,1,465,409,87.96,56,12.04,48001
48,2,336,266,79.17,70,20.83,48002
48,3,567,487,85.89,80,14.11,48003
48,4,508,383,75.39,125,24.61,48004
48,5,331,278,83.99,53,16.01,48005
48,6,507,433,85.4,74,14.6,48006
48,7,386,355,91.97,31,8.03,48007
48,8,308,244,79.22,64,20.78,48008
48,9,385,304,78.96,81,21.04,48009
48,10,310,271,87.42,39,12.58,48010
48,11,538,483,89.78,55,10.22,48011
48,12,441,386,87.53,55,12.47,48012
48,13,336,279,83.04,57,16.96,48013
48,14,477,364,76.31,113,23.69,48014
48,15,321,279,86.92,42,13.08,48015
48,16,359,306,85.24,53,14.76,48016
48,17,388,324,83.51,64,16.49,48017
48,18,323,293,90.71,30,9.29,48018
48,19,347,305,87.9,42,12.1,48019
48,20,190,159,83.68,31,16.32,48020
48,21,246,213,86.59,33,13.41,48021
48,22,443,373,84.2,70,15.8,48022
48,23,405,343,84.69,62,15.31,48023
48,24,350,314,89.71,36,10.29,48024
48,25,392,343,87.5,49,12.5,48025
48,26,460,378,82.17,82,17.83,48026
48,27,235,199,84.68,36,15.32,48027
48,28,314,272,86.62,42,13.38,48028
48,29,258,219,84.88,39,15.12,48029
48,30,383,335,87.47,48,12.53,48030
48,31,385,341,88.57,44,11.43,48031
48,32,457,413,90.37,44,9.63,48032
48,33,298,249,83.56,49,16.44,48033
48,34,219,190,86.76,29,13.24,48034
48,35,281,235,83.63,46,16.37,48035
48,36,325,283,87.08,42,12.92,48036
48,37,352,301,85.51,51,14.49,48037
48,38,441,404,91.61,37,8.39,48038
48,39,329,274,83.28,55,16.72,48039
48,40,284,254,89.44,30,10.56,48040
48,41,269,228,84.76,41,15.24,48041
48,42,355,322,90.7,33,9.3,48042
48,43,531,470,88.51,61,11.49,48043
48,44,456,404,88.6,52,11.4,48044
48,45,361,292,80.89,69,19.11,48045
48,46,336,295,87.8,41,12.2,48046
48,47,377,341,90.45,36,9.55,48047
48,48,377,339,89.92,38,10.08,48048
48,49,177,163,92.09,14,7.91,48049
48,50,467,420,89.94,47,10.06,48050
48,51,492,434,88.21,58,11.79,48051
48,52,285,253,88.77,32,11.23,48052
48,53,373,316,84.72,57,15.28,48053
48,54,292,260,89.04,32,10.96,48054
48,55,161,124,77.02,37,22.98,48055
48,56,189,165,87.3,24,12.7,48056
49,1,401,387,96.51,14,3.49,49001
49,2,376,323,85.9,53,14.1,49002
49,3,246,227,92.28,19,7.72,49003
49,4,198,180,90.91,18,9.09,49004
49,5,400,368,92.0,32,8.0,49005
49,6,425,367,86.35,58,13.65,49006
49,7,384,345,89.84,39,10.16,49007
49,8,372,320,86.02,52,13.98,49008
49,9,368,333,90.49,35,9.51,49009
49,10,344,302,87.79,42,12.21,49010
49,11,253,229,90.51,24,9.49,49011
49,12,405,369,91.11,36,8.89,49012
49,13,439,380,86.56,59,13.44,49013
49,14,402,344,85.57,58,14.43,49014
49,15,348,313,89.94,35,10.06,49015
49,16,245,211,86.12,34,13.88,49016
49,17,69,57,82.61,12,17.39,49017
49,18,229,201,87.77,28,12.23,49018
49,19,323,296,91.64,27,8.36,49019
49,20,418,371,88.76,47,11.24,49020
49,21,430,326,75.81,104,24.19,49021
49,22,299,273,91.3,26,8.7,49022
49,23,355,315,88.73,40,11.27,49023
49,24,161,150,93.17,11,6.83,49024
49,25,438,384,87.67,54,12.33,49025
49,26,385,297,77.14,88,22.86,49026
49,27,494,444,89.88,50,10.12,49027
49,28,363,326,89.81,37,10.19,49028
49,29,501,440,87.82,61,12.18,49029
49,30,383,345,90.08,38,9.92,49030
