ward,precinct,total,Richard A. Devine,Richard A. Devine Percent,Phillip Spiwak,Phillip Spiwak Percent,precinct_id
2,19,174,166,95.4,8,4.6,02019
2,20,379,356,93.93,23,6.07,02020
2,21,379,324,85.49,55,14.51,02021
2,22,607,505,83.2,102,16.8,02022
2,23,253,229,90.51,24,9.49,02023
2,24,210,198,94.29,12,5.71,02024
2,25,259,224,86.49,35,13.51,02025
2,26,667,553,82.91,114,17.09,02026
2,27,267,258,96.63,9,3.37,02027
2,28,307,220,71.66,87,28.34,02028
2,29,162,132,81.48,30,18.52,02029
2,30,328,312,95.12,16,4.88,02030
2,31,351,332,94.59,19,5.41,02031
2,32,216,207,95.83,9,4.17,02032
2,33,286,276,96.5,10,3.5,02033
2,34,312,296,94.87,16,5.13,02034
2,35,233,190,81.55,43,18.45,02035
2,36,165,155,93.94,10,6.06,02036
2,37,519,411,79.19,108,20.81,02037
2,38,410,379,92.44,31,7.56,02038
2,39,394,353,89.59,41,10.41,02039
2,40,481,420,87.32,61,12.68,02040
2,41,253,234,92.49,19,7.51,02041
2,42,192,167,86.98,25,13.02,02042
2,43,510,434,85.1,76,14.9,02043
2,44,225,208,92.44,17,7.56,02044
2,45,361,343,95.01,18,4.99,02045
2,46,445,419,94.16,26,5.84,02046
2,47,297,278,93.6,19,6.4,02047
2,48,271,260,95.94,11,4.06,02048
2,49,635,517,81.42,118,18.58,02049
2,50,275,231,84.0,44,16.0,02050
2,51,320,306,95.63,14,4.38,02051
2,52,392,375,95.66,17,4.34,02052
2,53,211,207,98.1,4,1.9,02053
2,54,511,410,80.23,101,19.77,02054
2,55,121,105,86.78,16,13.22,02055
2,56,282,264,93.62,18,6.38,02056
2,57,134,122,91.04,12,8.96,02057
2,58,266,227,85.34,39,14.66,02058
2,59,374,327,87.43,47,12.57,02059
3,1,232,220,94.83,12,5.17,03001
3,2,370,344,92.97,26,7.03,03002
3,3,289,249,86.16,40,13.84,03003
3,4,122,117,95.9,5,4.1,03004
3,5,196,181,92.35,15,7.65,03005
3,6,308,293,95.13,15,4.87,03006
3,7,243,219,90.12,24,9.88,03007
3,8,79,77,97.47,2,2.53,03008
3,9,222,212,95.5,10,4.5,03009
3,10,153,142,92.81,11,7.19,03010
3,11,190,180,94.74,10,5.26,03011
3,12,308,296,96.1,12,3.9,03012
3,13,223,197,88.34,26,11.66,03013
3,14,163,157,96.32,6,3.68,03014
3,15,366,349,95.36,17,4.64,03015
3,16,520,492,94.62,28,5.38,03016
3,17,216,209,96.76,7,3.24,03017
3,18,195,185,94.87,10,5.13,03018
3,19,112,111,99.11,1,0.89,03019
3,20,7,7,100.0,0,0.0,03020
3,21,195,190,97.44,5,2.56,03021
3,22,204,197,96.57,7,3.43,03022
3,23,38,37,97.37,1,2.63,03023
3,24,219,206,94.06,13,5.94,03024
3,25,13,12,92.31,1,7.69,03025
3,26,204,193,94.61,11,5.39,03026
3,27,9,9,100.0,0,0.0,03027
3,28,253,241,95.26,12,4.74,03028
3,29,231,218,94.37,13,5.63,03029
3,30,234,222,94.87,12,5.13,03030
3,31,384,365,95.05,19,4.95,03031
3,32,282,279,98.94,3,1.06,03032
3,33,387,366,94.57,21,5.43,03033
3,34,191,179,93.72,12,6.28,03034
3,35,286,270,94.41,16,5.59,03035
3,36,163,152,93.25,11,6.75,03036
3,37,164,147,89.63,17,10.37,03037
3,38,67,66,98.51,1,1.49,03038
3,39,259,246,94.98,13,5.02,03039
3,40,237,222,93.67,15,6.33,03040
3,41,309,295,95.47,14,4.53,03041
3,42,285,278,97.54,7,2.46,03042
3,43,52,50,96.15,2,3.85,03043
3,44,176,171,97.16,5,2.84,03044
3,45,116,111,95.69,5,4.31,03045
3,46,225,215,95.56,10,4.44,03046
3,47,237,228,96.2,9,3.8,03047
3,48,239,228,95.4,11,4.6,03048
3,49,113,107,94.69,6,5.31,03049
3,50,270,258,95.56,12,4.44,03050
3,51,120,94,78.33,26,21.67,03051
3,52,160,156,97.5,4,2.5,03052
3,53,373,316,84.72,57,15.28,03053
3,54,145,112,77.24,33,22.76,03054
3,55,247,235,95.14,12,4.86,03055
3,56,231,212,91.77,19,8.23,03056
3,57,346,337,97.4,9,2.6,03057
3,58,102,99,97.06,3,2.94,03058
3,59,192,187,97.4,5,2.6,03059
3,60,367,345,94.01,22,5.99,03060
3,61,282,236,83.69,46,16.31,03061
3,62,205,195,95.12,10,4.88,03062
3,63,611,479,78.4,132,21.6,03063
4,1,384,337,87.76,47,12.24,04001
4,2,441,403,91.38,38,8.62,04002
4,3,561,529,94.3,32,5.7,04003
4,4,528,511,96.78,17,3.22,04004
4,5,415,391,94.22,24,5.78,04005
4,6,136,130,95.59,6,4.41,04006
4,7,298,285,95.64,13,4.36,04007
4,8,404,383,94.8,21,5.2,04008
4,9,620,586,94.52,34,5.48,04009
4,10,512,483,94.34,29,5.66,04010
4,11,446,431,96.64,15,3.36,04011
4,12,237,223,94.09,14,5.91,04012
4,13,334,313,93.71,21,6.29,04013
4,14,339,325,95.87,14,4.13,04014
4,15,256,242,94.53,14,5.47,04015
4,16,521,507,97.31,14,2.69,04016
4,17,440,363,82.5,77,17.5,04017
4,18,515,489,94.95,26,5.05,04018
4,19,486,465,95.68,21,4.32,04019
4,20,192,185,96.35,7,3.65,04020
4,21,457,422,92.34,35,7.66,04021
4,22,488,452,92.62,36,7.38,04022
4,23,316,285,90.19,31,9.81,04023
4,24,459,422,91.94,37,8.06,04024
4,25,371,345,92.99,26,7.01,04025
4,26,423,411,97.16,12,2.84,04026
4,27,372,348,93.55,24,6.45,04027
4,28,302,268,88.74,34,11.26,04028
4,29,309,286,92.56,23,7.44,04029
4,30,176,172,97.73,4,2.27,04030
4,31,86,83,96.51,3,3.49,04031
4,32,484,430,88.84,54,11.16,04032
4,33,191,174,91.1,17,8.9,04033
4,34,304,275,90.46,29,9.54,04034
4,35,278,261,93.88,17,6.12,04035
4,36,229,219,95.63,10,4.37,04036
4,37,233,222,95.28,11,4.72,04037
4,38,585,539,92.14,46,7.86,04038
4,39,278,271,97.48,7,2.52,04039
4,40,401,373,93.02,28,6.98,04040
4,41,239,208,87.03,31,12.97,04041
4,42,425,389,91.53,36,8.47,04042
4,43,304,288,94.74,16,5.26,04043
4,44,346,303,87.57,43,12.43,04044
4,45,549,503,91.62,46,8.38,04045
4,46,374,354,94.65,20,5.35,04046
4,47,720,658,91.39,62,8.61,04047
4,48,571,521,91.24,50,8.76,04048
4,49,186,169,90.86,17,9.14,04049
4,50,336,318,94.64,18,5.36,04050
4,51,421,397,94.3,24,5.7,04051
4,52,122,119,97.54,3,2.46,04052
4,53,378,355,93.92,23,6.08,04053
4,54,256,236,92.19,20,7.81,04054
4,55,313,288,92.01,25,7.99,04055
4,56,443,426,96.16,17,3.84,04056
4,57,166,159,95.78,7,4.22,04057
5,1,444,413,93.02,31,6.98,05001
5,2,373,358,95.98,15,4.02,05002
5,3,248,222,89.52,26,10.48,05003
5,4,284,267,94.01,17,5.99,05004
5,5,379,362,95.51,17,4.49,05005
5,6,474,444,93.67,30,6.33,05006
5,7,413,387,93.7,26,6.3,05007
5,8,475,414,87.16,61,12.84,05008
5,9,391,371,94.88,20,5.12,05009
5,10,450,417,92.67,33,7.33,05010
5,11,403,366,90.82,37,9.18,05011
5,12,301,289,96.01,12,3.99,05012
5,13,338,320,94.67,18,5.33,05013
5,14,493,447,90.67,46,9.33,05014
5,15,411,367,89.29,44,10.71,05015
5,16,384,370,96.35,14,3.65,05016
5,17,448,424,94.64,24,5.36,05017
5,18,462,444,96.1,18,3.9,05018
5,19,228,216,94.74,12,5.26,05019
5,20,237,224,94.51,13,5.49,05020
5,21,471,447,94.9,24,5.1,05021
5,22,346,328,94.8,18,5.2,05022
5,23,323,312,96.59,11,3.41,05023
5,24,289,270,93.43,19,6.57,05024
5,25,472,446,94.49,26,5.51,05025
5,26,415,399,96.14,16,3.86,05026
5,27,695,579,83.31,116,16.69,05027
5,28,393,374,95.17,19,4.83,05028
5,29,432,408,94.44,24,5.56,05029
5,30,373,324,86.86,49,13.14,05030
5,31,383,363,94.78,20,5.22,05031
5,32,504,464,92.06,40,7.94,05032
5,33,224,218,97.32,6,2.68,05033
5,34,420,401,95.48,19,4.52,05034
5,35,345,303,87.83,42,12.17,05035
5,36,310,299,96.45,11,3.55,05036
5,37,344,316,91.86,28,8.14,05037
5,38,364,331,90.93,33,9.07,05038
5,39,438,386,88.13,52,11.87,05039
5,40,519,499,96.15,20,3.85,05040
5,41,359,319,88.86,40,11.14,05041
5,42,439,420,95.67,19,4.33,05042
5,43,405,381,94.07,24,5.93,05043
5,44,489,462,94.48,27,5.52,05044
5,45,263,253,96.2,10,3.8,05045
5,46,485,434,89.48,51,10.52,05046
5,47,370,355,95.95,15,4.05,05047
5,48,285,266,93.33,19,6.67,05048
5,49,89,85,95.51,4,4.49,05049
5,50,351,338,96.3,13,3.7,05050
5,51,309,296,95.79,13,4.21,05051
5,52,140,123,87.86,17,12.14,05052
5,53,413,376,91.04,37,8.96,05053
5,54,487,463,95.07,24,4.93,05054
5,55,317,304,95.9,13,4.1,05055
6,1,411,387,94.16,24,5.84,06001
6,2,419,404,96.42,15,3.58,06002
6,3,418,401,95.93,17,4.07,06003
6,4,282,271,96.1,11,3.9,06004
6,5,289,281,97.23,8,2.77,06005
6,6,331,311,93.96,20,6.04,06006
6,7,484,460,95.04,24,4.96,06007
6,8,359,337,93.87,22,6.13,06008
6,9,252,236,93.65,16,6.35,06009
6,10,439,415,94.53,24,5.47,06010
6,11,373,354,94.91,19,5.09,06011
6,12,418,396,94.74,22,5.26,06012
6,13,398,377,94.72,21,5.28,06013
6,14,467,449,96.15,18,3.85,06014
6,15,454,435,95.81,19,4.19,06015
6,16,412,386,93.69,26,6.31,06016
6,17,465,437,93.98,28,6.02,06017
6,18,153,150,98.04,3,1.96,06018
6,19,458,440,96.07,18,3.93,06019
6,20,384,369,96.09,15,3.91,06020
6,21,346,327,94.51,19,5.49,06021
6,22,408,381,93.38,27,6.62,06022
6,23,354,331,93.5,23,6.5,06023
6,24,400,386,96.5,14,3.5,06024
6,25,323,301,93.19,22,6.81,06025
6,26,429,417,97.2,12,2.8,06026
6,27,469,439,93.6,30,6.4,06027
6,28,586,555,94.71,31,5.29,06028
6,29,435,416,95.63,19,4.37,06029
6,30,374,361,96.52,13,3.48,06030
6,31,451,431,95.57,20,4.43,06031
6,32,477,452,94.76,25,5.24,06032
6,33,440,418,95.0,22,5.0,06033
6,34,408,389,95.34,19,4.66,06034
6,35,517,488,94.39,29,5.61,06035
6,36,273,257,94.14,16,5.86,06036
6,37,388,372,95.88,16,4.12,06037
6,38,450,416,92.44,34,7.56,06038
6,39,383,350,91.38,33,8.62,06039
6,40,304,289,95.07,15,4.93,06040
6,41,394,369,93.65,25,6.35,06041
6,42,339,327,96.46,12,3.54,06042
6,43,441,421,95.46,20,4.54,06043
6,44,410,390,95.12,20,4.88,06044
6,45,238,225,94.54,13,5.46,06045
6,46,349,320,91.69,29,8.31,06046
6,47,408,392,96.08,16,3.92,06047
6,48,414,394,95.17,20,4.83,06048
6,49,415,394,94.94,21,5.06,06049
6,50,375,351,93.6,24,6.4,06050
6,51,301,284,94.35,17,5.65,06051
6,52,335,316,94.33,19,5.67,06052
6,53,378,356,94.18,22,5.82,06053
6,54,411,390,94.89,21,5.11,06054
6,55,351,328,93.45,23,6.55,06055
6,56,278,262,94.24,16,5.76,06056
6,57,275,262,95.27,13,4.73,06057
6,58,371,355,95.69,16,4.31,06058
6,59,363,349,96.14,14,3.86,06059
6,60,275,259,94.18,16,5.82,06060
6,61,279,269,96.42,10,3.58,06061
6,62,134,127,94.78,7,5.22,06062
6,63,359,337,93.87,22,6.13,06063
6,64,389,354,91.0,35,9.0,06064
6,65,162,153,94.44,9,5.56,06065
6,66,414,399,96.38,15,3.62,06066
7,1,361,342,94.74,19,5.26,07001
7,2,507,473,93.29,34,6.71,07002
7,3,367,356,97.0,11,3.0,07003
7,4,390,352,90.26,38,9.74,07004
7,5,381,359,94.23,22,5.77,07005
7,6,335,318,94.93,17,5.07,07006
7,7,267,254,95.13,13,4.87,07007
7,8,167,155,92.81,12,7.19,07008
7,9,342,321,93.86,21,6.14,07009
7,10,331,312,94.26,19,5.74,07010
7,11,367,349,95.1,18,4.9,07011
7,12,306,291,95.1,15,4.9,07012
7,13,293,278,94.88,15,5.12,07013
7,14,456,424,92.98,32,7.02,07014
7,15,254,236,92.91,18,7.09,07015
7,16,345,334,96.81,11,3.19,07016
7,17,280,266,95.0,14,5.0,07017
7,18,296,276,93.24,20,6.76,07018
7,19,578,549,94.98,29,5.02,07019
7,20,254,243,95.67,11,4.33,07020
7,21,370,339,91.62,31,8.38,07021
7,22,289,281,97.23,8,2.77,07022
7,23,263,246,93.54,17,6.46,07023
7,24,313,299,95.53,14,4.47,07024
7,25,410,389,94.88,21,5.12,07025
7,26,450,426,94.67,24,5.33,07026
7,27,448,430,95.98,18,4.02,07027
7,28,443,430,97.07,13,2.93,07028
7,29,194,183,94.33,11,5.67,07029
7,30,343,323,94.17,20,5.83,07030
7,31,343,325,94.75,18,5.25,07031
7,32,381,357,93.7,24,6.3,07032
7,33,258,246,95.35,12,4.65,07033
7,34,311,299,96.14,12,3.86,07034
7,35,205,196,95.61,9,4.39,07035
7,36,417,395,94.72,22,5.28,07036
7,37,159,148,93.08,11,6.92,07037
7,38,291,282,96.91,9,3.09,07038
7,39,342,329,96.2,13,3.8,07039
7,40,381,358,93.96,23,6.04,07040
7,41,267,254,95.13,13,4.87,07041
7,42,584,561,96.06,23,3.94,07042
7,43,386,356,92.23,30,7.77,07043
7,44,550,522,94.91,28,5.09,07044
7,45,470,440,93.62,30,6.38,07045
7,46,135,130,96.3,5,3.7,07046
7,47,304,288,94.74,16,5.26,07047
7,48,177,170,96.05,7,3.95,07048
7,49,202,194,96.04,8,3.96,07049
7,50,219,205,93.61,14,6.39,07050
7,51,321,308,95.95,13,4.05,07051
7,52,298,281,94.3,17,5.7,07052
7,53,268,260,97.01,8,2.99,07053
7,54,196,172,87.76,24,12.24,07054
7,55,289,275,95.16,14,4.84,07055
7,56,310,294,94.84,16,5.16,07056
7,57,279,262,93.91,17,6.09,07057
7,58,364,343,94.23,21,5.77,07058
7,59,213,208,97.65,5,2.35,07059
7,60,240,231,96.25,9,3.75,07060
7,61,292,273,93.49,19,6.51,07061
7,62,319,308,96.55,11,3.45,07062
7,63,316,295,93.35,21,6.65,07063
7,64,293,277,94.54,16,5.46,07064
7,65,357,335,93.84,22,6.16,07065
8,1,406,386,95.07,20,4.93,08001
8,2,215,211,98.14,4,1.86,08002
8,3,441,421,95.46,20,4.54,08003
8,4,355,344,96.9,11,3.1,08004
8,5,394,380,96.45,14,3.55,08005
8,6,408,397,97.3,11,2.7,08006
8,7,312,297,95.19,15,4.81,08007
8,8,399,385,96.49,14,3.51,08008
8,9,445,428,96.18,17,3.82,08009
8,10,465,440,94.62,25,5.38,08010
8,11,358,343,95.81,15,4.19,08011
8,12,399,370,92.73,29,7.27,08012
8,13,329,317,96.35,12,3.65,08013
8,14,428,419,97.9,9,2.1,08014
8,15,326,313,96.01,13,3.99,08015
8,16,374,358,95.72,16,4.28,08016
8,17,315,309,98.1,6,1.9,08017
8,18,297,281,94.61,16,5.39,08018
8,19,455,440,96.7,15,3.3,08019
8,20,301,295,98.01,6,1.99,08020
8,21,297,282,94.95,15,5.05,08021
8,22,369,351,95.12,18,4.88,08022
8,23,389,371,95.37,18,4.63,08023
8,24,411,395,96.11,16,3.89,08024
8,25,387,376,97.16,11,2.84,08025
8,26,314,297,94.59,17,5.41,08026
8,27,413,395,95.64,18,4.36,08027
8,28,332,320,96.39,12,3.61,08028
8,29,468,448,95.73,20,4.27,08029
8,30,317,294,92.74,23,7.26,08030
8,31,318,303,95.28,15,4.72,08031
8,32,587,566,96.42,21,3.58,08032
8,33,371,355,95.69,16,4.31,08033
8,34,482,458,95.02,24,4.98,08034
8,35,449,424,94.43,25,5.57,08035
8,36,385,374,97.14,11,2.86,08036
8,37,511,492,96.28,19,3.72,08037
8,38,402,388,96.52,14,3.48,08038
8,39,429,415,96.74,14,3.26,08039
8,40,436,415,95.18,21,4.82,08040
8,41,345,324,93.91,21,6.09,08041
8,42,389,370,95.12,19,4.88,08042
8,43,413,400,96.85,13,3.15,08043
8,44,259,251,96.91,8,3.09,08044
8,45,360,344,95.56,16,4.44,08045
8,46,321,307,95.64,14,4.36,08046
8,47,399,387,96.99,12,3.01,08047
8,48,299,285,95.32,14,4.68,08048
8,49,435,416,95.63,19,4.37,08049
8,50,377,363,96.29,14,3.71,08050
8,51,443,427,96.39,16,3.61,08051
8,52,366,351,95.9,15,4.1,08052
8,53,412,391,94.9,21,5.1,08053
8,54,405,385,95.06,20,4.94,08054
8,55,488,471,96.52,17,3.48,08055
8,56,451,429,95.12,22,4.88,08056
8,57,342,330,96.49,12,3.51,08057
8,58,400,384,96.0,16,4.0,08058
8,59,301,287,95.35,14,4.65,08059
8,60,350,335,95.71,15,4.29,08060
8,61,338,327,96.75,11,3.25,08061
8,62,330,317,96.06,13,3.94,08062
8,63,405,395,97.53,10,2.47,08063
8,64,386,373,96.63,13,3.37,08064
8,65,255,247,96.86,8,3.14,08065
8,66,570,548,96.14,22,3.86,08066
8,67,220,204,92.73,16,7.27,08067
8,68,347,330,95.1,17,4.9,08068
8,69,327,315,96.33,12,3.67,08069
8,70,586,563,96.08,23,3.92,08070
9,1,438,417,95.21,21,4.79,09001
9,2,497,483,97.18,14,2.82,09002
9,3,388,376,96.91,12,3.09,09003
9,4,461,434,94.14,27,5.86,09004
9,5,447,424,94.85,23,5.15,09005
9,6,387,362,93.54,25,6.46,09006
9,7,407,392,96.31,15,3.69,09007
9,8,320,306,95.63,14,4.38,09008
9,9,426,408,95.77,18,4.23,09009
9,10,403,377,93.55,26,6.45,09010
9,11,326,319,97.85,7,2.15,09011
9,12,431,407,94.43,24,5.57,09012
9,13,514,490,95.33,24,4.67,09013
9,14,521,493,94.63,28,5.37,09014
9,15,263,253,96.2,10,3.8,09015
9,16,499,475,95.19,24,4.81,09016
9,17,383,373,97.39,10,2.61,09017
9,18,475,454,95.58,21,4.42,09018
9,19,485,468,96.49,17,3.51,09019
9,20,443,416,93.91,27,6.09,09020
9,21,311,298,95.82,13,4.18,09021
9,22,446,425,95.29,21,4.71,09022
9,23,369,355,96.21,14,3.79,09023
9,24,308,300,97.4,8,2.6,09024
9,25,233,226,97.0,7,3.0,09025
9,26,293,285,97.27,8,2.73,09026
9,27,244,234,95.9,10,4.1,09027
9,28,337,316,93.77,21,6.23,09028
9,29,399,378,94.74,21,5.26,09029
9,30,284,274,96.48,10,3.52,09030
9,31,420,402,95.71,18,4.29,09031
9,32,447,432,96.64,15,3.36,09032
9,33,279,270,96.77,9,3.23,09033
9,34,390,369,94.62,21,5.38,09034
9,35,387,379,97.93,8,2.07,09035
9,36,244,233,95.49,11,4.51,09036
9,37,374,316,84.49,58,15.51,09037
9,38,457,439,96.06,18,3.94,09038
9,39,398,383,96.23,15,3.77,09039
9,40,441,417,94.56,24,5.44,09040
9,41,495,475,95.96,20,4.04,09041
9,42,374,366,97.86,8,2.14,09042
9,43,346,323,93.35,23,6.65,09043
9,44,366,347,94.81,19,5.19,09044
9,45,452,431,95.35,21,4.65,09045
9,46,373,359,96.25,14,3.75,09046
9,47,275,259,94.18,16,5.82,09047
9,48,384,368,95.83,16,4.17,09048
9,49,249,239,95.98,10,4.02,09049
9,50,176,168,95.45,8,4.55,09050
9,51,286,271,94.76,15,5.24,09051
9,52,384,370,96.35,14,3.65,09052
9,53,319,302,94.67,17,5.33,09053
9,54,334,309,92.51,25,7.49,09054
9,55,210,198,94.29,12,5.71,09055
9,56,251,242,96.41,9,3.59,09056
9,57,287,242,84.32,45,15.68,09057
9,58,310,300,96.77,10,3.23,09058
10,1,364,345,94.78,19,5.22,10001
10,2,263,219,83.27,44,16.73,10002
10,3,339,258,76.11,81,23.89,10003
10,4,331,304,91.84,27,8.16,10004
10,5,286,235,82.17,51,17.83,10005
10,6,305,291,95.41,14,4.59,10006
10,7,98,89,90.82,9,9.18,10007
10,8,325,250,76.92,75,23.08,10008
10,9,314,242,77.07,72,22.93,10009
10,10,319,231,72.41,88,27.59,10010
10,11,348,292,83.91,56,16.09,10011
10,12,303,249,82.18,54,17.82,10012
10,13,255,214,83.92,41,16.08,10013
10,14,349,281,80.52,68,19.48,10014
10,15,163,129,79.14,34,20.86,10015
10,16,333,256,76.88,77,23.12,10016
10,17,263,211,80.23,52,19.77,10017
10,18,359,339,94.43,20,5.57,10018
10,19,375,311,82.93,64,17.07,10019
10,20,271,222,81.92,49,18.08,10020
10,21,267,208,77.9,59,22.1,10021
10,22,96,83,86.46,13,13.54,10022
10,23,303,268,88.45,35,11.55,10023
10,24,288,215,74.65,73,25.35,10024
10,25,400,370,92.5,30,7.5,10025
10,26,312,265,84.94,47,15.06,10026
10,27,365,312,85.48,53,14.52,10027
10,28,303,291,96.04,12,3.96,10028
10,29,315,300,95.24,15,4.76,10029
10,30,364,323,88.74,41,11.26,10030
10,31,348,300,86.21,48,13.79,10031
10,32,364,298,81.87,66,18.13,10032
10,33,335,290,86.57,45,13.43,10033
10,34,333,313,93.99,20,6.01,10034
10,35,330,291,88.18,39,11.82,10035
10,36,365,345,94.52,20,5.48,10036
10,37,327,306,93.58,21,6.42,10037
10,38,382,321,84.03,61,15.97,10038
10,39,315,285,90.48,30,9.52,10039
10,40,258,244,94.57,14,5.43,10040
10,41,374,296,79.14,78,20.86,10041
10,42,318,237,74.53,81,25.47,10042
10,43,218,203,93.12,15,6.88,10043
10,44,328,295,89.94,33,10.06,10044
10,45,214,186,86.92,28,13.08,10045
10,46,332,302,90.96,30,9.04,10046
10,47,280,247,88.21,33,11.79,10047
10,48,305,293,96.07,12,3.93,10048
10,49,287,275,95.82,12,4.18,10049
11,1,378,319,84.39,59,15.61,11001
11,2,345,291,84.35,54,15.65,11002
11,3,280,246,87.86,34,12.14,11003
11,4,414,366,88.41,48,11.59,11004
11,5,265,224,84.53,41,15.47,11005
11,6,451,395,87.58,56,12.42,11006
11,7,298,263,88.26,35,11.74,11007
11,8,350,300,85.71,50,14.29,11008
11,9,304,269,88.49,35,11.51,11009
11,10,214,199,92.99,15,7.01,11010
11,11,483,405,83.85,78,16.15,11011
11,12,357,325,91.04,32,8.96,11012
11,13,371,327,88.14,44,11.86,11013
11,14,309,277,89.64,32,10.36,11014
11,15,300,263,87.67,37,12.33,11015
11,16,395,356,90.13,39,9.87,11016
11,17,444,380,85.59,64,14.41,11017
11,18,230,203,88.26,27,11.74,11018
11,19,348,302,86.78,46,13.22,11019
11,20,240,230,95.83,10,4.17,11020
11,21,335,309,92.24,26,7.76,11021
11,22,250,234,93.6,16,6.4,11022
11,23,270,243,90.0,27,10.0,11023
11,24,568,524,92.25,44,7.75,11024
11,25,260,227,87.31,33,12.69,11025
11,26,470,425,90.43,45,9.57,11026
11,27,339,298,87.91,41,12.09,11027
11,28,308,294,95.45,14,4.55,11028
11,29,408,366,89.71,42,10.29,11029
11,30,362,323,89.23,39,10.77,11030
11,31,253,214,84.58,39,15.42,11031
11,32,286,260,90.91,26,9.09,11032
11,33,242,215,88.84,27,11.16,11033
11,34,195,176,90.26,19,9.74,11034
11,35,468,440,94.02,28,5.98,11035
11,36,100,92,92.0,8,8.0,11036
11,37,365,328,89.86,37,10.14,11037
11,38,481,435,90.44,46,9.56,11038
11,39,435,392,90.11,43,9.89,11039
11,40,237,213,89.87,24,10.13,11040
11,41,222,200,90.09,22,9.91,11041
11,42,252,233,92.46,19,7.54,11042
11,43,441,389,88.21,52,11.79,11043
11,44,355,306,86.2,49,13.8,11044
11,45,198,168,84.85,30,15.15,11045
11,46,191,179,93.72,12,6.28,11046
11,47,304,280,92.11,24,7.89,11047
11,48,148,130,87.84,18,12.16,11048
11,49,298,272,91.28,26,8.72,11049
11,50,249,221,88.76,28,11.24,11050
12,1,148,126,85.14,22,14.86,12001
12,2,213,198,92.96,15,7.04,12002
12,3,211,189,89.57,22,10.43,12003
12,4,186,168,90.32,18,9.68,12004
12,5,250,217,86.8,33,13.2,12005
12,6,182,163,89.56,19,10.44,12006
12,7,101,98,97.03,3,2.97,12007
12,8,412,355,86.17,57,13.83,12008
12,9,214,195,91.12,19,8.88,12009
12,10,129,108,83.72,21,16.28,12010
12,11,201,181,90.05,20,9.95,12011
12,12,205,180,87.8,25,12.2,12012
12,13,177,153,86.44,24,13.56,12013
12,14,169,148,87.57,21,12.43,12014
12,15,202,184,91.09,18,8.91,12015
12,16,186,170,91.4,16,8.6,12016
12,17,205,182,88.78,23,11.22,12017
12,18,267,239,89.51,28,10.49,12018
12,19,200,177,88.5,23,11.5,12019
12,20,229,195,85.15,34,14.85,12020
12,21,278,243,87.41,35,12.59,12021
12,22,191,173,90.58,18,9.42,12022
12,23,166,141,84.94,25,15.06,12023
12,24,337,295,87.54,42,12.46,12024
12,25,209,190,90.91,19,9.09,12025
12,26,211,187,88.63,24,11.37,12026
12,27,153,119,77.78,34,22.22,12027
12,28,240,218,90.83,22,9.17,12028
12,29,263,228,86.69,35,13.31,12029
